Record HMY,Amendment HMY,Tenant HMY,Tenant Code,Property HMY,Property Code,Unit HMY,Unit Name,dtLeaseFrom,dtLeaseTo,hOption,hProposal,bInActive,dtInactive,hAmendmentInactive,dtMovein,dtMoveout,sNotes,dSqft,hMasterUnit,bActive,hCondoContract,iPersonType,hcommmoveoutreason,hForeignDb,sExtReference,hCopyFrom,IsPastPrimaryOwner,hCommMLAOverride,tRowVersion,dtClose,dTaxEstimate
5890,5472,5514,"t0000649",1899,"xil770ar",4043,780     ,"2020-04-01 00:00:00","2022-03-31 00:00:00",,,,,7584,"2020-04-01 00:00:00","2022-04-30 00:00:00",,21741,0,0,,,,,,,,0,"AAAAAAB2uXE=",,
5613,4803,4914,"t0000602",1757,"xpa327c ",3509,327     ,"2018-11-06 00:00:00","2023-03-31 00:00:00",,,,,115974,"2018-11-06 00:00:00","2023-03-31 00:00:00",,170390,0,0,,,,,,,,0,"AAAAAAGrhzM=",,
5614,4806,4917,"t0000605",1785,"xnj14th ",3686,"14A     ","2017-05-01 00:00:00","2022-04-30 00:00:00",,,,,6106,"2017-05-01 00:00:00","2022-04-30 00:00:00",,35894,0,0,,,,,,,,0,"AAAAAAB3FjI=",,
5615,5195,5272,"t0000607",1785,"xnj14th ",3687,"14B     ","2018-01-01 00:00:00","2022-03-31 00:00:00",,,,,,"2018-01-01 00:00:00",,,9000,0,0,,,,,,,,0,"AAAAAAAwtXM=",,
5616,5196,5277,"t0000608",1789,"xil250n ",3840,250     ,"2021-11-23 00:00:00","2023-12-31 00:00:00",,,,,35767,"2021-11-23 00:00:00","2023-12-31 00:00:00",,46000,0,0,,,,,,,,0,"AAAAAAEMrPo=",,
5633,5211,5293,"t0000609",1653,"xtxritti",2983,3       ,"2021-12-01 00:00:00","2023-01-13 00:00:00",,,,,34244,"2021-12-01 00:00:00","2023-01-13 00:00:00",,8730,0,0,,,,,,,,0,"AAAAAACeduM=",,
5634,5212,1338,"t0000436",1391,"xgahire1",525,196     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,42000,0,0,,,,,,,,0,"AAAAAACZL0w=",,
5635,5213,1339,"t0000437",1392,"xgahire2",524,201     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,30000,0,0,,,,,,,,0,"AAAAAAEZ1FY=",,
5636,5214,1340,"t0000438",1393,"xgahire3",526,210     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,40841,0,0,,,,,,,,0,"AAAAAAEZ1U0=",,
5637,5215,1341,"t0000439",1394,"xgahire4",527,224     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,33000,0,0,,,,,,,,0,"AAAAAACXHPQ=",,
5638,5216,1342,"t0000440",1395,"xgahire5",528,246     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,37500,0,0,,,,,,,,0,"AAAAAAEZ1xg=",,
5639,5217,1343,"t0000441",1396,"xgahire6",529,252     ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,16600,0,0,,,,,,,,0,"AAAAAAEZ2Ac=",,
5640,5218,1345,"t0000443",1398,"xgahire8",531,3000    ,"2021-01-01 00:00:00","2025-10-31 00:00:00",,,,,,"2020-11-01 00:00:00",,,20000,0,0,,,,,,,,0,"AAAAAAEZ2mY=",,
6040,5620,5633,"t0000650",1895,"xtx3662m",4158,3670    ,"2017-02-01 00:00:00","2023-03-31 00:00:00",,,,,,"2017-02-01 00:00:00","2023-03-31 00:00:00",,26350,0,0,,,27,,,,,0,"AAAAAAC74W8=",,
6041,5621,5634,"t0000651",994,"ohwar004",35,"F       ","2022-02-01 00:00:00","2022-06-22 00:00:00",,,,,115674,"2022-02-01 00:00:00","2022-06-22 00:00:00",,7560,0,0,,,,,,,,0,"AAAAAAGrSJc=",,
6042,5622,5644,"t0000652",1658,"xtn225bo",2966,101     ,"2022-01-01 00:00:00","2028-12-31 00:00:00",,,,,,"2022-01-01 00:00:00",,,45820,0,0,,,,,,,,0,"AAAAAABySr0=",,
6043,5623,5645,"t0000653",1895,"xtx3662m",4166,3662    ,"2016-11-01 00:00:00","2027-04-30 00:00:00",,,,,,"2016-11-15 00:00:00",,,14900,0,0,,,,,,,,0,"AAAAAAA0SJ8=",,
6364,5942,694,"t0000181",1094,"gahig021",192,453     ,"2020-10-01 00:00:00","2022-06-22 00:00:00",,,,,115838,"2020-10-01 00:00:00","2022-06-22 00:00:00",,10000,0,0,,,,,,,,0,"AAAAAAGrNXY=",,
6365,5943,5922,"t0000659",1904,"xnj1601s",4035,"1601-DE ","2022-03-01 00:00:00","2024-07-31 00:00:00",,,,,81516,"2022-03-01 00:00:00","2024-07-31 00:00:00",,22881,0,0,,,,,,,,0,"AAAAAAE3wOI=",,
6368,5945,5923,"t0000660",1904,"xnj1601s",4034,1641    ,"2021-05-01 00:00:00","2026-04-30 00:00:00",,,,,,"2011-05-01 00:00:00",,,9960,0,0,,,,,,,,0,"AAAAAAC6G+o=",,
6371,5950,5926,"t0000661",1904,"xnj1601s",4036,"1601-A-C","2021-12-06 00:00:00","2027-02-28 00:00:00",,,,,,"2021-12-06 00:00:00",,,24480,0,0,,,,,,,,0,"AAAAAAByy2w=",,
6447,6027,1230,"t0000418",1365,"gacom33 ",476,"G       ","2022-08-01 00:00:00","2022-06-22 00:00:00",,,,,115858,"2022-04-01 00:00:00","2022-06-22 00:00:00",,14082,0,0,,,,,,,,0,"AAAAAAGrMUM=",,
6449,6028,5990,"t0000663",1904,"xnj1601s",4035,"1601-DE ","2019-08-01 00:00:00","2022-02-28 00:00:00",,,,,,"2019-08-01 00:00:00",,,22881,0,0,,,,,,,,0,"AAAAAAA0F24=",,
6451,6030,1150,"t0000376",913,"gacre100",420,100     ,"2022-01-01 00:00:00","2022-12-31 00:00:00",,,,,34193,"2022-01-01 00:00:00","2022-12-31 00:00:00",,2689,0,0,,,,,,,,0,"AAAAAAB5alQ=",,
6452,6031,1181,"t0000387",913,"gacre100",428,200     ,"2022-02-01 00:00:00","2023-01-31 00:00:00",,,,,34233,"2022-02-01 00:00:00","2023-01-31 00:00:00",,3356,0,0,,,,,,,,0,"AAAAAAB5aus=",,
6453,6032,5991,"t0000664",1898,"xnj14rol",4032,14      ,"2021-12-21 00:00:00","2027-12-31 00:00:00",,,,,,"2021-12-21 00:00:00",,,24000,0,0,,,,,,,,0,"AAAAAAE6w3w=",,
6456,6037,5995,"t0000666",2720,"xtx8154b",4489,100     ,"2021-10-01 00:00:00","2024-03-31 00:00:00",,,,,59666,"2021-10-01 00:00:00","2024-03-31 00:00:00",,35250,0,0,,,,,,,,0,"AAAAAADJjko=",,
6458,6038,5996,"t0000667",2720,"xtx8154b",4490,200     ,"2022-01-01 00:00:00","2022-06-30 00:00:00",,,,,17597,"2022-01-01 00:00:00","2022-06-30 00:00:00",,36000,0,0,,,,,,,,0,"AAAAAACPZys=",,
6459,6039,5998,"t0000668",2722,"xfl3900w",4491,3900    ,"1998-12-02 00:00:00","2024-06-30 00:00:00",,,,,,"1998-12-02 00:00:00",,,81956,0,0,,,,,,,,0,"AAAAAAECOzI=",,
6460,6041,6006,"t0000669",1887,"xnj740co",4031,740     ,"2021-12-14 00:00:00","2026-12-31 00:00:00",,,,,,"2021-12-14 00:00:00",,,133283,0,0,,,,,,,,0,"AAAAAAC45pI=",,
6479,6060,956,"t0000343",1339,"njrun155",315,"F       ","2022-01-01 00:00:00","2022-01-31 00:00:00",,,,,115861,"2022-01-01 00:00:00","2022-01-31 00:00:00",,0,0,0,,,,,,,,0,"AAAAAAGrP3g=",,
6494,6075,797,"t0000278",1341,"njrun165",325,"I       ","2022-07-01 00:00:00","2022-06-22 00:00:00",,,,,115835,"2022-07-01 00:00:00","2022-06-22 00:00:00",,5744,0,0,,,,,,,,0,"AAAAAAGrQPk=",,
6529,6104,359,"t0000015",992,"ohkem002",18,"3-110   ","2022-04-01 00:00:00","2022-06-22 00:00:00",,,,,115819,"2022-04-01 00:00:00","2022-06-22 00:00:00",,22930,0,0,,,,,,,,0,"AAAAAAGrRfQ=",,
6530,6105,355,"t0000011",992,"ohkem002",16,"2-510   ","2022-10-01 00:00:00","2022-06-22 00:00:00",,,,,115825,"2022-10-01 00:00:00","2022-06-22 00:00:00",,10300,0,0,,,,,,,,0,"AAAAAAGrRYg=",,
6531,6106,4917,"t0000605",1785,"xnj14th ",3686,"14A     ","2022-05-01 00:00:00","2027-04-30 00:00:00",,,,,,"2022-05-01 00:00:00",,,35894,0,0,,,,,,,,0,"AAAAAAB3FmA=",,
6550,4166,4294,"t0000545",1674,"xnj6965 ",2997,6965    ,"2021-08-31 00:00:00","2031-10-31 00:00:00",,,,,,"2021-08-31 00:00:00",,,103000,0,0,,,,,,,,0,"AAAAAABygeU=",,
4926,4504,1178,"t0000386",1361,"pajam002",464,"A       ","2021-12-01 00:00:00","2022-06-22 00:00:00",,,,,115831,"2021-12-01 00:00:00","2022-06-22 00:00:00",,14500,0,0,,,,,,,,0,"AAAAAAGrSoc=",,
4927,4504,1178,"t0000386",1361,"pajam002",465,"B       ","2021-12-01 00:00:00","2022-06-22 00:00:00",,,,,115831,"2021-12-01 00:00:00","2022-06-22 00:00:00",,25500,0,0,,,,,,,,0,"AAAAAAGrSog=",,
4928,4504,1178,"t0000386",1361,"pajam002",466,"C       ","2021-12-01 00:00:00","2022-06-22 00:00:00",,,,,115831,"2021-12-01 00:00:00","2022-06-22 00:00:00",,20324,0,0,,,,,,,,0,"AAAAAAGrSok=",,
4929,4505,4628,"t0000581",1733,"xga5070 ",3277,"5070-W  ","2021-10-12 00:00:00","2021-12-31 00:00:00",,,,,5423,"2021-10-12 00:00:00","2021-12-31 00:00:00",,48276,0,0,,,,,,,,0,"AAAAAAAdWB4=",,
4931,4506,4632,"t0000582",1735,"xnj108n ",3278,108     ,"2021-10-21 00:00:00","2024-10-31 00:00:00",,,,,87782,"2021-10-21 00:00:00","2024-10-31 00:00:00",,23912,0,0,,,,,,,,0,"AAAAAAFItLs=",,
4772,4349,4501,"t0000580",1670,"xga130j ",2978,130     ,"2021-11-01 00:00:00","2021-12-31 00:00:00",,,,,5425,"2021-11-01 00:00:00","2021-12-31 00:00:00",,38164,0,0,,,,,,,,0,"AAAAAADl/AY=",,
5000,4576,4363,"t0000575",1689,"xga265c ",3026,265     ,"2022-01-01 00:00:00","2022-03-31 00:00:00",,,,,,"2022-01-01 00:00:00","2022-03-31 00:00:00",,82486,0,0,,,0,,,,,0,"AAAAAABk4fs=",,
5002,4577,4716,"t0000583",1754,"xgadors ",3335,750     ,"2011-09-15 00:00:00","2023-06-30 00:00:00",,,,,34429,"2011-09-15 00:00:00","2023-06-30 00:00:00",,20500,0,0,,,,,,,,0,"AAAAAADkyks=",,
5003,4578,4717,"t0000584",1754,"xgadors ",3334,600     ,"2015-10-01 00:00:00","2024-02-13 00:00:00",,,,,115988,"2015-10-01 00:00:00","2024-02-13 00:00:00",,12234,0,0,,,,,,,,0,"AAAAAAGri6k=",,
5004,4579,4718,"t0000585",1754,"xgadors ",3332,500     ,"2010-07-01 00:00:00","2024-02-13 00:00:00",,,,,115989,"2021-02-04 00:00:00","2024-02-13 00:00:00",,12098,0,0,,,,,,,,0,"AAAAAAGri/M=",,
5005,4581,4730,"t0000587",992,"ohkem002",15,"2-500   ","2022-03-01 00:00:00","2022-06-22 00:00:00",,,,,115671,"2021-09-30 00:00:00","2022-06-22 00:00:00",,19727,0,0,,,,,,,,0,"AAAAAAGrRqk=",,
5011,4587,4736,"t0000588",994,"ohwar004",33,"C       ","2021-11-01 00:00:00","2021-10-31 00:00:00",,,,,9310,"2021-11-01 00:00:00","2021-10-31 00:00:00",,12173,0,0,,,,,,,,0,"AAAAAAA16xM=",,
5012,4589,4737,"t0000589",1237,"ohwar005",38,"A       ","2022-04-01 00:00:00","2022-03-31 00:00:00",,,,,9311,"2021-11-01 00:00:00","2022-03-31 00:00:00",,10909,0,0,,,,,,,,0,"AAAAAAA15go=",,
5013,4580,4719,"t0000586",1754,"xgadors ",3328,100     ,"2015-11-01 00:00:00","2015-10-31 00:00:00",,,,,22576,"2015-11-01 00:00:00","2015-10-31 00:00:00",,76625,0,0,,,,,,,,0,"AAAAAABUjvc=",,
5014,4591,4744,"t0000590",1754,"xgadors ",3336,710     ,"2021-05-01 00:00:00","2022-04-30 00:00:00",,,,,10817,"2021-05-01 00:00:00","2022-04-30 00:00:00",,10979,0,0,,,,,,,,0,"AAAAAADJXtI=",,
8976,8568,7706,"t0000715",3272,"xnj400wa",6050,400     ,"2022-01-01 00:00:00","2024-12-31 00:00:00",,,,,99095,"2022-01-01 00:00:00","2024-12-31 00:00:00",,38550,0,0,,,,,,,,0,"AAAAAAGd18E=",,
9001,8588,8254,"t0000743",3308,"xfl420sw",6530,"C       ","2022-03-01 00:00:00","2022-04-11 00:00:00",,,,,10455,"2022-02-28 00:00:00","2022-04-11 00:00:00",,6832,0,0,,,,,,,,0,"AAAAAAAsfeI=",,
9004,8591,8257,"t0000744",3308,"xfl420sw",6529,"A       ","2011-04-01 00:00:00","2022-09-30 00:00:00",,,,,23678,"2011-04-01 00:00:00","2022-09-30 00:00:00",,9070,0,0,,,,,,,,0,"AAAAAAGvY1A=",,
10630,10241,9619,"t0000756",3364,"xtn3961o",7784,3961    ,"2022-04-01 00:00:00","2022-09-30 00:00:00",,,,,24306,"2022-04-01 00:00:00","2022-09-30 00:00:00",,74906,0,0,,,,,,,,0,"AAAAAADPX+w=",,
10752,10359,9721,"t0000758",912,"gatuc017",173,"A       ","2022-04-02 00:00:00","2022-06-22 00:00:00",,,,,115809,"2022-04-02 00:00:00","2022-06-22 00:00:00",,45000,0,0,,,,,,,,0,"AAAAAAGrO+I=",,
10753,10359,9721,"t0000758",912,"gatuc017",174,"A1      ","2022-04-02 00:00:00","2022-06-22 00:00:00",,,,,115809,"2022-04-02 00:00:00","2022-06-22 00:00:00",,14000,0,0,,,,,,,,0,"AAAAAAGrO+M=",,
11260,10865,10155,"t0000769",894,"txmil005",224,5101    ,"2022-02-01 00:00:00","2022-06-22 00:00:00",,,,,115658,"2022-02-01 00:00:00","2022-06-22 00:00:00",,14600,0,0,,,,,,,,0,"AAAAAAGrXSc=",,
11359,10905,10205,"t0000776",1610,"gasto038",1537,4732    ,"2022-06-01 00:00:00","2022-06-22 00:00:00",,,,,115659,"2022-06-01 00:00:00","2022-06-22 00:00:00",,48941,0,0,,,,,,,,0,"AAAAAAGrO1Y=",,
15707,15406,13433,"t0000807",3621,"xtx2445s",10007,2445    ,"2022-05-19 00:00:00","2027-05-31 00:00:00",,,,,,"2022-05-19 00:00:00",,,40116,0,0,,,,,,,,0,"AAAAAAB9IIw=",,
15708,15407,13434,"t0000808",3546,"xil240ja",9155,240     ,"1997-04-01 00:00:00","2023-12-19 00:00:00",,,,,115963,"1997-04-01 00:00:00","2023-12-19 00:00:00",,4900,0,0,,,,,,,,0,"AAAAAAGrhMU=",,
15710,15408,13435,"t0000809",3546,"xil240ja",9156,242     ,"2013-11-01 00:00:00","2023-10-31 00:00:00",,,,,47648,"2013-11-01 00:00:00","2023-10-31 00:00:00",,2900,0,0,,,,,,,,0,"AAAAAADCp7g=",,
15727,15428,13454,"t0000810",3546,"xil240ja",9157,244     ,"2010-07-01 00:00:00","2023-12-19 00:00:00",,,,,115964,"2010-07-01 00:00:00","2023-12-19 00:00:00",,3500,0,0,,,,,,,,0,"AAAAAAGrhP4=",,
15728,15429,13455,"t0000811",3546,"xil240ja",9158,246     ,"2009-11-01 00:00:00","2023-12-19 00:00:00",,,,,115965,"2009-11-01 00:00:00","2023-12-19 00:00:00",,7500,0,0,,,,,,,,0,"AAAAAAGrhTY=",,
15729,15430,13456,"t0000812",3546,"xil240ja",9159,248     ,"2018-10-08 00:00:00","2023-11-30 00:00:00",,,,,59663,"2018-10-01 00:00:00","2023-11-30 00:00:00",,6000,0,0,,,,,,,,0,"AAAAAADF0Pc=",,
15730,15431,13457,"t0000813",3546,"xil240ja",9160,250     ,"2016-02-01 00:00:00","2023-12-19 00:00:00",,,,,115966,"2016-02-01 00:00:00","2023-12-19 00:00:00",,3500,0,0,,,,,,,,0,"AAAAAAGrhXA=",,
15752,15458,4181,"t0000512",1664,"xil1terr",2965,"C       ","2023-01-01 00:00:00","2024-12-31 00:00:00",,,,,,"2023-01-01 00:00:00",,,22001,0,0,,,,,,,,0,"AAAAAAEMrFE=",,
3196,2856,696,"t0000183",911,"gasc3016",195,772     ,"2021-07-01 00:00:00","2023-03-21 00:00:00",,,,,34307,"2021-07-01 00:00:00","2023-03-21 00:00:00",,60408,0,0,,,,,,,,0,"AAAAAACDq0E=",,
3197,2857,695,"t0000182",910,"gasc2015",194,754     ,"2021-07-01 00:00:00","2023-03-21 00:00:00",,,,,115979,"2021-07-01 00:00:00","2023-03-21 00:00:00",,50161,0,0,,,,,,,,0,"AAAAAAGriRs=",,
3808,3466,2414,"t0000497",1586,"xnjmway7",1580,"A       ","2021-06-01 00:00:00","2025-05-31 00:00:00",,,,,,"2021-06-01 00:00:00",,,20000,0,0,,,,,,,,0,"AAAAAAB4m9E=",,
3821,3479,666,"t0000155",907,"gacn012 ",151,200     ,"2020-08-01 00:00:00","2022-06-22 00:00:00",,,,,115854,"2020-08-01 00:00:00","2022-06-22 00:00:00",,10500,0,0,,,,,,,,0,"AAAAAAGrL4g=",,
3822,3479,666,"t0000155",907,"gacn012 ",152,400     ,"2020-08-01 00:00:00","2022-06-22 00:00:00",,,,,115854,"2020-08-01 00:00:00","2022-06-22 00:00:00",,5250,0,0,,,,,,,,0,"AAAAAAGrL4k=",,
4154,3796,3865,"t0000498",1383,"xohmost ",506,"D       ","2021-07-07 00:00:00","2021-09-30 00:00:00",,,,,4164,"2021-07-08 00:00:00","2021-09-30 00:00:00",,114027,0,0,,,,,,,,0,"AAAAAADl/KU=",,
4155,3797,3868,"t0000499",1598,"xtxglen ",2735,3113    ,"2005-12-01 00:00:00","2021-09-30 00:00:00",,,,,,"2005-12-01 00:00:00","2021-09-30 00:00:00",,115200,0,0,,,0,,,,,0,"AAAAAAA8Jv0=",,
4159,216,751,"t0000235",1270,"gamon027",2736,"A-WH    ","2017-07-01 00:00:00","2022-06-22 00:00:00",,,,,115650,"2017-07-01 00:00:00","2022-06-22 00:00:00",,8093,0,0,,,,,,,,0,"AAAAAAGrNtk=",,
4160,216,751,"t0000235",1270,"gamon027",295,"B       ","2017-07-01 00:00:00","2022-06-22 00:00:00",,,,,115650,"2017-07-01 00:00:00","2022-06-22 00:00:00",,15547,0,0,,,,,,,,0,"AAAAAAGrNto=",,
4163,427,1223,"t0000413",1365,"gacom33 ",480,"D       ","2020-06-01 00:00:00","2022-06-22 00:00:00",,,,,115703,"2020-06-01 00:00:00","2022-06-22 00:00:00",,5740,0,0,,,,,,,,0,"AAAAAAGrMGo=",,
4296,3929,1183,"t0000389",913,"gacre100",433,260     ,"2021-08-01 00:00:00","2026-11-30 00:00:00",,,,,,"2021-08-01 00:00:00",,,516,0,0,,,,,,,,0,"AAAAAAB5a1k=",,
4297,3929,1183,"t0000389",913,"gacre100",434,500     ,"2021-08-01 00:00:00","2026-11-30 00:00:00",,,,,,"2021-08-01 00:00:00",,,10653,0,0,,,,,,,,0,"AAAAAAB5a1o=",,
4473,4109,680,"t0000168",988,"gable014",148,103     ,"2022-08-01 00:00:00","2022-06-22 00:00:00",,,,,115845,"2022-08-01 00:00:00","2022-06-22 00:00:00",,9000,0,0,,,,,,,,0,"AAAAAAGrLeg=",,
4474,4104,4124,"t0000501",1640,"xgamc200",2952,4200    ,"2000-09-01 00:00:00","2025-08-31 00:00:00",,,,,86531,"2000-09-01 00:00:00","2025-08-31 00:00:00",,45000,0,0,,,,,,,,0,"AAAAAAF7AEg=",,
4476,4106,4126,"t0000503",1642,"xgamc255",2954,4255    ,"2007-05-01 00:00:00","2023-06-30 00:00:00",,,,,40247,"2007-05-01 00:00:00","2023-06-30 00:00:00",,45000,0,0,,,,,,,,0,"AAAAAACR+6w=",,
4477,4105,4125,"t0000502",1641,"xgamc220",2953,4220    ,"1995-02-01 00:00:00","2023-06-30 00:00:00",,,,,40246,"1995-02-01 00:00:00","2023-06-30 00:00:00",,36000,0,0,,,,,,,,0,"AAAAAADX1Zs=",,
4478,4107,4127,"t0000504",1643,"xgamc260",2955,4260    ,"1997-09-25 00:00:00","2023-06-30 00:00:00",,,,,40248,"1997-09-25 00:00:00","2023-06-30 00:00:00",,15000,0,0,,,,,,,,0,"AAAAAACR/Ug=",,
4479,4111,4154,"t0000505",1645,"xilmitch",2956,561     ,"2016-07-01 00:00:00","2026-06-30 00:00:00",,,,,,"2016-07-01 00:00:00",,,30000,0,0,,,,,,,,0,"AAAAAADcch0=",,
4480,4112,4157,"t0000506",1249,"gasna025",188,5205    ,"2021-11-15 00:00:00","2022-06-22 00:00:00",,,,,115678,"2021-11-15 00:00:00","2022-06-22 00:00:00",,40117,0,0,,,,,,,,0,"AAAAAAGrOZI=",,
4481,4113,693,"t0000180",1094,"gahig021",193,459     ,"2021-08-01 00:00:00","2022-06-22 00:00:00",,,,,115849,"2021-08-01 00:00:00","2022-06-22 00:00:00",,25037,0,0,,,,,,,,0,"AAAAAAGrNT4=",,
4485,4117,4169,"t0000507",1656,"xpastate",2957,8800    ,"2021-04-01 00:00:00","2023-12-01 00:00:00",,,,,115968,"2021-04-01 00:00:00","2023-12-01 00:00:00",,17063,0,0,,,,,,,,0,"AAAAAAGrhdc=",,
4486,4118,4170,"t0000508",1654,"xohcomme",2958,10021   ,"2015-03-01 00:00:00","2023-02-28 00:00:00",,,,,23821,"2015-03-01 00:00:00","2023-02-28 00:00:00",,80414,0,0,,,,,,,,0,"AAAAAADh/9k=",,
4487,4119,1225,"t0000414",1365,"gacom33 ",479,"L       ","2021-09-01 00:00:00","2022-04-30 00:00:00",,,,,10142,"2021-09-01 00:00:00","2022-04-30 00:00:00",,50530,0,0,,,,,,,,0,"AAAAAAArKHw=",,
4489,4120,4171,"t0000509",1657,"xilmount",2961,1       ,"2015-12-15 00:00:00","2030-12-14 00:00:00",,,,,,"2015-12-15 00:00:00",,,64002,0,0,,,,,,,,0,"AAAAAAA0QF4=",,
4497,4123,4181,"t0000512",1664,"xil1terr",2965,"C       ","2019-11-01 00:00:00","2022-12-31 00:00:00",,,,,15458,"2019-11-01 00:00:00","2022-12-31 00:00:00",,22001,0,0,,,,,,,,0,"AAAAAAFZsX8=",,
4499,4121,4175,"t0000510",1665,"xil1111 ",2962,100     ,"2012-04-01 00:00:00","2027-03-31 00:00:00",,,,,,"2021-04-12 00:00:00",,,144578,0,0,,,,,,,,0,"AAAAAADsskg=",,
4500,4124,4183,"t0000514",1663,"xil1600 ",2969,100     ,"1995-06-21 00:00:00","2025-11-30 00:00:00",,,,,111925,"1995-06-22 00:00:00","2025-11-30 00:00:00",,238423,0,0,,,,,,,,0,"AAAAAAGZ49E=",,
4502,4126,4190,"t0000516",1662,"xil305e ",2971,307     ,"2011-08-31 00:00:00","2025-04-30 00:00:00",,,,,,"2011-08-31 00:00:00",,,17605,0,0,,,,,,,,0,"AAAAAAB2u2U=",,
4503,4127,4191,"t0000517",1662,"xil305e ",2970,305     ,"2013-03-15 00:00:00","2023-08-31 00:00:00",,,,,45447,"2013-03-15 00:00:00","2023-08-31 00:00:00",,32404,0,0,,,,,,,,0,"AAAAAAChAp0=",,
4504,4128,4192,"t0000518",1661,"xil1688 ",2972,1688    ,"2014-01-01 00:00:00","2024-06-30 00:00:00",,,,,45474,"2013-08-22 00:00:00","2024-06-30 00:00:00",,84804,0,0,,,,,,,,0,"AAAAAADDNYI=",,
4505,4129,4194,"t0000520",1659,"xil1601 ",2975,"1601B   ","2015-08-01 00:00:00","2024-02-29 00:00:00",,,,,115986,"2015-06-24 00:00:00","2024-02-29 00:00:00",,35791,0,0,,,,,,,,0,"AAAAAAGriuQ=",,
4506,4130,4195,"t0000521",1659,"xil1601 ",2974,"1601A   ","2018-07-01 00:00:00","2024-02-29 00:00:00",,,,,115987,"2018-07-01 00:00:00","2024-02-29 00:00:00",,27809,0,0,,,,,,,,0,"AAAAAAGriyY=",,
4507,4131,701,"t0000188",904,"gasto009",272,"F       ","2022-11-01 00:00:00","2022-06-22 00:00:00",,,,,115840,"2022-11-01 00:00:00","2022-06-22 00:00:00",,10050,0,0,,,,,,,,0,"AAAAAAGrOqM=",,
4508,4132,4196,"t0000522",1652,"xtxmorto",2976,100     ,"2019-11-01 00:00:00","2030-02-28 00:00:00",,,,,,"2019-11-01 00:00:00",,,77536,0,0,,,,,,,,0,"AAAAAABDSpA=",,
4509,4125,4187,"t0000515",1658,"xtn225bo",2966,101     ,"2020-12-01 00:00:00","2021-10-31 00:00:00",,,,,,"2020-12-01 00:00:00",,,45820,0,0,,,,,,,,0,"AAAAAAAW9+M=",,
4510,4133,4203,"t0000523",1658,"xtn225bo",2967,229     ,"2004-09-15 00:00:00","2026-05-31 00:00:00",,,,,,"2004-09-15 00:00:00",,,20840,0,0,,,,,,,,0,"AAAAAABSqJk=",,
4511,4134,4204,"t0000524",1658,"xtn225bo",2968,103     ,"2020-05-29 00:00:00","2023-02-15 00:00:00",,,,,34279,"2020-05-29 00:00:00","2023-02-15 00:00:00",,33340,0,0,,,,,,,,0,"AAAAAAB4Ey4=",,
4512,4135,4205,"t0000525",1666,"xtn187bo",2979,100     ,"2019-10-01 00:00:00","2024-03-31 00:00:00",,,,,70119,"2019-10-01 00:00:00","2024-03-31 00:00:00",,120000,0,0,,,,,,,,0,"AAAAAADmvvQ=",,
4513,4136,4206,"t0000526",1652,"xtxmorto",2977,106     ,"2020-09-01 00:00:00","2031-02-28 00:00:00",,,,,,"2020-09-01 00:00:00",,,132113,0,0,,,,,,,,0,"AAAAAABDSd0=",,
4514,4137,4208,"t0000528",1653,"xtxritti",2980,7       ,"2020-10-01 00:00:00","2025-09-30 00:00:00",,,,,,"2020-10-01 00:00:00",,,8809,0,0,,,,,,,,0,"AAAAAAEHPIA=",,
4515,4138,4193,"t0000519",1660,"xil747  ",2973,747     ,"2011-10-01 00:00:00","2030-01-31 00:00:00",,,,,,"2011-10-01 00:00:00",,,123200,0,0,,,,,,,,0,"AAAAAABtH8w=",,
4517,4140,4221,"t0000530",1653,"xtxritti",2984,1       ,"2018-11-01 00:00:00","2018-10-31 00:00:00",,,,,22389,"2018-11-01 00:00:00","2018-10-31 00:00:00",,16490,0,0,,,,,,,,0,"AAAAAABUKsU=",,
4518,4141,4222,"t0000531",1653,"xtxritti",2983,3       ,"2021-04-01 00:00:00","2021-10-31 00:00:00",,,,,11858,"2021-04-01 00:00:00","2021-10-16 00:00:00",,8809,0,0,,,28,,,,,0,"AAAAAAC74YE=",,
4519,4142,4228,"t0000533",931,"tnb11012",78,100     ,"2021-08-12 00:00:00","2022-06-22 00:00:00",,,,,115679,"2021-08-12 00:00:00","2022-06-22 00:00:00",,109955,0,0,,,,,,,,0,"AAAAAAGrTD0=",,
4520,4143,4234,"t0000534",1667,"xpa1peae",2985,"A       ","2020-01-01 00:00:00","2024-12-31 00:00:00",,,,,108259,"2009-03-30 00:00:00","2024-12-31 00:00:00",,14400,0,0,,,,,,,,0,"AAAAAAGa4bw=",,
4521,4144,4235,"t0000535",1667,"xpa1peae",2986,"B       ","2015-01-19 00:00:00","2023-01-31 00:00:00",,,,,32937,"2015-01-19 00:00:00","2023-01-31 00:00:00",,9350,0,0,,,,,,,,0,"AAAAAAB7x/k=",,
