SCODE,HMY,HCODE,SCODE1,SNAME,HUnitSelect,HDealInfo,HAsOfE1Date,HAsOfE2Date,HAsofActMonth,TAcquisition,TRenewalProb,TDowntime,TAbatementNew,TAbatementRenew,TE1Start,TE1Term,TE1AnnualEsc,TE1BaseRentNew,TE1BaseRentRenew,TE1LCNew,TE1LCRenew,TE1TINew,TE1TIRenew,TE1TenantOpt,TE2Start,TE2Term,TE2AnnualEsc,TE2BaseRentNew,TE2BaseRentRenew,TE2LCNew,TE2LCRenew,TE2TINew,TE2TIRenew,TE2TenantOpt,TActAnalysisStartDate,TActMarketBaseNew,TActMarketBaseRenew,TEffectGrowth1,TEffectGrowth2,TEffectGrowth3,TEffectGrowth4,TEffectGrowth5,TEffectGrowth6,TSpaceUnit
"xnj440be",199,1675,"!00000000007","","","","","","",999,0,9,0,1,"06/01/2022 00:00:00",48,3,7.05,7.05,6,4,10,5,0,"06/01/2026 00:00:00",48,3,7.34,7.34,6,4,10,5,0,"08/30/2021 00:00:00",7,7,1,0,0,0,0,0,"A-4"
"xnj420be",178,1676,"!00000000001","","","","","","",1894,75,6,0,1,"04/01/2024 00:00:00",48,3,9.23,9.23,6,4,10,5,0,"04/01/2028 00:00:00",48,3,9.61,9.61,6,4,10,5,0,"08/30/2021 00:00:00",9,9,1,0,0,0,0,0,"A"
"xnj313c ",157,1677,"!00000000001","","","","","","",67000,75,9,0,2,"09/01/2026 00:00:00",48,2,6.08,6.08,6,4,5,2,0,"09/01/2030 00:00:00",48,2,7.11,7.11,6,4,5,2,0,"09/09/2021 00:00:00",5,5,4,0,0,0,0,0,313
"xnj52col",232,1678,"!00000000001","","","","","","",59488,75,12,0,1,"09/01/2028 00:00:00",48,3,6.24,6.24,6,4,10,5,0,"09/01/2032 00:00:00",48,3,7.31,7.31,6,4,4,2,0,"09/10/2021 00:00:00",4.75,4.75,4,0,0,0,0,0,52
"xga9330 ",272,1679,"!00000000001","","","","","","",22500,75,6,0,1,"09/01/2023 00:00:00",36,3,6.26,6.26,7,0,2,0,0,"09/01/2026 00:00:00",60,3,6.84,6.84,7,0,2,0,0,"08/23/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,9330
"xil900b ",267,1680,"!00000000001","","","","","","",13231,75,6,0,1,"01/01/2026 00:00:00",60,3,6.83,6.83,6,5,3,1,0,"01/01/2031 00:00:00",60,3,7.91,7.91,6,5,3,1,0,"08/20/2021 00:00:00",6,6,3,0,0,0,0,0,"B"
"xil900b ",268,1680,"!00000000002","","","","","","",30307,75,6,0,1,"06/01/2026 00:00:00",60,2.5,6.91,6.91,6,5,3,1,0,"06/01/2031 00:00:00",60,2.5,8.01,8.01,6,5,3,1,0,"08/20/2021 00:00:00",6,6,3,0,0,0,0,0,"A"
"xga4225 ",186,1681,"!00000000001","","","","","","",7319,0,12,0,1,"06/01/2022 00:00:00",60,3,6.03,6.03,7,6,12,4,0,"06/01/2027 00:00:00",60,3,6.99,6.99,7,6,3,4,0,"09/15/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,"108-109"
"xga4225 ",187,1681,"!00000000002","","","","","","",9832,75,6,0,1,"01/01/2024 00:00:00",60,3,6.31,6.31,7,6,6,4,0,"01/01/2029 00:00:00",60,3,7.32,7.32,7,6,3,4,0,"09/15/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,116
"xga4225 ",188,1681,"!00000000003","","","","","","",2300,0,12,0,1,"11/01/2022 00:00:00",60,3,6.1,6.1,7,6,10,4,0,"11/01/2027 00:00:00",60,3,7.07,7.07,7,6,3,4,0,"09/15/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,107
"xga4225 ",189,1681,"!00000000004","","","","","","",5123,0,9,0,1,"03/01/2022 00:00:00",60,3,5.98,5.98,7,6,10,4,0,"03/01/2027 00:00:00",60,3,6.93,6.93,7,6,3,4,0,"09/15/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,"110-111"
"xga4225 ",190,1681,"!00000000005","","","","","","",2719,0,9,0,1,"07/01/2023 00:00:00",60,3,6.22,6.22,7,6,10,4,0,"07/01/2028 00:00:00",60,3,7.21,7.21,7,6,3,4,0,"09/15/2021 00:00:00",5.9,5.9,3,0,0,0,0,0,112
"xnj845l ",259,1682,"!00000000001","","","","","","",17000,75,12,0,1,"12/01/2025 00:00:00",48,2.9,9.73,9.73,6,4,10,8,0,"12/01/2029 00:00:00",48,2.9,11.38,11.38,6,4,10,8,0,"09/17/2021 00:00:00",8.25,8.25,4,0,0,0,0,0,845
"xnj1010 ",13,1683,"!00000000001","","","","","","",69813,75,9,0,2,"09/01/2024 00:00:00",48,3,5.05,5.05,4,4,4,2,0,"09/01/2028 00:00:00",48,3,5.9,5.9,4,4,4,2,0,"09/30/2021 00:00:00",4.5,4.5,4,0,0,0,0,0,1010
"xtx2655 ",128,1685,"!00000000001","","","","","","",30840,75,6,0,1,"07/01/2023 00:00:00",36,2,5.75,5.75,6,4,1.5,0,4.36,"07/01/2026 00:00:00",36,2,6.37,6.37,6,4,3,1.5,0,"03/22/2022 00:00:00",5.5,5.5,3.5,0,0,0,0,0,2655
"xtx1121 ",29,1686,"!00000000001","","","","","","",50000,0,9,0,1,"07/01/2022 00:00:00",60,3,5.32,5.32,6,4,2,1,0,"07/01/2027 00:00:00",60,3,6.64,6.64,6,4,2,0,0,"09/28/2021 00:00:00",5.15,5.15,4.5,0,0,0,0,0,"A"
"xtx1121 ",30,1686,"!00000000002","","","","","","",15780,0,9,0,1,"07/01/2022 00:00:00",60,3,6.2,6.2,6,4,3,1,0,"07/01/2027 00:00:00",60,3,7.73,7.73,6,4,3,0,0,"09/28/2021 00:00:00",6,6,4.5,0,0,0,0,0,"B"
"xga265c ",127,1689,"!00000000001","","","","","","",82460,0,6,0,1,"01/01/2022 00:00:00",60,3,5.3,5.3,7,6,2,1,0,"01/01/2027 00:00:00",60,3,6.45,6.45,7,6,2,1,0,"10/05/2021 00:00:00",5.25,5.25,4,0,0,0,0,0,265
"xnj390n ",173,1695,"!00000000001","","","","","","",56600,25,9,0,1,"11/01/2023 00:00:00",48,3,5.96,5.96,6,4,8,6,0,"11/01/2027 00:00:00",48,3,6.97,6.97,6,4,4,2,0,"10/17/2021 00:00:00",5.5,5.5,4,0,0,0,0,0,390
"xga4601 ",207,1696,"!00000000001","","","","","","",128758,50,9,0,1,"01/01/2023 00:00:00",60,3,3.89,3.89,7,0,2,0,3.17,"01/01/2028 00:00:00",60,3,4.73,4.73,7,0,2,0,3.33,"10/01/2021 00:00:00",3.7,3.7,4,0,0,0,0,0,4601
"xga4601 ",208,1696,"!00000000002","","","","","","",0,100,0,0,0,"01/01/2023 00:00:00",120,0,120000,120000,0,0,0,0,0,"01/01/2033 00:00:00",120,0,120000,120000,0,0,0,0,0,"10/01/2021 00:00:00",120000,120000,0,0,0,0,0,0,"RAILYARD"
"xga1157 ",33,1732,"!00000000001","","","","","","",166493,75,9,0,1,"11/01/2031 00:00:00",60,2,5.3,5.3,7,6,2,1,0,"11/01/2036 00:00:00",60,2,6.29,6.29,7,6,2,1,0,"10/18/2021 00:00:00",3.75,3.75,3.5,0,0,0,0,0,1157
"xga5070 ",229,1733,"!00000000001","","","","","","",20000,0,9,0,1,"08/01/2022 00:00:00",60,3,4.06,4.06,7,6,1,1,0,"08/01/2027 00:00:00",60,3,4.82,4.82,7,6,1,1,0,"10/10/2021 00:00:00",3.95,3.95,3.5,0,0,0,0,0,"5070-O"
"xga5070 ",230,1733,"!00000000002","","","","","","",28276,0,9,0,1,"08/01/2022 00:00:00",60,3,4.06,4.06,7,6,1,1,0,"08/01/2027 00:00:00",60,3,4.82,4.82,7,6,1,1,0,"10/10/2021 00:00:00",3.95,3.95,3.5,0,0,0,0,0,"5070-W"
"xil2101 ",108,1734,"!00000000001","","","","","","",21080,75,9,0,1,"06/01/2025 00:00:00",60,2.5,6.85,6.85,6,5,2,1,0,"06/01/2030 00:00:00",60,2.5,7.94,7.94,6,5,2,1,0,"10/15/2021 00:00:00",6.15,6.15,3,0,0,0,0,0,100
"xil2101 ",109,1734,"!00000000002","","","","","","",34455,75,9,0,1,"06/01/2025 00:00:00",60,2.5,6.85,6.85,6,5,2,1,0,"06/01/2030 00:00:00",60,2.5,7.94,7.94,6,5,2,1,0,"10/15/2021 00:00:00",6.15,6.15,3,0,0,0,0,0,"100-300"
"xil2101 ",110,1734,"!00000000003","","","","","","",26994,75,9,0,1,"10/01/2024 00:00:00",60,3,6.71,6.71,6,5,2,1,0,"10/01/2029 00:00:00",60,3,7.78,7.78,6,5,2,1,0,"10/15/2021 00:00:00",6.15,6.15,3,0,0,0,0,0,200
"xnj108n ",23,1735,"!00000000001","","","","","","",23912,75,9,0,1,"10/01/2024 00:00:00",48,2.5,8.73,8.73,6,4,7,4,0,"10/01/2028 00:00:00",48,2.5,10.21,10.21,6,4,3,2,0,"09/23/2021 00:00:00",7.75,7.75,4,0,0,0,0,0,108
"xgadors ",94,1754,"!00000000001","","","","","","",14007,75,9,0,1,"11/01/2022 00:00:00",60,3,7.4,7.4,7,6,2,0,4.38,"11/01/2027 00:00:00",60,3,9.01,9.01,7,6,2,0,0,"10/06/2021 00:00:00",7.1,7.1,4,0,0,0,0,0,500
"xgadors ",95,1754,"!00000000002","","","","","","",16433,75,9,0,1,"12/01/2022 00:00:00",60,3,7.43,7.43,7,6,2,0,4.38,"12/01/2027 00:00:00",60,3,9.04,9.04,7,6,2,0,0,"10/06/2021 00:00:00",7.1,7.1,4,0,0,0,0,0,200
"xgadors ",96,1754,"!00000000003","","","","","","",10529,75,9,0,1,"12/01/2022 00:00:00",60,3,7.43,7.43,7,6,2,0,4.38,"12/01/2027 00:00:00",60,3,9.04,9.04,7,6,2,0,0,"10/06/2021 00:00:00",7.1,7.1,4,0,0,0,0,0,710
"xgadors ",97,1754,"!00000000004","","","","","","",32573,75,9,0,1,"12/01/2022 00:00:00",60,3,6.8,6.8,7,6,2,0,4.38,"12/01/2027 00:00:00",60,3,8.27,8.27,7,6,2,0,0,"10/06/2021 00:00:00",6.5,6.5,4,0,0,0,0,0,400
"xgadors ",98,1754,"!00000000005","","","","","","",11876,75,9,0,1,"02/01/2026 00:00:00",60,3,8.41,8.41,7,6,2,0,6.5,"02/01/2031 00:00:00",60,3,10.23,10.23,7,6,2,0,0,"10/06/2021 00:00:00",7.1,7.1,4,0,0,0,0,0,300
"xgadors ",99,1754,"!00000000006","","","","","","",12000,75,9,0,1,"10/01/2025 00:00:00",60,3,8.3,8.3,7,6,2,0,8.14,"10/01/2030 00:00:00",60,3,10.1,10.1,7,6,2,0,0,"10/06/2021 00:00:00",7.1,7.1,4,0,0,0,0,0,600
"xoh8655 ",261,1755,"!00000000001","","","","","","",30512,75,9,0,1,"10/01/2025 00:00:00",60,2.5,6.18,6.18,6,3,2,1,0,"10/01/2030 00:00:00",60,2.5,7.16,7.16,6,3,2,1,0,"10/26/2021 00:00:00",5.5,5.5,3,0,0,0,0,0,8655
"xpa12111",47,1756,"!00000000001","","","","","","",103421,75,9,0,1,"12/01/2033 00:00:00",48,3,9.92,9.92,6,4,3,1,0,"12/01/2037 00:00:00",48,3,12.06,12.06,6,4,3,1,0,"10/31/2021 00:00:00",5.5,5.5,5,0,0,0,0,0,1211
"xpa327c ",498,1757,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,327
"xnj14th ",56,1785,"!00000000001","","","","","","",33819,75,9,0,1,"05/01/2027 00:00:00",48,3,10.48,10.48,6,4,5,3,0,"05/01/2031 00:00:00",48,3,12.74,12.74,6,4,5,3,0,"10/19/2021 00:00:00",8,8,5,0,0,0,0,0,"14A"
"xnj14th ",57,1785,"!00000000002","","","","","","",12059,50,9,0,1,"01/01/2023 00:00:00",48,3,7.95,7.95,6,4,5,3,0,"01/01/2027 00:00:00",48,3,9.67,9.67,6,4,5,3,0,"10/19/2021 00:00:00",7.5,7.5,5,0,0,0,0,0,"14B"
"xoh382c ",171,1786,"!00000000001","","","","","","",47635,75,9,0,2,"05/01/2024 00:00:00",60,1.9,5.64,5.64,6,3,1.5,0.75,0,"05/01/2029 00:00:00",60,1.9,6.54,6.54,6,3,1.5,0.75,0,"11/19/2021 00:00:00",5.25,5.25,3,0,0,0,0,0,382
"xnj220r ",112,1787,"!00000000001","","","","","","",23545,75,9,0,1,"11/01/2023 00:00:00",36,2,6.05,6.05,6,4,2,1,11,"11/01/2026 00:00:00",36,2,7,7,6,4,2,1,0,"11/18/2021 00:00:00",5.5,5.5,5,0,0,0,0,0,"B"
"xnj220r ",113,1787,"!00000000002","","","","","","",60880,75,9,0,1,"11/01/2025 00:00:00",48,3,6.67,6.67,6,4,5,3,0,"11/01/2029 00:00:00",48,3,8.11,8.11,6,4,2,1,0,"11/18/2021 00:00:00",5.5,5.5,5,0,0,0,0,0,"A"
"xnj10tw ",8,1788,"!00000000001","","","","","","",44000,0,6,0,1,"09/01/2024 00:00:00",48,3,7.44,7.44,6,4,1,0.5,0,"09/01/2028 00:00:00",48,3,9.05,9.05,6,4,1,0.5,0,"11/23/2021 00:00:00",6.5,6.5,5,0,0,0,0,0,10
"xil250n ",121,1789,"!00000000001","","","","","","",46000,100,0,0,0,"12/01/2023 00:00:00",120,2.5,0,0,0,0,0,0,9,"12/01/2033 00:00:00",120,2.5,0,0,0,0,0,0,0,"11/16/2021 00:00:00",0,0,3,0,0,0,0,0,250
"xtnawg1 ",214,1790,"!00000000001","","","","","","",287664,0,9,0,1,"01/01/2024 00:00:00",60,3,3,3,6,4,2,1,0,"01/01/2029 00:00:00",60,3,3.64,3.64,6,4,2,1,0,"10/27/2021 00:00:00",2.75,2.75,4,0,0,0,0,0,4641
"xtnawg2 ",219,1791,"!00000000001","","","","","","",145758,0,9,0,1,"01/01/2024 00:00:00",60,3,3.05,3.05,6,4,2,1,0,"01/01/2029 00:00:00",60,3,3.71,3.71,6,4,2,1,0,"10/27/2021 00:00:00",2.8,2.8,4,0,0,0,0,0,4690
"xil529t ",233,1873,"!00000000001","","","","","","",62000,75,6,0,1,"01/01/2029 00:00:00",60,2.5,7.91,7.91,6,5,1.5,0.75,0,"01/01/2034 00:00:00",60,2.5,9.62,9.62,6,5,1.5,0.75,0,"12/14/2021 00:00:00",6,6,4,0,0,0,0,0,529
"xil700h ",244,1874,"!00000000001","","","","","","",44175,0,12,0,0,"01/01/2023 00:00:00",60,3,5.93,5.93,6,0,5,0,0,"01/01/2028 00:00:00",60,3,6.87,6.87,6,5,2,1,0,"12/15/2021 00:00:00",5.75,5.75,3,0,0,0,0,0,700
"xnj17pol",73,1876,"!00000000001","","","","","","",8438,75,6,0,0,"04/01/2026 00:00:00",60,3,15.73,15.73,6,4,7,3,0,"04/01/2031 00:00:00",60,3,21.05,21.05,6,4,3,1,0,"12/17/2021 00:00:00",12.25,12.25,6,0,0,0,0,0,01
"xnj17pol",74,1876,"!00000000002","","","","","","",20962,75,6,0,0,"01/01/2029 00:00:00",60,3.4,19.59,19.59,6,4,1.5,0.75,0,"01/01/2034 00:00:00",60,3.4,26.22,26.22,6,4,3,1,0,"12/17/2021 00:00:00",13,13,6,0,0,0,0,0,4.1
"xnj17pol",75,1876,"!00000000003","","","","","","",17473,0,6,0,0,"11/01/2022 00:00:00",60,3,13.15,13.15,6,4,21,21,0,"11/01/2027 00:00:00",60,3,17.6,17.6,6,4,2,1,0,"12/17/2021 00:00:00",12.5,12.5,6,0,0,0,0,0,02
"xnj17pol",76,1876,"!00000000004","","","","","","",15179,75,6,0,0,"11/01/2031 00:00:00",60,3,23.11,23.11,6,4,1.5,0.75,0,"11/01/2036 00:00:00",60,3,30.92,30.92,6,4,3,1,0,"12/17/2021 00:00:00",13,13,6,0,0,0,0,0,04
"xnj17pol",77,1876,"!00000000005","","","","","","",18442,75,6,0,0,"09/01/2022 00:00:00",60,3,12.76,12.76,6,4,5,1,0,"09/01/2027 00:00:00",60,3,17.08,17.08,6,4,2,1,0,"12/17/2021 00:00:00",12.25,12.25,6,0,0,0,0,0,03
"xnj17pol",78,1876,"!00000000006","","","","","","",23643,100,0,0,0,"06/01/2022 00:00:00",60,3,12.58,12.58,6,0,0,10,0,"06/01/2027 00:00:00",60,3,16.83,16.83,6,4,2,1,0,"12/17/2021 00:00:00",12.25,12.25,6,0,0,0,0,0,05
"xnj17pol",79,1876,"!00000000007","","","","","","",9608,0,6,0,0,"07/01/2022 00:00:00",60,3,12.64,12.64,6,4,21,0,0,"07/01/2027 00:00:00",60,3,16.92,16.92,6,4,2,1,0,"12/17/2021 00:00:00",12.25,12.25,6,0,0,0,0,0,5.1
"xnj19nev",89,1877,"!00000000001","","","","","","",100552,75,6,0,0,"08/01/2024 00:00:00",48,2.91,13.98,13.98,6,4,0.5,0.25,0,"08/01/2026 00:00:00",60,2.91,15.71,15.71,6,4,1.5,0.75,0,"12/17/2021 00:00:00",12,12,6,0,0,0,0,0,01
"xnj125al",48,1878,"!00000000001","","","","","","",50000,100,6,0,0,"10/01/2022 00:00:00",60,3,12.21,12.21,6,4,2,1,0,"10/01/2027 00:00:00",60,3,15.58,15.58,6,4,2,1,0,"12/17/2021 00:00:00",11.75,11.75,5,0,0,0,0,0,02
"xnj125al",49,1878,"!00000000002","","","","","","",21000,75,6,0,0,"01/01/2030 00:00:00",60,1.75,17.76,17.76,6,4,5,3,0,"01/01/2035 00:00:00",60,1.75,22.67,22.67,6,4,5,3,0,"12/17/2021 00:00:00",12,12,5,0,0,0,0,0,01
"xnj145al",58,1879,"!00000000001","","","","","","",11777,75,6,0,0,"10/01/2026 00:00:00",60,2.9,13.9,13.9,6,4,5,3,0,"10/01/2031 00:00:00",60,2.9,17.73,17.73,6,4,5,3,0,"12/17/2021 00:00:00",11,11,5,0,0,0,0,0,02
"xnj145al",59,1879,"!00000000002","","","","","","",4251,0,6,0,0,"07/01/2022 00:00:00",60,3,12.32,12.32,6,4,5,0,0,"07/01/2027 00:00:00",60,3,15.72,15.72,6,4,1.5,0.75,0,"12/17/2021 00:00:00",12,12,5,0,0,0,0,0,04
"xnj156al",61,1880,"!00000000001","","","","","","",12216,50,6,0,0,"05/01/2022 00:00:00",48,3,11.2,11.2,6,4,3,1.5,0,"05/01/2024 00:00:00",60,3,12.35,12.35,6,4,5,2.5,0,"12/17/2021 00:00:00",11,11,5,0,0,0,0,0,02
"xnj30les",135,1881,"!00000000001","","","","","","",23932,75,6,0,0,"12/01/2022 00:00:00",60,3,12.57,12.57,6,4,3,1,0,"12/01/2027 00:00:00",60,3,16.05,16.05,6,4,3,1,0,"12/17/2021 00:00:00",12,12,5,0,0,0,0,0,40
"xnj128ba",50,1882,"!00000000001","","","","","","",10372,75,6,0,0,"12/01/2022 00:00:00",60,3,13.1,13.1,6,4,3,1,0,"12/01/2027 00:00:00",60,3,16.71,16.71,6,4,3,1,0,"12/17/2021 00:00:00",12.5,12.5,5,0,0,0,0,0,04
"xnj128ba",51,1882,"!00000000002","","","","","","",20631,75,6,0,0,"08/01/2022 00:00:00",60,3,12.11,12.11,6,4,1.5,0.75,0,"08/01/2027 00:00:00",60,3,15.46,15.46,6,4,3,1,0,"12/17/2021 00:00:00",11.75,11.75,5,0,0,0,0,0,02
"xnj128ba",52,1882,"!00000000003","","","","","","",10431,75,6,0,0,"01/01/2023 00:00:00",60,3,13.15,13.15,6,4,3,1,0,"01/01/2028 00:00:00",60,3,16.78,16.78,6,4,3,1,0,"12/17/2021 00:00:00",12.5,12.5,5,0,0,0,0,0,01
"xnj5thor",326,1883,"!00001","","","","","","",146581,75,6,0,0,"11/01/2031 00:00:00",60,3,20.23,20.23,6,4,1.5,0.75,0,"11/01/2036 00:00:00",60,3,25.83,25.83,6,4,1.5,0.75,0,"12/17/2021 00:00:00",12.5,12.5,5,0,0,0,0,0,01
"xnj40pot",325,1884,"!00001","","","","","","",60994,100,0,0,0,"11/01/2027 00:00:00",60,3,20.82,20.82,6,4,0,0,17.5,"11/01/2032 00:00:00",60,3,24.13,24.13,6,4,5,2,0,"12/17/2021 00:00:00",17.5,17.5,3,0,0,0,0,0,01
"xnj95bau",274,1885,"!00000000001","","","","","","",6792,75,6,0,0,"07/01/2024 00:00:00",60,2.91,16.71,16.71,6,4,1.5,0.75,0,"07/01/2029 00:00:00",60,2.91,19.37,19.37,6,4,1.5,0.75,0,"12/17/2021 00:00:00",15.5,15.5,3,0,0,0,0,0,01
"xga4507m",201,1886,"!00000000001","","","","","","",12000,75,6,0,1,"10/01/2024 00:00:00",60,3,6.5,6.5,7,6,2,1,0,"10/01/2029 00:00:00",60,3,8.1,8.1,7,6,2,1,0,"12/14/2021 00:00:00",5.75,5.75,4.5,0,0,0,0,0,"G-H"
"xga4507m",202,1886,"!00000000002","","","","","","",4000,75,6,0,1,"10/01/2023 00:00:00",60,3,6.49,6.49,7,6,4,2,0,"10/01/2028 00:00:00",60,3,8.09,8.09,7,6,2,2,0,"12/14/2021 00:00:00",6,6,4.5,0,0,0,0,0,"I"
"xga4507m",203,1886,"!00000000003","","","","","","",87928,95,9,0,1,"05/01/2025 00:00:00",60,2.5,5.22,5.22,7,6,2,1,4.8,"05/01/2030 00:00:00",60,2.5,6.51,6.51,7,6,2,1,0,"12/14/2021 00:00:00",4.5,4.5,4.5,0,0,0,0,0,"WARHSE"
"xnj740co",246,1887,"!00000000001","","","","","","",133293,75,6,0,1,"12/01/2026 00:00:00",48,3,8.28,8.28,6,4,3,1,0,"12/01/2030 00:00:00",48,3,10.07,10.07,6,4,3,1,0,"12/13/2021 00:00:00",6.5,6.5,5,0,0,0,0,0,740
"xtx4201n",184,1888,"!00000000001","","","","","","",182500,95,6,0,1,"01/01/2027 00:00:00",60,3,7.8,7.8,7,2,1.5,0.5,0,"01/01/2032 00:00:00",60,3,9.72,9.72,7,2,1.5,0.5,0,"12/16/2021 00:00:00",6.25,6.25,4.5,0,0,0,0,0,100
"xil2500w",122,1891,"!00000000001","","","","","","",13000,75,9,0,1,"01/01/2024 00:00:00",60,2.5,9.57,9.57,6,5,3,1.5,0,"01/01/2029 00:00:00",60,2.5,11.09,11.09,6,5,3,1.5,0,"12/06/2021 00:00:00",9,9,3,0,0,0,0,0,2500
"xga4680n",218,1892,"!00000000001","","","","","","",60669,75,9,0,1,"07/01/2030 00:00:00",60,3,7.96,7.96,7,6,2.5,1,0,"07/01/2035 00:00:00",60,3,10.16,10.16,7,6,2,1,0,"12/16/2021 00:00:00",5.25,5.25,5,0,0,0,0,0,4680
"xga5121b",231,1893,"!00000000001","","","","","","",31000,75,9,0,1,"02/01/2030 00:00:00",60,3,7.8,7.8,7,6,1.5,0.5,0,"02/01/2035 00:00:00",60,3,9.96,9.96,7,6,2,1,0,"12/16/2021 00:00:00",5.25,5.25,5,0,0,0,0,0,5121
"xga2100b",107,1894,"!00000000001","","","","","","",103289,75,9,0,1,"01/01/2029 00:00:00",60,3,9.02,9.02,7,6,2.5,1,0,"01/01/2034 00:00:00",60,3,11.52,11.52,7,6,2,1,0,"12/16/2021 00:00:00",6.4,6.4,5,0,0,0,0,0,2100
"xtx3662m",169,1895,"!00000000001","","","","","","",14900,75,6,0,1,"05/01/2027 00:00:00",60,3,6.96,6.96,7,4,2,1,0,"05/01/2032 00:00:00",60,3,8.68,8.68,7,4,2,1,0,"12/21/2021 00:00:00",5.5,5.5,4.5,0,0,0,0,0,3662
"xtx3662m",170,1895,"!00000000002","","","","","","",26350,75,6,0,1,"04/01/2023 00:00:00",60,3,5.29,5.29,7,4,2,1,0,"04/01/2028 00:00:00",60,3,6.59,6.59,7,4,2,1,0,"12/21/2021 00:00:00",5,5,4.5,0,0,0,0,0,3670
"xtx12150",44,1896,"!00000000001","","","","","","",20551,75,6,0,1,"10/01/2025 00:00:00",60,3,6.5,6.5,7,4,2,1,0,"10/01/2030 00:00:00",60,3,8.09,8.09,7,4,2,1,0,"12/21/2021 00:00:00",5.5,5.5,4.5,0,0,0,0,0,120
"xtx12150",45,1896,"!00000000002","","","","","","",11436,75,6,0,1,"11/01/2023 00:00:00",60,3,6.51,6.51,7,4,2,1,0,"11/01/2028 00:00:00",60,3,8.12,8.12,7,4,2,1,0,"12/21/2021 00:00:00",6,6,4.5,0,0,0,0,0,104
"xtx12150",46,1896,"!00000000003","","","","","","",11030,75,6,0,1,"05/01/2023 00:00:00",60,3,6.37,6.37,7,4,2,1,0,"05/01/2028 00:00:00",60,3,7.94,7.94,7,4,2,1,0,"12/21/2021 00:00:00",6,6,4.5,0,0,0,0,0,112
"xga800in",260,1897,"!00000000002","","","","","","",25000,75,6,0,1,"09/01/2026 00:00:00",60,3,7.07,7.07,7,6,2,1,0,"09/01/2031 00:00:00",60,3,8.81,8.81,7,6,2,1,0,"12/20/2021 00:00:00",5.75,5.75,4.5,0,0,0,0,0,"850-B"
"xga800in",256,1897,"!00000000001","","","","","","",54038,0,6,0,1,"07/01/2022 00:00:00",60,3,6.49,6.49,7,6,4,1,0,"07/01/2027 00:00:00",60,3,8.09,8.09,7,6,2,1,0,"12/20/2021 00:00:00",6.34,6.34,4.5,0,0,0,0,0,"800-A"
"xnj14rol",55,1898,"!00000000001","","","","","","",24000,75,6,0,1,"12/01/2027 00:00:00",48,3,8.02,8.02,6,4,3,1,0,"12/01/2031 00:00:00",48,3,9.75,9.75,6,4,3,1,0,"12/16/2021 00:00:00",6,6,5,0,0,0,0,0,14
"xil770ar",250,1899,"!00000000001","","","","","","",21398,75,6,0,1,"10/01/2023 00:00:00",60,3,5.73,5.73,6,5,1.5,1,0,"10/01/2028 00:00:00",60,3,6.98,6.98,6,5,1.5,1,0,"12/24/2021 00:00:00",5.35,5.35,4,0,0,0,0,0,780
"xil770ar",251,1899,"!00000000002","","","","","","",41875,0,12,0,0,"01/01/2023 00:00:00",60,3,5.46,5.46,6,0,4,0,0,"01/01/2028 00:00:00",60,3,6.65,6.65,6,5,2,1,0,"12/24/2021 00:00:00",5.25,5.25,4,0,0,0,0,0,770
"xil464no",213,1900,"!00000000001","","","","","","",26927,75,12,0,1,"10/01/2024 00:00:00",60,3,5.98,5.98,6,5,3,1,0,"10/01/2029 00:00:00",60,3,6.93,6.93,6,5,3,1,0,"12/01/2021 00:00:00",5.5,5.5,3,0,0,0,0,0,464
"xil77whe",248,1901,"!00000000001","","","","","","",78882,75,12,0,1,"10/01/2024 00:00:00",60,3,7.07,7.07,6,5,3,1.5,0,"10/01/2029 00:00:00",60,3,8.19,8.19,6,5,3,1.5,0,"12/01/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,77
"xky4175a",177,1902,"!00000000001","","","","","","",180000,100,0,0,0,"07/01/2027 00:00:00",60,2.25,6.49,6.49,0,0,0,0,5.75,"07/01/2032 00:00:00",60,2.25,7.52,7.52,6,3,2,1,0,"12/01/2021 00:00:00",5.5,5.5,3,0,0,0,0,0,4175
"xnj1601s",66,1904,"!00000000001","","","","","","",24480,75,6,0,1,"03/01/2027 00:00:00",48,4,8.38,8.38,6,4,3,0,0,"03/01/2031 00:00:00",48,4,10.19,10.19,6,4,3,0,0,"12/16/2021 00:00:00",6.5,6.5,5,0,0,0,0,0,"1601-A-C"
"xnj1601s",67,1904,"!00000000002","","","","","","",22800,75,6,0,1,"03/01/2022 00:00:00",48,3,6.57,6.57,6,4,3,1,0,"03/01/2026 00:00:00",48,3,7.98,7.98,6,4,3,1,0,"12/16/2021 00:00:00",6.5,6.5,5,0,0,0,0,0,"1601-DE"
"xnj1601s",70,1904,"!00000000003","","","","","","",9960,75,6,0,1,"05/01/2026 00:00:00",48,3,7.43,7.43,6,4,3,1,0,"05/01/2030 00:00:00",48,3,9.03,9.03,6,4,3,1,0,"12/16/2021 00:00:00",6,6,5,0,0,0,0,0,1641
