Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Rent,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY,Amendment Tenant,Property HMY,Comm ICS,Comm ICS Code,Comm ICS Description
"xnjmway3","3 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000492","Philadelphia Hardware Group, Inc. ","Past","Original Lease","Superseded",0,"A       ",10550,0,34,"2017-06-01 00:00:00","2020-03-31 00:00:00",,"Original",1,2318,2318,1584,982,423710,"Hardware Merchant Wholesalers"
"xnjmway3","3 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000492","Philadelphia Hardware Group, Inc. ","Past","Renewal","Superseded",1,"A       ",10550,0,29,"2020-04-01 00:00:00","2022-08-31 00:00:00",,"",1,2318,2318,1584,982,423710,"Hardware Merchant Wholesalers"
"xil1630b","1630 Birchwood Avenue","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000774","Fasteners For Retail, Inc.","Current","Original Lease","Activated",0,1630    ,40550,0,121,"2022-03-31 00:00:00","2032-03-31 00:00:00","2022-03-28 00:00:00","Original Lease",0,10202,10202,3368,982,423710,"Hardware Merchant Wholesalers"
"xil231ja","231 James Street ","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000800","Menconi Terrazzo LLC","Past","Termination","Activated",1,235     ,7500,0,0,"2024-03-31 00:00:00","2024-03-31 00:00:00","2024-02-21 00:00:00","Lease End",1,13238,13238,3545,268,238340,"Tile and Terrazzo Contractors"
"xtxmorto","4000 Dan Morton Dr","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000526","Sugaright, LLC","Current","Original Lease","Activated",0,106     ,132133,0,126,"2020-09-01 00:00:00","2031-02-28 00:00:00",,"Original Lease",0,4206,4206,1652,300,311314,"Cane Sugar Manufacturing"
"njleo19 ","858 North Lenola Road","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000097","BKON LLC","Current","Original Lease","Activated",0,"1B      ",13309,0,84,"2017-12-01 00:00:00","2024-11-30 00:00:00",,"First Amendment",0,502,502,1294,358,312111,"Soft Drink Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Renewal","Superseded",2,"7055-2  ",9967,0,6,"2023-10-01 00:00:00","2024-03-31 00:00:00","2023-08-21 00:00:00","First Amendment",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Renewal","Superseded",1,"7055-2  ",9967,0,6,"2023-04-01 00:00:00","2023-09-30 00:00:00",,"Renewal Option 1",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Renewal","Superseded",4,"7055-2  ",9967,0,2,"2024-04-01 00:00:00","2024-05-31 00:00:00","2024-03-05 00:00:00","Second Amendment",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Holdover","Superseded",5,"7055-2  ",9967,0,1,"2024-06-01 00:00:00","2024-06-30 00:00:00",,"1 Month Extension",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Original Lease","Superseded",0,"7055-2  ",9967,0,6,"2022-10-06 00:00:00","2023-03-31 00:00:00","2022-09-26 00:00:00","Original Lease",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xil700h ","700 High Grove Boulevard","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000777","Fancy Sprinkles LLC","Current","Original Lease","Activated",0,700     ,43519,0,36,"2022-05-16 00:00:00","2025-05-15 00:00:00","2022-05-11 00:00:00","Original Lease",0,10359,10359,1874,,,
"xga4225 ","4225 Phil Niekro Parkway","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000778","KADDAK, LLC","Current","Original Lease","Activated",0,"101     , 104     ",15477,0,63,"2022-06-01 00:00:00","2027-08-31 00:00:00","2022-05-18 00:00:00","Original Lease",0,11002,11002,1681,,,
"tnwl4003","4002 Willow Lake Blvd","TN","Mid-South                                                                       ","FRG IX                                                                          ","FPIP- Memphis LP                                                                ","Sold                                                                            ","Alex Hugo                                                                       ","t0000370","Great Southern Corporation","Current","Original Lease","Activated",0,500     ,20340,0,62,"2021-02-08 00:00:00","2026-03-31 00:00:00",,"New Lease",0,1082,1082,922,,,
"tnwl1002","5300 E Raines Rd","TN","Mid-South                                                                       ","FRG IX                                                                          ","FPIP- Memphis LP                                                                ","Sold                                                                            ","Alex Hugo                                                                       ","t0000371","CP Retail LLC","Past","Termination","Activated",1,400     ,25200,0,0,"2021-08-24 00:00:00","2021-08-24 00:00:00",,"",1,1095,1095,921,,,
"ohwar004","420 Wards Corner Rd","OH","Mid-West                                                                        ","FRG IX                                                                          ","FP-Gimel OH LP                                                                  ","Sold                                                                            ","Bryan Lincoln                                                                   ","t0000019","AlarMax Distributor, Inc.","Past","Original Lease","Superseded",0,"F       ",8075,0,60,"2016-07-01 00:00:00","2021-06-30 00:00:00",,"Sixth Amendment",1,363,363,994,,,
"ohwar004","420 Wards Corner Rd","OH","Mid-West                                                                        ","FRG IX                                                                          ","FP-Gimel OH LP                                                                  ","Sold                                                                            ","Bryan Lincoln                                                                   ","t0000019","AlarMax Distributor, Inc.","Past","Unknown","Superseded",1,"F       ",7560,0,60,"2016-07-01 00:00:00","2021-06-30 00:00:00",,"SIXTH AMENDMENT",1,363,363,994,,,
"ohwar004","420 Wards Corner Rd","OH","Mid-West                                                                        ","FRG IX                                                                          ","FP-Gimel OH LP                                                                  ","Sold                                                                            ","Bryan Lincoln                                                                   ","t0000019","AlarMax Distributor, Inc.","Past","Termination","Activated",2,"F       ",7560,0,0,"2021-06-30 00:00:00","2021-06-30 00:00:00",,"Termination",1,363,363,994,,,
"tntri18 ","3983 Senator Street","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-TRI L.P                                                                      ","Sold                                                                            ","Alex Hugo                                                                       ","t0000058","Home Store Furniture, Inc.","Current","Original Lease","Activated",0,200     ,13500,0,37,"2020-02-01 00:00:00","2023-02-28 00:00:00",,"",0,459,459,1225,,,
"tncha104","3725 Champion Hills","TN","Mid-South                                                                       ","FRG 3                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000106","Baldwin and Shell Construction Company","Current","Original Lease","Activated",0,1300    ,3135,0,64,"2019-08-11 00:00:00","2024-11-30 00:00:00",,"",0,515,515,939,,,
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000825","All Texas Lighting, LLC","Past","Original Lease","Activated",0,10515   ,6600,0,11,"2022-05-16 00:00:00","2023-03-31 00:00:00","2017-12-20 00:00:00","First Amendment",1,13717,13717,3622,943,423220,"Home Furnishing Merchant Wholesalers"
"xga5121b","5121 Buford Highway","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000636","Selective Enterprises Inc","Current","Original Lease","Activated",0,5121    ,31000,0,120,"2020-02-01 00:00:00","2030-01-31 00:00:00",,"",0,5488,5488,1893,943,423220,"Home Furnishing Merchant Wholesalers"
"xnjmway7","7 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000490","American Builders & Contractors Supply Co., Inc. ","Past","Renewal","Superseded",1,"B       ",20000,0,7,"2022-07-01 00:00:00","2023-01-31 00:00:00",,"M2M Renewal",1,2316,2316,1586,949,42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
"xnjmway7","7 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000490","American Builders & Contractors Supply Co., Inc. ","Past","Original Lease","Superseded",0,"B       ",20000,0,36,"2019-07-01 00:00:00","2022-06-30 00:00:00",,"Original",1,2316,2316,1586,949,42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
"xnjmway7","7 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000490","American Builders & Contractors Supply Co., Inc. ","Past","Termination","Activated",2,"B       ",20000,0,0,"2023-01-31 00:00:00","2023-01-31 00:00:00",,"Lease Expiration",1,2316,2316,1586,949,42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000221","Smith Pump Company, Inc","Current","Original Lease","Activated",0,6824    ,10066,0,84,"2018-09-01 00:00:00","2025-08-31 00:00:00",,"Original",0,737,737,890,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xgashaw1","986 Rosedale Dr ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000469","Shaw Stainless LLC","Current","Original Lease","Activated",0,986     ,16000,0,97,"2021-06-04 00:00:00","2029-06-30 00:00:00",,"",0,2247,2247,1590,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xgashaw5","3275 Florence Rd, Bldg 200                      ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000473","Shaw Stainless LLC","Current","Original Lease","Activated",0,200     ,17766,0,97,"2021-06-04 00:00:00","2029-06-30 00:00:00",,"",0,2252,2252,1594,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"3nj00002","153 Bauer Drive","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","Anna Mo                                                                         ","t0000905","Kanebridge Corporation","Current","Original Lease","Activated",0,153     ,44301,0,24,"2022-06-27 00:00:00","2024-06-26 00:00:00","2022-06-27 00:00:00","Original Lease",0,17694,17694,3649,982,423710,"Hardware Merchant Wholesalers"
"3tn00013","4026-4080 Senator Street","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001309","Shearer Supply Inc.","Current","Unknown","Activated",1,1       ,45200,0,12,"2024-12-01 00:00:00","2025-11-30 00:00:00","2024-10-15 18:15:27","Renew_Proposal_1",0,54513,54513,6577,986,423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler"
"3tn00013","4026-4080 Senator Street","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001309","Shearer Supply Inc.","Current","Renewal","Activated",2,1       ,45200,0,12,"2024-12-01 00:00:00","2025-11-30 00:00:00","2024-10-15 00:00:00","Seventh Amendment",0,54513,54513,6577,986,423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler"
"3tn00013","4026-4080 Senator Street","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001309","Shearer Supply Inc.","Current","Original Lease","Superseded",0,1       ,45200,0,4,"2024-08-15 00:00:00","2024-11-30 00:00:00","2021-07-08 00:00:00","Sixth Amendment",0,54513,54513,6577,986,423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler"
"njrun165","165 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000279","Peirce Phelps LLC.","Current","Original Lease","Activated",0,"A       ",17494,0,125,"2016-09-01 00:00:00","2027-01-31 00:00:00",,"Original",0,798,798,1341,986,423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler"
"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000848","911 Safety Equipment LLC","Current","Unknown","Activated",1,200     ,13939,0,36,"2023-12-01 00:00:00","2026-11-30 00:00:00",,"Renew_Proposal_1",0,14883,14883,3630,998,42385,"Service Establishment Equipment and Supplies Merchant Wholesalers"
"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000848","911 Safety Equipment LLC","Current","Renewal","Activated",2,200     ,13939,0,36,"2023-12-01 00:00:00","2026-11-30 00:00:00","2023-11-15 00:00:00","FP Lease Renewal",0,14883,14883,3630,998,42385,"Service Establishment Equipment and Supplies Merchant Wholesalers"
"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000848","911 Safety Equipment LLC","Current","Original Lease","Superseded",0,200     ,13600,0,72,"2017-12-01 00:00:00","2023-11-30 00:00:00","2017-09-06 00:00:00","Original Lease",0,14883,14883,3630,998,42385,"Service Establishment Equipment and Supplies Merchant Wholesalers"
"tncha104","3725 Champion Hills","TN","Mid-South                                                                       ","FRG 3                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000129","GardaWorld fka Whelan Security Co.","Current","Original Lease","Activated",0,3100    ,4020,0,36,"2019-01-01 00:00:00","2021-12-31 00:00:00",,"1st Amendment",0,639,639,939,,,
"tnorl102","1779-1789 Kirby","TN","Mid-South                                                                       ","FRG 4                                                                           ",,"Sold                                                                            ","Alex Hugo                                                                       ","t0000154","Michael and Mark Amagliani","Current","Renewal","Activated",1,"1789-02 ",2059,0,36,"2021-04-01 00:00:00","2024-03-31 00:00:00",,"2nd Amendment",0,665,665,937,,,
"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000249","Greg Cannon","Current","Original Lease","Activated",0,"908     , 910     ",8000,0,246,"2010-03-10 00:00:00","2030-09-09 00:00:00",,"1st Amendment",0,766,766,917,,,
"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000254","Arkive INformation Management, LLC","Current","Original Lease","Activated",0,922     ,62500,0,120,"2017-11-07 00:00:00","2027-11-06 00:00:00",,"original",0,772,772,917,,,
"gacom016","4570 Commerce Circle SW","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000266","BRE Properties","Past","Original Lease","Superseded",0,4570    ,56767,0,14,"2019-11-08 00:00:00","2021-01-02 00:00:00",,"",1,785,785,990,,,
"gacom016","4570 Commerce Circle SW","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000266","BRE Properties","Past","Termination","Activated",1,4570    ,56767,0,0,"2021-01-02 00:00:00","2021-01-02 00:00:00",,"Termination",1,785,785,990,,,
"tnuni106","2670 Union Ave. Extended","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000294","Bruce Ralston","Current","Original Lease","Activated",0,1228    ,529,0,36,"2020-08-01 00:00:00","2023-07-31 00:00:00",,"",0,813,813,941,,,
"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000312","Carolyn B. Glover CPA, PLC","Current","Original Lease","Activated",0,502     ,1600,0,97,"2014-12-01 00:00:00","2022-12-31 00:00:00",,"",0,831,831,942,,,
"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000314","Parker Harness and Dottie Harness","Current","Original Lease","Activated",0,910     ,671,0,193,"2007-03-14 00:00:00","2023-03-31 00:00:00",,"",0,833,833,942,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000401","Gallagher Bassett Services","Past","Termination","Activated",1,620     ,3248,0,0,"2022-01-31 00:00:00","2022-01-31 00:00:00",,"Termination Agreement",1,1198,1198,913,,,
"tntri9  ","4056 Homewood Road","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-TRI L.P                                                                      ","Sold                                                                            ","Alex Hugo                                                                       ","t0000062","Union City Forklift, Inc.","Past","Termination","Activated",1,100     ,16328,0,0,"2021-05-31 00:00:00","2021-05-31 00:00:00",,"",1,463,463,1231,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"tntri9  ","4056 Homewood Road","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-TRI L.P                                                                      ","Sold                                                                            ","Alex Hugo                                                                       ","t0000062","Union City Forklift, Inc.","Past","Original Lease","Superseded",0,100     ,16328,0,73,"2015-05-15 00:00:00","2021-05-31 00:00:00",,"1st Amendment",1,463,463,1231,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000214","Phoenix Pump, Inc","Current","Modification","Activated",1,6814    ,15000,0,75,"2019-04-01 00:00:00","2025-06-30 00:00:00",,"Rent Abatement Agreement",0,730,730,890,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000214","Phoenix Pump, Inc","Current","Original Lease","Activated",0,6814    ,15000,0,75,"2019-04-01 00:00:00","2025-06-30 00:00:00",,"First Amendment",0,730,730,890,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xgashaw3","899 Mountain Ind Dr","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000470","Shaw Stainless LLC","Current","Original Lease","Activated",0,899     ,26880,0,97,"2021-06-04 00:00:00","2029-06-30 00:00:00",,"",0,2249,2249,1592,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xgashaw2","922 Mountain Ind Dr                           ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000471","Shaw Stainless LLC","Current","Original Lease","Activated",0,922     ,11300,0,97,"2021-06-04 00:00:00","2029-06-30 00:00:00",,"",0,2250,2250,1591,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xgashaw4","3275 Florence Rd, Bldg 300","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000474","Shaw Stainless LLC","Current","Original Lease","Activated",0,300     ,22200,0,97,"2021-06-04 00:00:00","2029-06-30 00:00:00",,"",0,2253,2253,1593,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"3tn00004","3272 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000874","Motion Industries, Inc.","Current","Original Lease","Superseded",0,1       ,30000,0,61,"2017-11-16 00:00:00","2022-11-30 00:00:00","2017-11-21 00:00:00","Expansion Cert",0,17497,17497,3646,995,423830,"Industrial Machinery and Equipment Merchant Wholesalers"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Holdover","Superseded",6,"7055-2  ",9967,0,1,"2024-07-01 00:00:00","2024-07-31 00:00:00",,"1 Month Extension",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Holdover","Superseded",7,"7055-2  ",9967,0,0,"2024-08-01 00:00:00",,,"Holdover",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Termination","Activated",8,"7055-2  ",9967,0,0,"2024-08-31 00:00:00","2024-08-31 00:00:00",,"Lease End",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000958","Bestwork Industries for the Blind, Inc.","Past","Unknown","Activated",3,"7055-2  ",9967,0,2,"2024-04-01 00:00:00","2024-05-31 00:00:00","2024-03-19 17:16:37","Landlord Renewal Proposal",1,19886,19886,1655,400,315,"Apparel Manufacturing"
"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000288","Cintas Corporation","Current","Original Lease","Activated",0,"A2      ",16456,0,84,"2020-06-01 00:00:00","2027-05-31 00:00:00",,"Third Amendment",0,807,807,1344,410,315220,"Men’s and Boys’ Cut and Sew Apparel Manufacturing"
"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000564","JL Texas Pallets & Logistics, LLC","Current","Original Lease","Activated",0,6838    ,16858,0,62,"2021-10-01 00:00:00","2026-11-30 00:00:00",,"",0,4327,4327,890,447,321920,"Wood Container and Pallet Manufacturing"
"3md00005","221 Cockeysville Road","MD","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001106","Marathon Roofing, Inc.","Current","Original Lease","Activated",0,"B       ",7525,0,25,"2023-10-13 00:00:00","2025-10-31 00:00:00","2021-02-22 00:00:00","Amd to Lease Ag",0,38211,38211,5727,447,321920,"Wood Container and Pallet Manufacturing"
"njwes103","103-05 West Park Drive","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000381","Productive Plastic Inc.","Current","Original Lease","Activated",0,103     ,61000,0,67,"2017-08-01 00:00:00","2023-02-28 00:00:00",,"Fifth Amendment",0,1164,1164,1357,547,32611,"Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing"
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000401","Gallagher Bassett Services","Past","Original Lease","Superseded",0,620     ,3248,0,65,"2018-09-01 00:00:00","2024-02-28 00:00:00",,"",1,1198,1198,913,,,
"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000455","Eagle West","Current","Original Lease","Activated",0,"930BEASE",0,0,11784,"2018-11-05 00:00:00","3000-11-05 00:00:00",,"",0,1396,1396,917,,,
"txstr009","626 106th Street","TX","Texas                                                                           ","FRG IX                                                                          ","FP-Gimel TX LP                                                                  ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000500","Displays, LLC.","Current","Original Lease","Activated",0,626     ,58016,0,36,"2021-09-01 00:00:00","2024-08-31 00:00:00",,"Original Lease",0,4096,4096,1268,,,
"xil1terr","1 Territorial Court","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000511","Turbo Systems US Inc.","Current","Modification","Activated",1,"A       , B       , C       ",30402,0,255,"2005-07-01 00:00:00","2026-09-30 00:00:00",,"Seventh Amendment",0,4176,4176,1664,,,
"xil1terr","1 Territorial Court","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000511","Turbo Systems US Inc.","Current","Unknown","Activated",3,"A       , B       , C       ",52403,0,60,"2025-01-01 00:00:00","2029-12-31 00:00:00","2023-09-01 00:00:00","Renew Executed 2023_9_1",0,4176,4176,1664,,,
"xil1terr","1 Territorial Court","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000511","Turbo Systems US Inc.","Current","Original Lease","Superseded",0,"A       , B       , C       ",30402,0,255,"2005-07-01 00:00:00","2026-09-30 00:00:00","2021-07-14 00:00:00","Sixth Amendment",0,4176,4176,1664,,,
"xil1terr","1 Territorial Court","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000511","Turbo Systems US Inc.","Current","Expansion","Activated",2,"A       , B       , C       ",52403,0,60,"2025-01-01 00:00:00","2029-12-31 00:00:00","2023-09-01 00:00:00","Eighth Amendment",0,4176,4176,1664,,,
