SCODE,hMy,hCode,sCode1,sName,HEADERPROPATTRIBUTES,DACQUISITIONDATE,LACQUISITIONSTRATEGY,TBUILDING,NYEARBUILT,NOFFICEPERCENT,TPARCELNUMBER,IPURCHASENOI,NPURCHASEOCCUPANCY,NPURCHASEPRICE,NOTHERACQCOSTS,NPURCHASEWALT,LBOXSHAPE,LCONSTRUCTIONTYPE,LCONSTRUCTIONTYPE2,LCONSTRUCTIONTYPE3,LCONSTRUCTIONTYPE4,LCONSTRUCTIONTYPE5,LSPRINKLERTYPE,LSPRINKLERTYPE2,LSPRINKLERTYPE3,LSPRINKLERTYPE4,LSPRINKLERTYPE5,HROOF,TROOFREPLACEMENTYEAR,LROOFTYPE,LROOFTYPE2,LROOFTYPE3,LROOFTYPE4,LROOFTYPE5,HACCESS,NLANDAREA,LLOADTYPE,LLOADTYPE2,LLOADTYPE3,LLOADTYPE4,LLOADTYPE5,NMAXCOLUMNSSPACELENGTH,NIMAXCOLUMNSSPACEWIDTH,NTRUCKMAXCOURTDEPT,NMINCLEARHEIGHT,IMAXCLEARHEIGHT,INUMBEROFDOCKHIGHDOORS,INUMBEROFDRIVEIN,HDISPOSITIONINFORMATION,DDISPOSITIONDATE,NDISPOSITIONPRICE,NDISPOSITIONNOI,HEADERTOBEDELETED,HEADERACQINFORMATION,COURTTRUCKTYPE,NPARKINGSPOTS,HEADERMEPANDUTILITIES,FIREALARMYESNO,COLDSTORAGEYESNO,EXTERIORLIGHTTYPE,GENERATORYESNO,GENERATORFUEL,FIREPUMPYESNO,FIREWATERTANKYESNO,GENERATORSIZE,SEWEGETYPE,EVCHARGEYESNO,UTILITYACCOUNTHOLDER,GASPROVIDER,ELECTRICPROVIDER,WATERSEWERPROVIDER,headerenviromental,SOLARYESNO,SOLARPOWER,RECYCLINGYESNO,WHATISRECYCLED,ENVISSUESTATUS,ENVNOTES,SPRINKLERCOVERAGEPRECENT
"xtndelp1",142,1372,1000261,"","","2021-04-12 00:00:00","Renewal / Re-tenant","",1973,14,"073101 00079",371328,100,3934088.4,73214.26,2,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2005,"TPO","","","","","",9.4,"Front Load","","","","",37,33,90,20,22,16,2,"",,0,0,"","","Mainly Asphalt with some Concrete",35,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","MLGW","MLGW","MLGW","","No",,"No","","No Issue","",0
"gadel034",143,1375,1000008,"","","2021-04-07 00:00:00","","",1975,31,"17-0715-0-011-0",326570.86,100,4241180,-126786.65,0,"Rectangle","Masonry","","","","","Wet","","","","","",1975,"BUR","Other","","","","",2.1,"Front Load","","","","",0,0,60,15,18,8,1,"","2022-06-22 00:00:00",5977000,328977,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"gaold035",144,1376,1000021,"","","2021-03-31 00:00:00","","",1961,14,"15-015-03-015",78337,100,1330000,39970,0,"Rectangle","Other","","","","","Wet","","","","","",2007,"TPO","Other","","","","",2.9,"Rear Load","","","","",0,0,0,18,18,8,3,"","2022-06-22 00:00:00",2054000,74834,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gaduq036",145,1377,1000009,"","","2021-03-31 00:00:00","","",1984,22,"14F-0133-LL-035-2",117800,100,2000000,49444.5,0,"Rectangle","Masonry","","","","","Wet","","","","","",1984,"BUR","Other","","","","",3.28,"Rear Load","","","","",0,0,90,20,20,5,1,"","2022-06-22 00:00:00",3051000,134719,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xtxwebbl",146,1378,1000182,"","","2021-04-15 00:00:00","Renewal / Re-tenant","",1978,6,"12180-000-0520",123605,100,2003045,23402.7,3,"Rectangle","Tilt-up/Concrete","","","","","ESFR","","","","","","Not Provided","BUR","","","","","",1.82,"Front Load","","","","",38.75,40.58,150,25,25,2,1,"","2024-05-20 00:00:00",3500000,0,"","","Mainly Asphalt with some Concrete",5,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Faropoint","Not Provided","City Public Service","San Antonio Water System","","No",,"No","","No Issue","",100
"xflstuar",147,1379,1000112,"","","2021-04-01 00:00:00","Renewal / Re-tenant","",1974,14,"005184-0020",108000,100,1450000,28856,3,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2018,"Metal","Other","","","","",2.16,"Front Load","Rear Load","Side Load","","",0,0,120,23,23,4,3,"",,0,0,"","","Aspalt",24,"","Yes","No","","No","","No","No",,"Sewer","No","Tenant","","JEA","JEA","","No",,"No","","No Issue","",0
"xohmost ",148,1383,1000164,"","","2021-04-24 00:00:00","Lease-up","",1970,2,"608-0025-0040",231954,34,8475000,59914.43,4,"Rectangle","Tilt-up/Concrete","Masonry","","","","Wet","","","","","",1999,"EPDM","Other","","","","",14.17,"Front Load","","","","",0,0,144,12,27,29,2,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"gaeas037",149,1385,1000010,"","","2021-04-15 00:00:00","","",1968,4,"18-138-02-004",397500.48,100,5520840,103696.04,0,"Rectangle","Masonry","","","","","Wet","","","","","",1968,"BUR","Other","","","","",7.35,"Rear Load","","","","",0,0,120,20,20,10,3,"","2022-06-22 00:00:00",7507000,397897,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xnj3001i",150,1387,1000147,"","","2021-05-08 00:00:00","Renewal / Re-tenant","",2000,19.9,"24-00304-0000-00004-03",466100,95,6157744,61577.44,2.8,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2019,"TPO","Other","","","","",11.77,"Rear Load","","","","",0,0,112,18,22.6,12,3,"",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xnj2036b",151,1388,1000146,"","","2021-05-08 00:00:00","Renewal / Re-tenant","",2016,13,"24-00304-0000-00004",308945,100,3418485,34184.85,5.7,"Rectangle","Masonry","","","","","Wet","","","","","",2014,"TPO","Other","","","","",3.98,"Rear Load","","","","",0,0,128,18,24,2,1,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xnj6000i",152,1389,1000153,"","","2021-05-08 00:00:00","Renewal / Re-tenant","",2001,75.1,"24-00304-0000-00004-04",331010,75,4423771,44237.71,3,"Rectangle","Masonry","","","","","Wet","","","","","",2019,"TPO","Other","","","","",10.76,"Rear Load","","","","",0,0,121,18,26,2,1,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xtxball ",153,1390,1000170,"","","2021-05-12 00:00:00","Renewal / Re-tenant","",1987,0,"14100-004-0150",251600,100,3700000,25512.63,6,"Square","Tilt-up/Concrete","","","","","Wet","","","","","","~2002 per roof inspection report by Empire Roofing in 2020","BUR","Other","","","","",2.78,"Front Load","Rear Load","Side Load","","",35,50,69,24,28,4,2,"",,0,0,"","","",27,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Faropoint","CPS Energy","CPS Energy","City of San Antonio","","No",,"No","","No Issue","",100
"xgahire1",154,1391,1000118,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1958,29.4,"18-009-30-003",207919,100,3919500.1,21188.51,4.9,"Square","Masonry","","","","","Wet","","","","","","2016;2022","TPO","","","","","",2.2,"Front Load","Rear Load","Side Load","","",40,25,128,14,16,7,3,"",,0,0,"","","Equal Mix",55,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","Resolved","During DD of our purchase files relating to three (3) underground storage tanks were identified as p",100
"xgahire2",155,1392,1000119,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1960,5.5,"18-009-10-004",148400,100,2454447,13268.55,4.9,"L Shape","Masonry","","","","","Wet","","","","","",2023,"TPO","","","","","",1.3,"Side Load","","","","",25,40,63,16,18,4,3,"",,0,0,"","","Concrete",8,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xgahire3",156,1393,1000120,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1961,12,"18-008-03-018",197796,100,3811340.6,20603.81,4.9,"Square","Masonry","","","","","None","","","","","",2023,"TPO","","","","","",1.68,"Front Load","Rear Load","Side Load","","",25,40,199,16,17,9,4,"",,0,0,"","","Mainly Asphalt with some Concrete",24,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgahire4",157,1394,1000121,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1961,29,"18-008-03-017",163187,100,3262703.9,17637.92,4.9,"Rectangle","Masonry","","","","","Wet","","","","","",2021,"TPO","","","","","",1.78,"Front Load","Rear Load","Side Load","","",40,24,175,15,16,6,2,"",,0,0,"","","Equal Mix",11,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xgahire5",158,1395,1000122,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1964,10,"18-008-03-019",185447,100,3647748.1,19719.44,4.9,"Rectangle","Masonry","","","","","None","","","","","",2021,"TPO","Metal","","","","",1.7,"Front Load","Rear Load","Side Load","","",40,24,118,21,24,9,2,"",,0,0,"","","Aspalt",30,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgahire6",159,1396,1000123,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1964,38,"18-008-03-020",82097,100,1562760.7,8448.16,4.9,"Rectangle","Masonry","","","","","None","","","","","",2021,"TPO","","","","","",1.19,"Side Load","","","","",40,24,108,16,17,5,0,"",,0,0,"","","Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgahire7",160,1397,1000124,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1960,18.2,"18-009-10-004",135097,100,2549728.2,13783.63,4.9,"Rectangle","Masonry","","","","","None","","","","","",1998,"BUR","","","","","",1.3,"Front Load","Side Load","","","",25,20,80,14,15,4,4,"",,0,0,"","","Concrete",14,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgahire8",161,1398,1000125,"","","2021-05-14 00:00:00","Renewal / Re-tenant","",1960,16,"18-009-10-004",98898,100,1791771.5,9686.18,4.9,"Rectangle","Metal","Masonry","","","","None","","","","","","2005;2013","Metal","TPO","","","","",1.3,"Front Load","Side Load","","","",25,60,100,14,22,1,6,"",,0,0,"","","Concrete",4,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"padun003",162,1459,1000057,"","","2021-06-03 00:00:00","","",1985,8,"OPA# 884221900",125840,52,3575000,260846.75,0,"Rectangle","Other","","","","","Wet","","","","","",2013,"TPO","Other","","","","",2.8,"Rear Load","","","","",0,0,71,17,17,15,2,"","2022-06-22 00:00:00",5696000,59961,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xnjmway3",163,1584,1000159,"","","2021-05-25 00:00:00","Renewal / Re-tenant","",1980,5.8,"Block 98, Lot 2.04",176675,100,2992670.6,28176.91,0,"Square","Metal","Masonry","","","","Wet","","","","","",2015,"Metal","Other","","","","",3.07,"Front Load","Rear Load","","","",0,0,80,24,32,4,5,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Holding Tank","No","","","","","","No",,"No","","No Issue","",0
"xnjmway5",164,1585,1000160,"","","2021-05-25 00:00:00","Renewal / Re-tenant","",1980,2,"Block 98, Lot 2.05",176675,100,2992670.6,27535.75,0,"Square","Metal","Masonry","","","","Dry","","","","","",1980,"Metal","Other","","","","",3.22,"Front Load","Rear Load","Side Load","","",0,0,39,24,32,1,10,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Holding Tank","No","","","","","","No",,"No","","No Issue","",0
"xnjmway7",165,1586,1000161,"","","2021-05-25 00:00:00","Renewal / Re-tenant","",1980,6.5,"Block 98, Lot 2.06",176675,100,2996329.4,21509.13,0,"Square","Metal","Masonry","","","","Dry","","","","","",1980,"Metal","Other","","","","",2.6,"Front Load","Rear Load","Side Load","","",0,0,62,24,32,19,4,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Holding Tank","No","","","","","","No",,"No","","No Issue","",0
"xnjmway9",166,1587,1000162,"","","2021-05-25 00:00:00","Renewal / Re-tenant","",1980,4.4,"Block 98, Lot 2.07",176675,100,2996329.4,21509.13,0,"Square","Metal","Masonry","","","","Dry","","","","","",1980,"Metal","Other","","","","",2.53,"Front Load","Rear Load","","","",0,0,60,24,32,9,4,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Holding Tank","No","","","","","","No",,"No","","No Issue","",0
"xnjmway0",167,1588,"!00001","","","2021-05-25 00:00:00","Renewal / Re-tenant","",0,0,"Parcel 16-00098-0000-00002-02",0,0,69000,9331.7,0,"","N/A","","","","","N/A","","","","","","N/A","N/A","","","","","",2.2,"N/A","","","","",0,0,0,0,0,0,0,"",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xnjmwayr",168,1589,"!00001","","","2021-05-25 00:00:00","Renewal / Re-tenant","",0,0,"Parcel 16-00098-0000-00008",0,0,123800,9058.86,0,"","N/A","","","","","N/A","","","","","","N/A","N/A","","","","","",0.53,"N/A","","","","",0,0,0,0,0,0,0,"",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xgashaw1",169,1590,1000130,"","","2021-07-04 00:00:00","Renewal / Re-tenant","",1996,19,"176.3.1.003.0000",96000,100,1381311.4,14199.08,8,"Rectangle","Metal","Masonry","","","","None","","","","","",1996,"Metal","","","","","",3.46,"Rear Load","","","","",25,48,47,18,21,2,1,"",,0,0,"","","Concrete",21,"","","No","Non-LED","No","","No","No",,"Septic","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgashaw2",170,1591,1000131,"","","2021-06-04 00:00:00","Renewal / Re-tenant","",1981,16.4,"16-0865-0-011-0",81925,100,975551.2,10028.1,8,"Square","Metal","","","","","None","","","","","","1981;2011","Metal","","","","","",0.88,"Front Load","Rear Load","","","",25,60,80,16,22,1,3,"",,0,0,"","","Concrete",7,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgashaw3",171,1592,1000132,"","","2021-06-04 00:00:00","Renewal / Re-tenant","",1973,7,"16-0865-0-003-0",174720,100,2320603.2,23854.46,8,"Rectangle","Metal","","","","","None","","","","","",1973,"Metal","","","","","",1.68,"Rear Load","Side Load","","","",24,55,80,16,20,3,3,"",,0,0,"","","Mainly Asphalt with some Concrete",15,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgashaw4",172,1593,1000133,"","","2021-06-04 00:00:00","Renewal / Re-tenant","",2004,1.4,"19-0675-0-044-0",133200,100,1916569.6,19701.22,8,"Rectangle","Metal","","","","","None","","","","","",2004,"Metal","","","","","",1.8,"Front Load","Other","","","",25,100,80,15,17,2,5,"",,0,0,"","","Concrete",11,"","No","No","LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgashaw5",173,1594,1000134,"","","2021-06-04 00:00:00","Renewal / Re-tenant","",2000,8.45,"19-0732-0-021-0",111038,100,1533773.7,15766.3,8,"Rectangle","Metal","","","","","None","","","","","",2000,"Metal","","","","","",1.15,"Front Load","Rear Load","Other","","",25,100,60,14,16,0,3,"",,0,0,"","","Concrete",6,"","No","No","LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xgashaw6",174,1595,1000135,"","","2021-06-04 00:00:00","Renewal / Re-tenant","",1999,23.7,"19-0732-0-020-0",70468,100,973392.9,10005.91,8,"Rectangle","Metal","","","","","None","","","","","",1999,"Metal","","","","","",1.15,"Front Load","Other","","","",25,80,43,18,22,0,3,"",,0,0,"","","Concrete",17,"","No","No","LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",0
"xtxglen ",175,1598,1000172,"","","2021-06-23 00:00:00","Rent Optimization","",1966,2,"BLK C/6116 ACS 5.2411",381000,100,6350000,29987.75,0.3,"Square","Metal","Tilt-up/Concrete","","","","Wet","","","","","","2004 , 2005","BUR","","","","","",5.2,"Side Load","","","","",24,44,98,18,18,12,0,"",,0,0,"","","",54,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","Atmos","","City of Dallas","","No",,"No","","No Issue","",100
"xnjmorri",176,1599,1000158,"","","2021-06-23 00:00:00","Renewal / Re-tenant","",1995,9.7,"Block 84.01, Lot 3",143370,100,2430000,35509.17,2.7,"Rectangle","Masonry","","","","","Wet","","","","","","upper roof (2019): 21,595 sqft lower roof (2005-2009): ~16,000 sqft","EPDM","Other","","","","",1.99,"Front Load","","","","",45,46,110,24,32.5,10,2,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"gasto038",177,1610,1000033,"","","2021-06-24 00:00:00","","",1973,5,"18-184-06-002",169865,100,2650000,78772.94,0,"Rectangle","Other","","","","","Wet","","","","","",1973,"Metal","Other","","","","",2.7,"Rear Load","","","","",0,0,70,16,18,12,2,"","2022-06-22 00:00:00",2577000,174541,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xtxdrysd",178,1639,1000171,"","","2021-05-11 00:00:00","Lease-up","",1980,19,"RES H Block 3 Winstead Northwest",0,0,2407000,18686.05,0,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",1984,"BUR","","","","","",1.41,"Front Load","","","","",0,0,120,18,20,6,1,"","2023-12-13 00:00:00",3650000,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","Faropoint","","","","","No",,"No","","No Issue","",0
"xgamc200",179,1640,1000126,"","","2021-07-07 00:00:00","Renewal / Re-tenant","",1987,9.7,"20-0048-0-043-0",199602,100,3317986.3,24129.32,4.4,"Rectangle","Metal","","","","","Dry","","","","","",1987,"Metal","","","","","",4.4,"Rear Load","Side Load","","","",25,50,90,17,21,8,0,"",,0,0,"","","Concrete",145,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xgamc220",180,1641,1000127,"","","2021-07-07 00:00:00","Renewal / Re-tenant","",1994,10,"20004800480, 20004800490, 20004800550",214374,100,2877671.1,20927.23,2.2,"Rectangle","Metal","","","","","Dry","","","","","",1994,"Metal","","","","","",7.93,"Other","","","","",40,55,120,16,25,0,7,"",,0,0,"","","Concrete",35,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xgamc255",181,1642,1000128,"","","2021-07-07 00:00:00","Renewal / Re-tenant","",1990,8.2,"20-0048-0-045-0",254700,100,3306755.2,24047.65,2.2,"Rectangle","Metal","","","","","Wet","","","","","",1990,"Metal","","","","","",4.74,"Side Load","","","","",30,50,120,18,25,3,8,"",,0,0,"","","Concrete",45,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xgamc260",182,1643,1000129,"","","2021-07-07 00:00:00","Renewal / Re-tenant","",1989,7,"20-0048-0-044-0",108000,100,1202587.3,8745.55,2.2,"Rectangle","Masonry","Metal","","","","Dry","","","","","",1989,"Metal","","","","","",2.61,"Front Load","Rear Load","Side Load","","",30,50,120,15,22,0,3,"",,0,0,"","","Concrete",15,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","","","","","No",,"No","","No Issue","",100
"xilmitch",183,1645,1000143,"","","2021-06-29 00:00:00","Renewal / Re-tenant","",1994,16.3,"02-26-313-007",167200,100,2200000,29330.99,5,"Other","Masonry","Metal","","","","Wet","","","","","",1994,"EPDM","","","","","",1.62,"Front Load","Cross Dock","","","",0,0,56,16.33,16.33,2,1,"",,0,0,"","","Concrete",35,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","Nicor","Comed","Village of Glendale Heights","","No",,"No","","No Issue","No further action required",0
"xtxmorto",184,1652,1000173,"","","2021-07-16 00:00:00","Renewal / Re-tenant","",1966,8.3,"Block 8027 TR21",880400,100,14200000,204954.69,9.3,"Rectangle","Masonry","Tilt-up/Concrete","","","","Wet","","","","","","3638 - 2020;
4000 - TPO 2019-2020;
4000 - Metal 1980;","TPO","Metal","","","","",16.94,"Front Load","Rear Load","Side Load","","",52,52,50,25,32,12,0,"",,0,0,"","","Concrete",82,"","Yes","No","Non-LED","No","","No","No",,"Sewer","No","Faropoint","Atmos","Encore","City of Dallas","","No",,"No","","Resolved","NFA issued by TCEQ",100
"xtxritti",185,1653,1000174,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 1",1970,0,"NCB: 14527 LOT: E",51455,100,805755,3929,2.7,"Rectangle","Tilt-up/Concrete","","","","","None","","","","","",2018,"TPO","","","","","",0.5,"Side Load","","","","",0,0,48,16,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",3,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",186,1653,1000175,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 2",1970,15,"NCB: 14527 LOT: E",57885,100,906472,4418,2.7,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,48,15,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",4,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",187,1653,1000176,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 3",1970,16,"NCB: 14527 LOT: E",0,0,914675,4458,0,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,45,15,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",188,1653,1000177,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 4",1970,21.5,"NCB: 14527 LOT: E",58126,100,914467,4457,4.3,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,46,15,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",189,1653,1000178,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 5",1970,21,"NCB: 14527 LOT: E",58014,100,912702,4450,4.3,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,47,16,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",190,1653,1000179,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 6",1970,7,"NCB: 14527 LOT: E",58186,100,915402,4461,4.3,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,47,16,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",191,1653,1000180,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 7",1970,5,"NCB: 14527 LOT: E",60782,100,914675,4458,3.7,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",0.6,"Other","","","","",0,0,46,16,18,0,2,"",,0,0,"","","Mainly Asphalt with some Concrete",6,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xtxritti",192,1653,1000181,"","","2021-07-15 00:00:00","Renewal / Re-tenant","BLDG 8",1970,4,"NCB: 14527 LOT: E",108000,100,1815852,8851,4.5,"Rectangle","Metal","Tilt-up/Concrete","","","","None","","","","","",2018,"TPO","","","","","",1.2,"Front Load","","","","",0,0,45,15,18,0,4,"",,0,0,"","","Mainly Asphalt with some Concrete",11,"","No","No","Non-LED","No","","No","No",,"Sewer","No","Tenant","CPS Energy","CPS Energy","San Antonio Water System","","No",,"No","","No Issue","",0
"xohcomme",193,1654,1000163,"","","2021-07-13 00:00:00","Renewal / Re-tenant","",1980,11.5,"M5820044000001",262800,100,3600000,111751.41,2,"Other","Metal","","","","","Wet","","","","","",2014,"TPO","Other","","","","",4.55,"Front Load","Cross Dock","","","",0,0,147,16,20,2,4,"",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xnjcentr",194,1655,1000308,"","","2021-07-22 00:00:00","Rent Optimization","BUILDING 1",1973,11.8,"Block 6302, Lot 6",51789,100,877780,15705,1,"Other","Masonry","Metal","","","","Wet","","","","","","2001-2007","BUR","EPDM","","","","",1.47,"Front Load","","","","",25,25,60,14,16,2,1,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xnjcentr",195,1655,1000309,"","","2021-07-22 00:00:00","Rent Optimization","BUILDING 2",1973,0,"Block 6302, Lot 6",24910,100,422220,31412,1,"Other","Masonry","Metal","","","","Wet","","","","","",2022,"TPO","","","","","",0.7,"Front Load","","","","",20,20,40,14,16,0,3,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xpastate",196,1656,1000165,"","","2021-07-16 00:00:00","Renewal / Re-tenant","",1975,16,"88-4263425 and 88-5923260",173250,100,2750000,101182.43,5,"Rectangle","Metal","Masonry","","","","None","","","","","","<2006, 2008-2010, 2019-2020 Aprox. in PCA Main sec: over 15 yrs old (10.5k sf)","BUR","Other","","","","",5.33,"Side Load","","","","",24,24,97.5,26,26,2,1,"","2023-12-01 00:00:00",4600000,192000,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"xilmount",197,1657,1000144,"","","2021-07-15 00:00:00","Renewal / Re-tenant","",1966,11.7,"12-30-100-024-0000",278570,100,4450000,43415.03,9.7,"Other","Metal","","","","","Wet","","","","","","""2001 - building addition (30K sf)
approx 2003 - original building area (34K sf)""","EPDM","Other","","","","",2.82,"Front Load","Cross Dock","","","",0,0,125,20,20,7,1,"",,0,0,"","","Concrete",32,"","Yes","No","Mixed","Yes","Natural Gas","No","No",80,"Sewer","No","Tenant","Nicor","Comed","Village of Franklin Park","","No",,"No","","Resolved","The adjacent landfill site received a NFR, attached.",0
"xtn225bo",198,1658,1000167,"","","2021-07-30 00:00:00","Renewal / Re-tenant","",1989,18,"",225000,100,2727000,32833.9,4,"Rectangle","Metal","","","","","Wet","","","","","",2021,"TPO","","","","","",8.7,"Front Load","","","","",40,42,140,25,28,17,1,"",,0,0,"","","Mainly Asphalt with some Concrete",35,"","Yes","Yes","LED","No","","No","No",,"Sewer","No","Tenant","JEA","JEA","JEA","","No",,"No","","No Issue","",0
