Property Code,Property Address,Building ID,Fund,Market,Status,Is Land?,Acq. Date,Acq. Strategy,Year Built,Parcel,% Office,Building Shape,Construction Type 1,Construction Type 2,Construction Type 3,Roof replacement,Roof Type 1,Roof Type 2,Roof Type 3,Roof Type 4,Land (Acres),Loading Type 1,Loading Type 2,Loading Type 3,Loading Type 4,Loading Type 5,Max Truck Court Depth,Min. Clear Height,Max. Clear Height,# Dock Doors,# of Drive Ins,Truck Court Type,# Parking Spots,Fire Alarm,Sprinkler Type 1,Sprinkler Type 2,Sprinkler Coverage %,Cold Storage,Ext. Light Type,Generator,Generator Fuel Type,Generator Size,EV Charge,Fire Pump,Fire Water Tank,Sewege Type,Utility Acc. Holder,Gas Provider,Electric Provider,Water Provider,Solar,Solar Power,Recycling,What is recycled?,Enviromental Issues?,Enviromental Notes
"txvic008","14000 Vickery Drive","","FRG IX                                                                          ","Houston","Sold                                                                            ",,"2020-10-20 00:00:00","",2012,"132-103-003-0004",17,"Rectangle","Tilt-up/Concrete","","",2011,"Metal","Other","","",10.15,"Front Load","","","","",165,30,34,9,5,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"gamon027","1800 Montreal Circle","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-10-13 00:00:00","",1972,"18-164-07-018",4.3,"Rectangle","Tilt-up/Concrete","","",2018,"TPO","Other","","",4.6,"Side Load","","","","",100,30,30,8,6,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"gamou028","850 Mountain Industrial Drive","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-10-13 00:00:00","",1974,"16-0865-0-012-0, 16-0865-0-013-0",16,"Other","Metal","","",1974,"Metal","Other","","",2.59,"Side Load","","","","",60,20,20,6,3,,,,"None","",,,,,,,,,,,,,,,,,,,,
"nikedeal","165 Wingo Road i","","FP Swoosh LP                                                                    ","Memphis","Acquired                                                                        ",,"2020-10-19 00:00:00","Rent Optimization",2020,"188 -28-00104",4.7,"Rectangle","Tilt-up/Concrete","Other","",2020,"TPO","","","",72,"Cross Dock","","","","",170,36,36,100,2,"Mainly Asphalt with some Concrete",300,"Yes","ESFR","",0,"No","LED","Yes","Natural Gas",,"Yes","Yes","No","Sewer","Tenant","NCEPA","NCEPA","NCEPA","Yes",,"No","","No Issue",""
"tnnew18 ","4050 New Getwell Road","","FRG IX                                                                          ","Memphis","Sold                                                                            ",,"2020-11-05 00:00:00","",1972,"",10,"Rectangle","Other","","",2022,"BUR","Other","","",5.21,"Front Load","","","","",66,20,20,16,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njleo19 ","858 North Lenola Road","BUILDING 1","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2021-10-29 00:00:00","",1965,"Block 400, Lot 2",15,"Other","Tilt-up/Concrete","","",2017,"TPO","Other","","",3.04,"Rear Load","","","","",0,15,15,5,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njleo19 ","858 North Lenola Road","BUILDING 2","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2021-10-29 00:00:00","",1965,"Block 400, Lot 2",22,"Other","Tilt-up/Concrete","","","2021-building 2 got a new roof","TPO","Other","","",3.04,"Other","","","","",0,15,15,4,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"gavet029","281 Veterans Memorial Hwy SE","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-11-05 00:00:00","",1998,"18-00450-008-0",16,"Other","Metal","Masonry","",1998,"Metal","Other","","",8.07,"Front Load","","","","",70,22,32,21,5,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"njrun150","150 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1992,"Block 135, Lot 43.07",39,"Square","Other","","",2011,"TPO","Other","","",2,"Rear Load","","","","",93,20,20,2,0,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun155","155 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1988,"Block 135, Lot 43",22,"Rectangle","Other","","",2011,"BUR","Other","","",3.8,"Rear Load","","","","",90,22,22,11,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun160","160 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1998,"Block 135, Lot 43.08",47,"Rectangle","Other","","",1998,"Metal","Other","","",7.3,"Rear Load","","","","",103,22,22,5,0,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun165","165 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",2005,"Block 135, Lot 43.01",22,"Rectangle","Other","","",2005,"Metal","Other","","",8.6,"Rear Load","","","","",107,24,24,10,4,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun170","170 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1992,"Block 135, Lot 43.09",39,"Square","Other","","","Not provided","BUR","Other","","",1.8,"Rear Load","","","","",113,22,22,2,2,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun175","175 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1995,"Block 135, Lot 43.02",13,"Rectangle","Other","","",1995,"Metal","Other","","",2.6,"Rear Load","","","","",101,22,22,3,4,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun190","190 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-10 00:00:00","",1998,"Block 135, Lot 43.06",22,"Other","Other","","",1998,"Metal","Other","","",2.6,"Rear Load","","","","",122,24,24,5,2,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njhig121","121 High Hill Road, Unit A","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2020-12-15 00:00:00","",1962,"Block 5, Lot 7.02 Qual C0001",10.1,"Rectangle","Tilt-up/Concrete","","",2015,"TPO","Other","","",12.5,"Front Load","","","","",176,21,24,9,3,,,,"Wet","Dry",,,,,,,,,,,,,,,,,,,,
"garon030","2210 Ronald Reagan Boulevard","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-12-30 00:00:00","",1986,"131-252",13,"Rectangle","Metal","Masonry","",1986,"Metal","Other","","",3.6,"Rear Load","","","","",60,28,36,2,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"gaent031","20 and 30 Enterprise Boulevard","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-12-30 00:00:00","",1971,"14F-0084-LL-021-1",22,"Rectangle","Other","","","1971, 2019","BUR","Other","","",2.8,"Rear Load","","","","",90,16,18,2,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njrun180","180 E Ninth Avenue","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ","Yes                                                                             ","2020-12-10 00:00:00","",0,"30-00135-0000-00043-06",0,"","N/A","","","","N/A","","","",3.63,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"njrun200","200 E Ninth Avenue	","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ","Yes                                                                             ","2020-12-10 00:00:00","",0,"30-00135-0000-00043-05",0,"","N/A","","","","N/A","","","",4.18,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"njrun717","717 E Clements Bridge","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ","Yes                                                                             ","2020-12-10 00:00:00","",0,"30-00126-0000-00001-01",0,"","N/A","","","","N/A","","","",0.56,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"njrun721","721 E Clements Bridge Road","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ","Yes                                                                             ","2020-12-10 00:00:00","",0,"30-00126-0000-00001",0,"","N/A","","","","N/A","","","",0.48,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"gawhe032","9120 Wheat Street","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-03-02 00:00:00","",1997,"c0810 00000 096 B00",4,"Square","Metal","","",1997,"Metal","Other","","",1.89,"Front Load","","","","",120,16,18,4,1,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"njwes103","103-05 West Park Drive","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2021-03-02 00:00:00","",1977,"Block 1204, Lot 4.04 and Block 1203 Lot 1.01",11,"Rectangle","Masonry","","",2017,"Metal","Other","","",4.5,"Front Load","","","","",106,16,16,4,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"pajam002","70 James Way","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2021-03-11 00:00:00","",1989,"48011004-004",4,"Rectangle","Tilt-up/Concrete","","","2008 - 26,400sf 2004 - 33,200sf","BUR","Other","","",3.3,"Front Load","","","","",154,20,20,10,2,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"gacom33 ","1235 Commerce Rd","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-03-30 00:00:00","",1984,"12081A-A004",11,"Other","Masonry","","",1984,"BUR","Other","","",9.1,"Front Load","","","","",60,24,24,22,0,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"xtndelp1","4290 Delp Street","","FRG X                                                                           ","Memphis","Acquired                                                                        ",,"2021-04-12 00:00:00","Renewal / Re-tenant",1973,"073101 00079",14,"Rectangle","Tilt-up/Concrete","","",2005,"TPO","","","",9.4,"Front Load","","","","",90,20,22,16,2,"Mainly Asphalt with some Concrete",35,"Yes","Wet","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","MLGW","MLGW","MLGW","No",,"No","","No Issue",""
"gadel034"," 1935 Delk Industrial Boulevard ","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-04-07 00:00:00","",1975,"17-0715-0-011-0",31,"Rectangle","Masonry","","",1975,"BUR","Other","","",2.1,"Front Load","","","","",60,15,18,8,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"gaold035"," 4350 Old McDonough Road ","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-03-31 00:00:00","",1961,"15-015-03-015",14,"Rectangle","Other","","",2007,"TPO","Other","","",2.9,"Rear Load","","","","",0,18,18,8,3,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"gaduq036"," 6105 Duquesne Drive SW","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-03-31 00:00:00","",1984,"14F-0133-LL-035-2",22,"Rectangle","Masonry","","",1984,"BUR","Other","","",3.28,"Rear Load","","","","",90,20,20,5,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"xtxwebbl","7903 Webbles Dr","","FRG X                                                                           ","San Antonio","Sold                                                                            ",,"2021-04-15 00:00:00","Renewal / Re-tenant",1978,"12180-000-0520",6,"Rectangle","Tilt-up/Concrete","","","Not Provided","BUR","","","",1.82,"Front Load","","","","",150,25,25,2,1,"Mainly Asphalt with some Concrete",5,"Yes","ESFR","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Faropoint","Not Provided","City Public Service","San Antonio Water System","No",,"No","","No Issue",""
"xflstuar","6959 Stuart Avenue","","FRG X                                                                           ","Jacksonville","Acquired                                                                        ",,"2021-04-01 00:00:00","Renewal / Re-tenant",1974,"005184-0020",14,"Rectangle","Tilt-up/Concrete","","",2018,"Metal","Other","","",2.16,"Front Load","Rear Load","Side Load","","",120,23,23,4,3,"Aspalt",24,"Yes","Wet","",0,"No","","No","",,"No","No","No","Sewer","Tenant","","JEA","JEA","No",,"No","","No Issue",""
"xohmost ","12080 Mosteller","","FRG X                                                                           ","Cincinnati","Acquired                                                                        ",,"2021-04-24 00:00:00","Lease-up",1970,"608-0025-0040",2,"Rectangle","Tilt-up/Concrete","Masonry","",1999,"EPDM","Other","","",14.17,"Front Load","","","","",144,12,27,29,2,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"gaeas037","5682 E Ponce de Leon Avenue","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-04-15 00:00:00","",1968,"18-138-02-004",4,"Rectangle","Masonry","","",1968,"BUR","Other","","",7.35,"Rear Load","","","","",120,20,20,10,3,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"xnj3001i","3001 Irwin Road","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-08 00:00:00","Renewal / Re-tenant",2000,"24-00304-0000-00004-03",19.9,"Rectangle","Tilt-up/Concrete","","",2019,"TPO","Other","","",11.77,"Rear Load","","","","",112,18,22.6,12,3,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"xnj2036b","2036 Briggs Road","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-08 00:00:00","Renewal / Re-tenant",2016,"24-00304-0000-00004",13,"Rectangle","Masonry","","",2014,"TPO","Other","","",3.98,"Rear Load","","","","",128,18,24,2,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"xnj6000i","6000 Irwin Road","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-08 00:00:00","Renewal / Re-tenant",2001,"24-00304-0000-00004-04",75.1,"Rectangle","Masonry","","",2019,"TPO","Other","","",10.76,"Rear Load","","","","",121,18,26,2,1,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"xtxball ","9615 Ball Street","","FRG X                                                                           ","San Antonio","Acquired                                                                        ",,"2021-05-12 00:00:00","Renewal / Re-tenant",1987,"14100-004-0150",0,"Square","Tilt-up/Concrete","","","~2002 per roof inspection report by Empire Roofing in 2020","BUR","Other","","",2.78,"Front Load","Rear Load","Side Load","","",69,24,28,4,2,"",27,"Yes","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Faropoint","CPS Energy","CPS Energy","City of San Antonio","No",,"No","","No Issue",""
"xgahire1","196 Rio Cir Decatur, GA","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1958,"18-009-30-003",29.4,"Square","Masonry","","","2016;2022","TPO","","","",2.2,"Front Load","Rear Load","Side Load","","",128,14,16,7,3,"Equal Mix",55,"No","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","Resolved","During DD of our purchase files relating to three (3) underground storage tanks were identified as p"
"xgahire2","201 Laredo Dr Decatur, GA","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1960,"18-009-10-004",5.5,"L Shape","Masonry","","",2023,"TPO","","","",1.3,"Side Load","","","","",63,16,18,4,3,"Concrete",8,"No","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire3","210 Rio Circle","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1961,"18-008-03-018",12,"Square","Masonry","","",2023,"TPO","","","",1.68,"Front Load","Rear Load","Side Load","","",199,16,17,9,4,"Mainly Asphalt with some Concrete",24,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire4","224 Rio Circle","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1961,"18-008-03-017",29,"Rectangle","Masonry","","",2021,"TPO","","","",1.78,"Front Load","Rear Load","Side Load","","",175,15,16,6,2,"Equal Mix",11,"No","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire5","246 Rio Circle","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1964,"18-008-03-019",10,"Rectangle","Masonry","","",2021,"TPO","Metal","","",1.7,"Front Load","Rear Load","Side Load","","",118,21,24,9,2,"Aspalt",30,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire6","252 Rio Circle","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1964,"18-008-03-020",38,"Rectangle","Masonry","","",2021,"TPO","","","",1.19,"Side Load","","","","",108,16,17,5,0,"Concrete",6,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire7","2980 Pine St ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1960,"18-009-10-004",18.2,"Rectangle","Masonry","","",1998,"BUR","","","",1.3,"Front Load","Side Load","","","",80,14,15,4,4,"Concrete",14,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgahire8","3000 Pine St","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-05-14 00:00:00","Renewal / Re-tenant",1960,"18-009-10-004",16,"Rectangle","Metal","Masonry","","2005;2013","Metal","TPO","","",1.3,"Front Load","Side Load","","","",100,14,22,1,6,"Concrete",4,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"padun003","7746 Dungan Road","","FRG IX                                                                          ","Philadelphia","Sold                                                                            ",,"2021-06-03 00:00:00","",1985,"OPA# 884221900",8,"Rectangle","Other","","",2013,"TPO","Other","","",2.8,"Rear Load","","","","",71,17,17,15,2,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"xnjmway3","3 Mary Way","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-25 00:00:00","Renewal / Re-tenant",1980,"Block 98, Lot 2.04",5.8,"Square","Metal","Masonry","",2015,"Metal","Other","","",3.07,"Front Load","Rear Load","","","",80,24,32,4,5,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Holding Tank","","","","","No",,"No","","No Issue",""
"xnjmway5","5 Mary Way","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-25 00:00:00","Renewal / Re-tenant",1980,"Block 98, Lot 2.05",2,"Square","Metal","Masonry","",1980,"Metal","Other","","",3.22,"Front Load","Rear Load","Side Load","","",39,24,32,1,10,"",0,"","Dry","",0,"No","","No","",,"No","No","No","Holding Tank","","","","","No",,"No","","No Issue",""
"xnjmway7","7 Mary Way","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-25 00:00:00","Renewal / Re-tenant",1980,"Block 98, Lot 2.06",6.5,"Square","Metal","Masonry","",1980,"Metal","Other","","",2.6,"Front Load","Rear Load","Side Load","","",62,24,32,19,4,"",0,"","Dry","",0,"No","","No","",,"No","No","No","Holding Tank","","","","","No",,"No","","No Issue",""
"xnjmway9","9 Mary Way","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-05-25 00:00:00","Renewal / Re-tenant",1980,"Block 98, Lot 2.07",4.4,"Square","Metal","Masonry","",1980,"Metal","Other","","",2.53,"Front Load","Rear Load","","","",60,24,32,9,4,"",0,"","Dry","",0,"No","","No","",,"No","No","No","Holding Tank","","","","","No",,"No","","No Issue",""
"xnjmway0","Mary Way Road","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ","Yes                                                                             ","2021-05-25 00:00:00","Renewal / Re-tenant",0,"Parcel 16-00098-0000-00002-02",0,"","N/A","","","N/A","N/A","","","",2.2,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"xnjmwayr","1359 Route 38","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ","Yes                                                                             ","2021-05-25 00:00:00","Renewal / Re-tenant",0,"Parcel 16-00098-0000-00008",0,"","N/A","","","N/A","N/A","","","",0.53,"N/A","","","","",0,0,0,0,0,,,,"N/A","",,,,,,,,,,,,,,,,,,,,
"xgashaw1","986 Rosedale Dr ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-07-04 00:00:00","Renewal / Re-tenant",1996,"176.3.1.003.0000",19,"Rectangle","Metal","Masonry","",1996,"Metal","","","",3.46,"Rear Load","","","","",47,18,21,2,1,"Concrete",21,"","None","",0,"No","Non-LED","No","",,"No","No","No","Septic","Tenant","","","","No",,"No","","No Issue",""
"xgashaw2","922 Mountain Ind Dr                           ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-06-04 00:00:00","Renewal / Re-tenant",1981,"16-0865-0-011-0",16.4,"Square","Metal","","","1981;2011","Metal","","","",0.88,"Front Load","Rear Load","","","",80,16,22,1,3,"Concrete",7,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgashaw3","899 Mountain Ind Dr","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-06-04 00:00:00","Renewal / Re-tenant",1973,"16-0865-0-003-0",7,"Rectangle","Metal","","",1973,"Metal","","","",1.68,"Rear Load","Side Load","","","",80,16,20,3,3,"Mainly Asphalt with some Concrete",15,"No","None","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgashaw4","3275 Florence Rd, Bldg 300","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-06-04 00:00:00","Renewal / Re-tenant",2004,"19-0675-0-044-0",1.4,"Rectangle","Metal","","",2004,"Metal","","","",1.8,"Front Load","Other","","","",80,15,17,2,5,"Concrete",11,"No","None","",0,"No","LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgashaw5","3275 Florence Rd, Bldg 200                      ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-06-04 00:00:00","Renewal / Re-tenant",2000,"19-0732-0-021-0",8.45,"Rectangle","Metal","","",2000,"Metal","","","",1.15,"Front Load","Rear Load","Other","","",60,14,16,0,3,"Concrete",6,"No","None","",0,"No","LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgashaw6","3275 Florence Rd, Bldg 100                      ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-06-04 00:00:00","Renewal / Re-tenant",1999,"19-0732-0-020-0",23.7,"Rectangle","Metal","","",1999,"Metal","","","",1.15,"Front Load","Other","","","",43,18,22,0,3,"Concrete",17,"No","None","",0,"No","LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xtxglen ","3113 Glenfield Avenue","","FRG X                                                                           ","Dallas","Acquired                                                                        ",,"2021-06-23 00:00:00","Rent Optimization",1966,"BLK C/6116 ACS 5.2411",2,"Square","Metal","Tilt-up/Concrete","","2004 , 2005","BUR","","","",5.2,"Side Load","","","","",98,18,18,12,0,"",54,"Yes","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","Atmos","","City of Dallas","No",,"No","","No Issue",""
"xnjmorri","14 Morris Avenue","","FRG X                                                                           ","Philadelphia","Acquired                                                                        ",,"2021-06-23 00:00:00","Renewal / Re-tenant",1995,"Block 84.01, Lot 3",9.7,"Rectangle","Masonry","","","upper roof (2019): 21,595 sqft lower roof (2005-2009): ~16,000 sqft","EPDM","Other","","",1.99,"Front Load","","","","",110,24,32.5,10,2,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"gasto038","4732 Stone Drive","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2021-06-24 00:00:00","",1973,"18-184-06-002",5,"Rectangle","Other","","",1973,"Metal","Other","","",2.7,"Rear Load","","","","",70,16,18,12,2,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"xtxdrysd","9820 Drysdale Lane","","FRG X                                                                           ","Houston","Sold                                                                            ",,"2021-05-11 00:00:00","Lease-up",1980,"RES H Block 3 Winstead Northwest",19,"Rectangle","Metal","Tilt-up/Concrete","",1984,"BUR","","","",1.41,"Front Load","","","","",120,18,20,6,1,"",0,"","None","",0,"No","","No","",,"No","No","No","Sewer","Faropoint","","","","No",,"No","","No Issue",""
"xgamc200","4200 McEver Industrial Drive ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-07-07 00:00:00","Renewal / Re-tenant",1987,"20-0048-0-043-0",9.7,"Rectangle","Metal","","",1987,"Metal","","","",4.4,"Rear Load","Side Load","","","",90,17,21,8,0,"Concrete",145,"Yes","Dry","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgamc220","4220 McEver Industrial Drive ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-07-07 00:00:00","Renewal / Re-tenant",1994,"20004800480, 20004800490, 20004800550",10,"Rectangle","Metal","","",1994,"Metal","","","",7.93,"Other","","","","",120,16,25,0,7,"Concrete",35,"No","Dry","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgamc255","4255 McEver Industrial Drive NW","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-07-07 00:00:00","Renewal / Re-tenant",1990,"20-0048-0-045-0",8.2,"Rectangle","Metal","","",1990,"Metal","","","",4.74,"Side Load","","","","",120,18,25,3,8,"Concrete",45,"No","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xgamc260","4260 McEver Industrial Drive ","","FRG X                                                                           ","Atlanta","Acquired                                                                        ",,"2021-07-07 00:00:00","Renewal / Re-tenant",1989,"20-0048-0-044-0",7,"Rectangle","Masonry","Metal","",1989,"Metal","","","",2.61,"Front Load","Rear Load","Side Load","","",120,15,22,0,3,"Concrete",15,"No","Dry","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","","","","No",,"No","","No Issue",""
"xilmitch","561 Mitchell Avenue ","","FRG X                                                                           ","Chicago","Acquired                                                                        ",,"2021-06-29 00:00:00","Renewal / Re-tenant",1994,"02-26-313-007",16.3,"Other","Masonry","Metal","",1994,"EPDM","","","",1.62,"Front Load","Cross Dock","","","",56,16.33,16.33,2,1,"Concrete",35,"Yes","Wet","",0,"No","Non-LED","No","",,"No","No","No","Sewer","Tenant","Nicor","Comed","Village of Glendale Heights","No",,"No","","No Issue","No further action required"
"xtxmorto","4000 Dan Morton Dr","","FRG X                                                                           ","Dallas","Acquired                                                                        ",,"2021-07-16 00:00:00","Renewal / Re-tenant",1966,"Block 8027 TR21",8.3,"Rectangle","Masonry","Tilt-up/Concrete","","3638 - 2020;
4000 - TPO 2019-2020;
4000 - Metal 1980;","TPO","Metal","","",16.94,"Front Load","Rear Load","Side Load","","",50,25,32,12,0,"Concrete",82,"Yes","Wet","",100,"No","Non-LED","No","",,"No","No","No","Sewer","Faropoint","Atmos","Encore","City of Dallas","No",,"No","","Resolved","NFA issued by TCEQ"
