Property HMY,Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY
890,"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000232","Falconview Manufacturing, LLC","Past","Original Lease","Superseded",0,6830    ,9336,63,"2020-09-01 00:00:00","2025-11-30 00:00:00",,"First Amendment",1,748
890,"tx4se001","6810-6838 Bourgeois Rd.","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000232","Falconview Manufacturing, LLC","Past","Termination","Activated",1,6830    ,9336,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,748
1270,"gamon027","1800 Montreal Circle","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000233","Georgia Recycling Solutions LLC","Past","Termination","Activated",1,"C       ",23296,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,749
1270,"gamon027","1800 Montreal Circle","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000233","Georgia Recycling Solutions LLC","Past","Original Lease","Superseded",0,"C       ",23296,168,"2011-04-01 00:00:00","2025-03-31 00:00:00",,"Orig Lease",1,749
1330,"gavet029","281 Veterans Memorial Hwy SE","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000245","Atlanta Roller Derby Inc","Past","Original Lease","Superseded",0,"C       ",26000,80,"2017-05-01 00:00:00","2023-12-31 00:00:00",,"",1,761
1330,"gavet029","281 Veterans Memorial Hwy SE","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000245","Atlanta Roller Derby Inc","Past","Termination","Activated",1,"C       ",26000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,761
917,"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000253","Chic Shabby LLC","Past","Termination","Activated",1,856     ,10000,0,"2022-09-22 00:00:00","2022-09-22 00:00:00",,,1,771
917,"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000253","Chic Shabby LLC","Past","Original Lease","Superseded",0,856     ,10000,60,"2020-08-04 00:00:00","2025-07-31 00:00:00",,"original",1,771
1340,"njrun160","160 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000277","Eurofin ANA Laboratories, inc.","Past","Original Lease","Superseded",0,"D       ",10765,87,"2018-01-01 00:00:00","2025-03-31 00:00:00",,"Original",1,796
1340,"njrun160","160 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000277","Eurofin ANA Laboratories, inc.","Past","Termination","Activated",1,"D       ",10765,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,796
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000312","Carolyn B. Glover CPA, PLC","Past","Termination","Activated",1,502     ,1600,0,"2022-12-31 00:00:00","2022-12-31 00:00:00",,,1,831
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000314","Parker Harness and Dottie Harness","Past","Termination","Activated",1,910     ,671,0,"2023-03-31 00:00:00","2023-03-31 00:00:00",,,1,833
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000314","Parker Harness and Dottie Harness","Past","Original Lease","Superseded",0,910     ,671,193,"2007-03-14 00:00:00","2023-03-31 00:00:00",,"",1,833
1339,"njrun155","155 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000343","TomKat & Kreative Displays","Past","Original Lease","Superseded",0,"F       , G-H     ",17254,37,"2019-01-01 00:00:00","2022-01-31 00:00:00",,"Fourth Amendment",1,956
1339,"njrun155","155 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000343","TomKat & Kreative Displays","Past","Contraction","Superseded",1,"F       , G-H     ",8474,1,"2022-01-01 00:00:00","2022-01-31 00:00:00",,"",1,956
1339,"njrun155","155 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000343","TomKat & Kreative Displays","Past","Termination","Activated",2,"F       , G-H     ",0,0,"2022-01-31 00:00:00","2022-01-31 00:00:00",,,1,956
892,"txlan003","6410 Langfield  Bldg. X","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000354","LQC Operating, LLC","Past","Termination","Activated",1,"BLDG-X  ",52682,0,"2021-03-31 00:00:00","2021-03-31 00:00:00",,,1,982
892,"txlan003","6410 Langfield  Bldg. X","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000354","LQC Operating, LLC","Past","Original Lease","Superseded",0,"BLDG-X  ",52682,15,"2020-01-01 00:00:00","2021-03-31 00:00:00",,"",1,982
1356,"gawhe032","9120 Wheat Street","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000372","McKinley Packaging Company","Past","Original Lease","Superseded",0,9210    ,40000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"",1,1135
1356,"gawhe032","9120 Wheat Street","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000372","McKinley Packaging Company","Past","Termination","Activated",1,9210    ,40000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1135
1343,"njrun175","175 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000287","Nelbud, Inc.","Past","Termination","Activated",1,"A       ",7500,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,806
1343,"njrun175","175 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000287","Nelbud, Inc.","Past","Original Lease","Superseded",0,"A       ",7500,60,"2019-03-01 00:00:00","2024-02-29 00:00:00",,"Second Amendment",1,806
1344,"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000290","Summit Drilling Company, Inc","Past","Original Lease","Superseded",0,"A1      ",15680,87,"2016-01-01 00:00:00","2023-03-31 00:00:00",,"Original",1,809
1344,"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000290","Summit Drilling Company, Inc","Past","Termination","Activated",1,"A1      ",15680,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,809
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000313","CrossCountry Mortgage","Past","Termination","Activated",2,430     ,3223,0,"2023-03-31 00:00:00","2023-03-31 00:00:00",,,1,832
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000313","CrossCountry Mortgage","Past","Original Lease","Superseded",0,430     ,3223,61,"2018-03-13 00:00:00","2023-03-31 00:00:00",,"",1,832
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000313","CrossCountry Mortgage","Past","Assignment","Superseded",1,430     ,0,0,"2020-03-01 00:00:00",,,"From Guild Mortgage Company",1,832
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000326","Joel Mosby","Past","Original Lease","Superseded",0,215     ,639,37,"2019-02-01 00:00:00","2022-02-28 00:00:00",,"",1,939
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000326","Joel Mosby","Past","Termination","Activated",1,215     ,639,0,"2022-02-28 00:00:00","2022-02-28 00:00:00",,,1,939
917,"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000373","KB Sports League","Past","Termination","Activated",1,930     ,12000,0,"2022-10-31 00:00:00","2022-10-31 00:00:00",,"Eviction",1,1141
917,"gaga1104","852 Dailey Mill Rd.","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Rebekah Snider                                                                  ","t0000373","KB Sports League","Past","Original Lease","Superseded",0,930     ,12000,84,"2021-04-01 00:00:00","2028-03-31 00:00:00","03/10/2021 00:00:00","",1,1141
1361,"pajam002","70 James Way","PA","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel-PA LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000386","Grapevine Visual Concepts","Past","Termination","Activated",2,"A       , B       , C       ",60324,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1178
1361,"pajam002","70 James Way","PA","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel-PA LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000386","Grapevine Visual Concepts","Past","Original Lease","Superseded",0,"A       , B       , C       ",45500,83,"2015-01-27 00:00:00","2021-11-30 00:00:00",,"Third Amendment",1,1178
1361,"pajam002","70 James Way","PA","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel-PA LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000386","Grapevine Visual Concepts","Past","Renewal","Superseded",1,"A       , B       , C       ",60324,60,"2021-12-01 00:00:00","2026-11-30 00:00:00",,"Renewal",1,1178
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000392","Zenith American Solutions, Inc","Current","Renewal","Activated",2,"340     , 350     ",1076,39,"2024-07-01 00:00:00","2027-09-30 00:00:00",,"Relocation and Extension",0,1186
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000392","Zenith American Solutions, Inc","Current","Original Lease","Superseded",0,"340     , 350     ",3988,60,"2019-07-01 00:00:00","2024-06-30 00:00:00",,"",0,1186
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000392","Zenith American Solutions, Inc","Current","Renewal","Activated",1,"340     , 350     ",3988,1,"2024-07-01 00:00:00","2024-08-14 00:00:00",,"",0,1186
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000392","Zenith American Solutions, Inc","Current","Modification","Activated",3,"340     , 350     ",1076,39,"2024-07-01 00:00:00","2027-09-30 00:00:00",,"",0,1186
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000404","Graphic Works, Inc ","Past","Original Lease","Activated",0,655     ,1313,60,"2016-06-01 00:00:00","2021-05-31 00:00:00",,"",1,1201
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000416","Sea Air Freight Express Inc","Past","Original Lease","Superseded",0,"E       ",3168,39,"2017-11-27 00:00:00","2021-01-31 00:00:00",,"",1,1227
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000416","Sea Air Freight Express Inc","Past","Renewal","Superseded",1,"E       ",3168,26,"2021-02-01 00:00:00","2023-03-31 00:00:00",,"1st AMEND",1,1227
1342,"njrun170","170 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000284","Sielox, LLC","Past","Renewal","Superseded",2,"A       ",8900,36,"2021-03-01 00:00:00","2024-02-29 00:00:00",,"3rd Amendment",1,803
1344,"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000288","Cintas Corporation","Past","Original Lease","Superseded",0,"A2      ",16456,84,"2020-06-01 00:00:00","2027-05-31 00:00:00",,"Third Amendment",1,807
1344,"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000288","Cintas Corporation","Past","Termination","Activated",1,"A2      ",16456,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,807
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000309","EZR Management LLC","Past","Termination","Activated",1,440     ,1526,0,"2023-01-31 00:00:00","2023-01-31 00:00:00",,,1,828
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000309","EZR Management LLC","Past","Original Lease","Superseded",0,440     ,1526,62,"2017-12-16 00:00:00","2023-01-31 00:00:00",,"",1,828
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000310","Faropoint Ventures LLC","Past","Original Lease","Superseded",0,535     ,1425,64,"2019-07-11 00:00:00","2024-11-10 00:00:00",,"",1,829
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000310","Faropoint Ventures LLC","Past","Termination","Activated",1,535     ,1425,0,"2024-06-24 00:00:00","2024-06-24 00:00:00",,,1,829
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000323","Mechanical Contractors Association of Memphis, Inc.","Past","Termination","Activated",1,1035    ,655,0,"2023-06-30 00:00:00","2023-06-30 00:00:00",,,1,936
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000323","Mechanical Contractors Association of Memphis, Inc.","Past","Original Lease","Superseded",0,1035    ,655,123,"2013-04-01 00:00:00","2023-06-30 00:00:00",,"",1,936
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000332","Southern Masonry Company","Past","Original Lease","Superseded",0,930     ,439,36,"2020-01-01 00:00:00","2022-12-31 00:00:00",,"",1,945
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000332","Southern Masonry Company","Past","Termination","Activated",1,930     ,439,0,"2022-12-31 00:00:00","2022-12-31 00:00:00",,,1,945
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000416","Sea Air Freight Express Inc","Past","Termination","Activated",2,"E       ",3168,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1227
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000417","The Commencement Group Inc","Current","Original Lease","Activated",0,"F       ",3200,63,"2017-10-23 00:00:00","2022-12-31 00:00:00",,"",0,1228
1375,"gadel034"," 1935 Delk Industrial Boulevard ","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000426","Truesource Home Specialties LLC","Past","Original Lease","Superseded",0,"E       ",5651,149,"2011-09-01 00:00:00","2024-01-31 00:00:00",,"",1,1266
1375,"gadel034"," 1935 Delk Industrial Boulevard ","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000426","Truesource Home Specialties LLC","Past","Termination","Activated",1,"E       ",5651,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1266
1390,"xtxball ","9615 Ball Street","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-AP-TX LP                                                                  ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000435","NBF Distributions, Inc","Past","Termination","Activated",1,9615    ,29772,0,"2023-03-15 00:00:00","2023-03-15 00:00:00",,"Early Termination",1,1307
1390,"xtxball ","9615 Ball Street","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-AP-TX LP                                                                  ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000435","NBF Distributions, Inc","Past","Original Lease","Superseded",0,9615    ,29772,75,"2020-11-01 00:00:00","2027-01-31 00:00:00",,"",1,1307
1389,"xnj6000i","6000 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000451","Stewart Business Systems","Past","Termination","Activated",1,6000    ,34847,0,"2023-08-31 00:00:00","2023-08-31 00:00:00","09/02/2022 00:00:00","Termination Agreement",1,1387
1389,"xnj6000i","6000 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000451","Stewart Business Systems","Past","Original Lease","Superseded",0,6000    ,34847,84,"2017-05-01 00:00:00","2024-04-30 00:00:00",,"Original Lease",1,1387
1388,"xnj2036b","2036 Briggs Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000452","Kaizen Martial Arts of NJ","Current","Original Lease","Activated",0,200     ,5025,120,"2017-01-01 00:00:00","2026-12-31 00:00:00",,"Original",0,1388
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000458","Stewart Business Systems","Past","Original Lease","Superseded",0,"B       ",24805,84,"2017-05-01 00:00:00","2024-04-30 00:00:00",,"1st Amendment",1,1399
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000389","GA Association of Educators, Inc ","Current","Original Lease","Superseded",0,"260     , 500     ",15529,120,"2013-12-01 00:00:00","2023-11-30 00:00:00",,"",0,1183
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000389","GA Association of Educators, Inc ","Current","Renewal","Activated",1,"260     , 500     ",15529,64,"2021-08-01 00:00:00","2026-11-30 00:00:00",,"3RD AMEND",0,1183
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000405","Kilpatrick, Rea & Associates, PC","Current","Original Lease","Superseded",0,660     ,1965,80,"2014-11-01 00:00:00","2021-06-30 00:00:00",,"",0,1202
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000405","Kilpatrick, Rea & Associates, PC","Current","Renewal","Activated",1,660     ,1965,73,"2021-07-01 00:00:00","2027-07-31 00:00:00",,"5th AMEND",0,1202
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000406","American Center for Law & Justice","Past","Original Lease","Activated",0,670     ,3364,86,"2014-06-01 00:00:00","2021-07-31 00:00:00",,"",1,1203
1377,"gaduq036"," 6105 Duquesne Drive SW","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000423","Empire Equipment Company LLC","Past","Original Lease","Superseded",0,6105    ,42000,61,"2017-12-28 00:00:00","2022-12-31 00:00:00",,"",1,1263
1377,"gaduq036"," 6105 Duquesne Drive SW","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000423","Empire Equipment Company LLC","Past","Termination","Activated",2,6105    ,42000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1263
1377,"gaduq036"," 6105 Duquesne Drive SW","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000423","Empire Equipment Company LLC","Past","Renewal","Superseded",1,6105    ,42000,60,"2023-01-01 00:00:00","2027-12-31 00:00:00",,"1ST AMEND",1,1263
1393,"xgahire3","210 Rio Circle","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000438","Construction Resources Company LLC","Current","Original Lease","Superseded",0,210     ,40000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum",0,1340
1393,"xgahire3","210 Rio Circle","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000438","Construction Resources Company LLC","Current","Remeasure","Activated",1,210     ,40841,58,"2021-01-01 00:00:00","2025-10-31 00:00:00",,"Remeasure",0,1340
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000458","Stewart Business Systems","Past","Termination","Activated",2,"B       ",24805,0,"2024-05-31 00:00:00","2024-05-31 00:00:00",,"Lease End",1,1399
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000458","Stewart Business Systems","Past","Holdover","Superseded",1,"B       ",24805,0,"2024-05-01 00:00:00",,,"Month to Month Extension",1,1399
1584,"xnjmway3","3 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000481","Victor Robbins Group, LLC ","Past","Original Lease","Activated",0,"B       ",21250,64,"2017-04-01 00:00:00","2022-07-31 00:00:00",,"Renewal",1,2299
1587,"xnjmway9","9 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000485","Tenacity Fitness, LLC ","Current","Original Lease","Superseded",0,"A       ",7500,60,"2016-09-01 00:00:00","2021-08-31 00:00:00",,"Original",0,2307
1587,"xnjmway9","9 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000485","Tenacity Fitness, LLC ","Current","Renewal","Activated",1,"A       ",7500,60,"2021-09-01 00:00:00","2026-08-31 00:00:00",,"Renewal 1",0,2307
1585,"xnjmway5","5 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000486","HERR Foods","Current","Original Lease","Superseded",0,"A       , B       ",10000,60,"2008-09-01 00:00:00","2013-08-31 00:00:00",,"Original Lease",0,2308
