account tree detail id,account tree node description,total into,type,type description,account tree code,account tree description,account tree detail code,indent,skip,underline,bold,italic,hide,negate,reverse value,database id
460,Total Disaster Voucher Program,469,T,Total,phavms,PHA Voucher Management System Report,vms1145,5,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
461,DHAP,463,H,Header,phavms,PHA Voucher Management System Report,vms1150,5,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
462,HAP For Families Assisted,463,R,Regular,phavms,PHA Voucher Management System Report,vms1155,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
463,Total DHAP,469,T,Total,phavms,PHA Voucher Management System Report,vms1160,5,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
464,Other Expenses,468,H,Header,phavms,PHA Voucher Management System Report,vms1165,5,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
465,Expense Amount1,468,R,Regular,phavms,PHA Voucher Management System Report,vms1170,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
466,Expense Amount2,468,R,Regular,phavms,PHA Voucher Management System Report,vms1175,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
467,Expense Amount3,468,R,Regular,phavms,PHA Voucher Management System Report,vms1180,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
468,Total Other Expenses,469,T,Total,phavms,PHA Voucher Management System Report,vms1185,5,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
469,Total-All,,T,Total,phavms,PHA Voucher Management System Report,vms1195,1,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
470,MTW - HCV Administrative Expenses,,R,Regular,phavms,PHA Voucher Management System Report,vms9001,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
471,MTW - Public Housing Rehabilitation,,R,Regular,phavms,PHA Voucher Management System Report,vms9002,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
472,MTW - Debt Service Repayment,,R,Regular,phavms,PHA Voucher Management System Report,vms9003,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
473,MTW - Development Activities,,R,Regular,phavms,PHA Voucher Management System Report,vms9004,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
474,MTW - Local Housing Program,,R,Regular,phavms,PHA Voucher Management System Report,vms9005,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
475,MTW - Other - 1,,R,Regular,phavms,PHA Voucher Management System Report,vms9006,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
476,MTW - Other - 2,,R,Regular,phavms,PHA Voucher Management System Report,vms9007,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
477,MTW - Other - 3,,R,Regular,phavms,PHA Voucher Management System Report,vms9008,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
478,Fraud Recovery - Costs incurred,,R,Regular,phavms,PHA Voucher Management System Report,vms9009,10,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
31955,HEADER,31957,H,Header,noi,NOI,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
31956,ACCOUNT,31957,R,Regular,noi,NOI,Income,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
31957,TOTAL,,T,Total,noi,NOI,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
31958,Net Income,32168,H,Header,noi_perf2,YSI Standard Income Statement,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
31959,Earnings Before Tax,32162,H,Header,noi_perf2,YSI Standard Income Statement,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
31960,Opertaing Income,32140,H,Header,noi_perf2,YSI Standard Income Statement,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
31961,Income,32014,H,Header,noi_perf2,YSI Standard Income Statement,40000000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31962,Base Rent,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40001000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31963,STRAIGHT LINE RENT-ADJUSTMENTS,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40001100,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31964,LESS-CONCESSIONS,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40001500,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
31965,Loass to lease,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40002000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31966,Rent Abetment,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40003000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31967,Tenant Improvements Income,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40003500,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31968,Additional rent,31973,H,Header,noi_perf2,YSI Standard Income Statement,40004000,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31969,Est CAM,31973,R,Regular,noi_perf2,YSI Standard Income Statement,40004100,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31970,EST TAX,31973,R,Regular,noi_perf2,YSI Standard Income Statement,40004200,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31971,Est Insurance,31973,R,Regular,noi_perf2,YSI Standard Income Statement,40004300,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31972,Est management fee,31973,R,Regular,noi_perf2,YSI Standard Income Statement,40004400,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31973,Total additional rent,32014,T,Total,noi_perf2,YSI Standard Income Statement,40004999,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
31974,Prior Year income,31981,H,Header,noi_perf2,YSI Standard Income Statement,40005000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31975,Prior year CAM,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005100,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31976,Prior Year TAX,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005200,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31977,Prior Year Insurance,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005300,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31978,Prior Year Management,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005400,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31979,Prior Year Utility,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005500,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31980,Prior Year Other,31981,R,Regular,noi_perf2,YSI Standard Income Statement,40005600,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31981,Total Prior Year,32014,T,Total,noi_perf2,YSI Standard Income Statement,40005999,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
31982,Utility Income,31985,H,Header,noi_perf2,YSI Standard Income Statement,40006000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31983,Utility Income EST,31985,R,Regular,noi_perf2,YSI Standard Income Statement,40006100,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31984,Utility Income- REC,31985,R,Regular,noi_perf2,YSI Standard Income Statement,40006200,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31985,Total Utility Income,32014,T,Total,noi_perf2,YSI Standard Income Statement,40006999,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
31986,Other Income,32003,H,Header,noi_perf2,YSI Standard Income Statement,40007000,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31987,Parking Income,31990,H,Header,noi_perf2,YSI Standard Income Statement,40007100,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31988,Parking Income- Lease,31990,R,Regular,noi_perf2,YSI Standard Income Statement,40007110,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31989,Parking Income-?One Time,31990,R,Regular,noi_perf2,YSI Standard Income Statement,40007120,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31990,Total Parking Income,32003,T,Total,noi_perf2,YSI Standard Income Statement,40007199,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
31991,Signage Income,32003,R,Regular,noi_perf2,YSI Standard Income Statement,40007200,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31992,Late fees,31995,H,Header,noi_perf2,YSI Standard Income Statement,40007300,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31993,Interst,31995,R,Regular,noi_perf2,YSI Standard Income Statement,40007310,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31994,Penalty,31995,R,Regular,noi_perf2,YSI Standard Income Statement,40007320,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31995,Total Late fees,32003,T,Total,noi_perf2,YSI Standard Income Statement,40007399,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
31996,Admin Fees,31999,H,Header,noi_perf2,YSI Standard Income Statement,40007400,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31997,Admin Fees- TI,31999,R,Regular,noi_perf2,YSI Standard Income Statement,40007410,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31998,Admin Fees- General,31999,R,Regular,noi_perf2,YSI Standard Income Statement,40007420,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
31999,Total Admin fees,32003,T,Total,noi_perf2,YSI Standard Income Statement,40007499,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
32000,Termination Fee,32003,R,Regular,noi_perf2,YSI Standard Income Statement,40007500,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32001,Hold Over Fee,32003,R,Regular,noi_perf2,YSI Standard Income Statement,40007600,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32002,Percentage Rent,32003,R,Regular,noi_perf2,YSI Standard Income Statement,40007700,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32003,Total Other Income,32014,T,Total,noi_perf2,YSI Standard Income Statement,40007999,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
32004,Short Term Income,32011,H,Header,noi_perf2,YSI Standard Income Statement,40008000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32005,Short Term RENT,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008100,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32006,Short Term CAM,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008200,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32007,Short Term TAX,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008300,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32008,Short Term Insurance,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008400,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32009,Short Term Management,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32010,Short Term OTHER,32011,R,Regular,noi_perf2,YSI Standard Income Statement,40008600,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32011,Total Short Term Income,32014,T,Total,noi_perf2,YSI Standard Income Statement,40008999,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
32012,Interest Income,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40009000,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32013,Other Income,32014,R,Regular,noi_perf2,YSI Standard Income Statement,40009500,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
32014,Total Income,32140,T,Total,noi_perf2,YSI Standard Income Statement,40009999,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
32015,Operating Expenses,32139,H,Header,noi_perf2,YSI Standard Income Statement,60000000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32016,RECOVERABLE EXPENSES,32068,H,Header,noi_perf2,YSI Standard Income Statement,61000000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32017,BUILDING REPAIR & MAINTANANCE,32028,H,Header,noi_perf2,YSI Standard Income Statement,61001000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32018,ASPHALT R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32019,CONCRETE R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32020,Plumbing RM,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001250,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32021,DOORS&LOCKS\KEY CARD,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32022,ELECTRICITY R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32023,HVAC R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32024,LIGHTING\BULB R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32025,ROOF R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001700,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32026,WINDOW\GLASS R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001800,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32027,MISC R&M,32028,R,Regular,noi_perf2,YSI Standard Income Statement,61001900,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32028,Total BUILDING REPAIR & MAINTANANCE,32068,T,Total,noi_perf2,YSI Standard Income Statement,61001999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32029,COMMON AREA MAINTANANCE,32040,H,Header,noi_perf2,YSI Standard Income Statement,61002000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32030,Association Fees,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32031,Fire Protection,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32032,Landscape Exterior Contract,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32033,Lanscape Other/Sprink Rpr,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002350,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32034,Parking Lot Signs,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32035,Parking Lot Maintenance,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002450,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32036,Parking Lot Sweeping,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002490,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32037,Security Patrol,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32038,Trash Removal,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32039,Vehicle Expense,32040,R,Regular,noi_perf2,YSI Standard Income Statement,61002700,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32040,Total COMMON AREA MAINTANANCE,32068,T,Total,noi_perf2,YSI Standard Income Statement,61002999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32041,UTILITIES,32048,H,Header,noi_perf2,YSI Standard Income Statement,61003000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32042,Electricity Building,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32043,Electricity COMMON,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32044,Gas & Fuel Common,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32045,Gas & Fuel Building,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32046,Water/SewerCommon,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32047,Water/SewerBuilding,32048,R,Regular,noi_perf2,YSI Standard Income Statement,61003600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32048,Total Utilities,32068,T,Total,noi_perf2,YSI Standard Income Statement,61003999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32049,Payroll,32052,H,Header,noi_perf2,YSI Standard Income Statement,61004000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32050,Maintanance Technician,32052,R,Regular,noi_perf2,YSI Standard Income Statement,61004100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32051,MANAGER PAYROLL,32052,R,Regular,noi_perf2,YSI Standard Income Statement,61004200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32052,Total payroll,32068,T,Total,noi_perf2,YSI Standard Income Statement,61004999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32053,PROPERTY MANAGEMENT FEES,32056,H,Header,noi_perf2,YSI Standard Income Statement,61005000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32054,Property Mgmt. Fees,32056,R,Regular,noi_perf2,YSI Standard Income Statement,61005100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32055,RECOVERABLE ASSET MGMT FEES,32056,R,Regular,noi_perf2,YSI Standard Income Statement,61005200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32056,Total?PROPERTY MANAGEMENT FEES,32068,T,Total,noi_perf2,YSI Standard Income Statement,61005999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32057,INSURANCE,32060,H,Header,noi_perf2,YSI Standard Income Statement,61006000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32058,PROPERTY INS,32060,R,Regular,noi_perf2,YSI Standard Income Statement,61006100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32059,LIABILITY INS,32060,R,Regular,noi_perf2,YSI Standard Income Statement,61006200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32060,Total Insurance,32068,T,Total,noi_perf2,YSI Standard Income Statement,61006999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32061,TAXES,32067,H,Header,noi_perf2,YSI Standard Income Statement,61007000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32062,PROPERTY TAXES,32065,H,Header,noi_perf2,YSI Standard Income Statement,61007100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32063,COUNTY TAXES,32065,R,Regular,noi_perf2,YSI Standard Income Statement,61007110,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32064,CITY TAXES,32065,R,Regular,noi_perf2,YSI Standard Income Statement,61007120,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32065,Total?PROPERTY TAXES,32067,T,Total,noi_perf2,YSI Standard Income Statement,61007199,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32066,TAX CONSULTANT,32067,R,Regular,noi_perf2,YSI Standard Income Statement,61007200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32067,Total Taxes,32068,T,Total,noi_perf2,YSI Standard Income Statement,61007999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32068,Total RECOVERABLE EXPENSES,32139,T,Total,noi_perf2,YSI Standard Income Statement,61009999,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32069,NON-RECOVERABLE EXPENSES,32120,H,Header,noi_perf2,YSI Standard Income Statement,62000000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32070,BUILDING REPAIR & MAINTANANCE-Non Recoverable,32080,H,Header,noi_perf2,YSI Standard Income Statement,62001000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32071,ASPHALT R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32072,CONCRETE R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32073,DOORS&LOCKS\KEY CARD-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32074,ELECTRICITY R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32075,HVAC R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32076,LIGHTING\BULB R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32077,ROOF R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001700,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32078,WINDOW\GLASS R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001800,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32079,MISC R&M-Non Recoverable,32080,R,Regular,noi_perf2,YSI Standard Income Statement,62001900,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32080,Total BUILDING REPAIR & MAINTANANCE-Non Recoverable,32120,T,Total,noi_perf2,YSI Standard Income Statement,62001999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32081,COMMON AREA MAINTANANCE NON-RECOVERABLE,32092,H,Header,noi_perf2,YSI Standard Income Statement,62002000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32082,Association Fees-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32083,Fire Protection-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32084,Landscape Exterior Contract-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32085,Lanscape Other/Sprink Rpr-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002350,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32086,Parking Lot Signs-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32087,Parking Lot Maintenance-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002450,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32088,Parking Lot Sweeping-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002490,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32089,Security Patrol-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32090,Trash Removal-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32091,Vehicle Expense-Non Recoverable,32092,R,Regular,noi_perf2,YSI Standard Income Statement,62002700,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32092,Total COMMON AREA MAINTANANCE NON-RECOVERABLE,32120,T,Total,noi_perf2,YSI Standard Income Statement,62002999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32093,UTILITIES NON-RECOVERABLE,32100,H,Header,noi_perf2,YSI Standard Income Statement,62003000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32094,Electricity Building-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32095,Electricity COMMON-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32096,Gas & Fuel Common-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003300,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32097,Gas & Fuel Building-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003400,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32098,Water/SewerCommon-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32099,Water/SewerBuilding-Non Recoverable,32100,R,Regular,noi_perf2,YSI Standard Income Statement,62003600,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32100,Total UTILITIES NON-RECOVERABLE,32120,T,Total,noi_perf2,YSI Standard Income Statement,62003999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32101,Payroll-Non Recoverable-Non Recoverable,32104,H,Header,noi_perf2,YSI Standard Income Statement,62004000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32102,Maintanance Technician-Non Recoverable,32104,R,Regular,noi_perf2,YSI Standard Income Statement,62004100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32103,MANAGER PAYROLL-Non Recoverable,32104,R,Regular,noi_perf2,YSI Standard Income Statement,62004200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32104,Total payroll-Non Recoverable,32120,T,Total,noi_perf2,YSI Standard Income Statement,62004999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32105,PROPERTY MANAGEMENT FEES-?Non Recoverable,32108,H,Header,noi_perf2,YSI Standard Income Statement,62005000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32106,Property Mgmt. Fees-Non Recoverable,32108,R,Regular,noi_perf2,YSI Standard Income Statement,62005100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32107,ASSET MGMT FEES-Non Recoverable,32108,R,Regular,noi_perf2,YSI Standard Income Statement,62005200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32108,Total PROPERTY MANAGEMENT FEES-Non Recoverable,32120,T,Total,noi_perf2,YSI Standard Income Statement,62005999,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
32109,INSURANCE-Non Recoverable,32112,H,Header,noi_perf2,YSI Standard Income Statement,62006000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32110,PROPERTY INS-Non Recoverable,32112,R,Regular,noi_perf2,YSI Standard Income Statement,62006100,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
32111,LIABILITY INS-Non Recoverable,32112,R,Regular,noi_perf2,YSI Standard Income Statement,62006200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
