hmy naics,naics code,naics desc
1220,45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters"
1221,452311,Warehouse Clubs and Supercenters
1222,452319,All Other General Merchandise Stores
1223,453,Miscellaneous Store Retailers
1224,4531,Florists
1225,45311,Florists
1226,453110,Florists
1227,4532,"Office Supplies, Stationery, and Gift Stores"
1228,45321,Office Supplies and Stationery Stores
1229,453210,Office Supplies and Stationery Stores
1230,45322,"Gift, Novelty, and Souvenir Stores"
1231,453220,"Gift, Novelty, and Souvenir Stores"
1232,4533,Used Merchandise Stores
1233,45331,Used Merchandise Stores
1234,453310,Used Merchandise Stores
1235,4539,Other Miscellaneous Store Retailers
1236,45391,Pet and Pet Supplies Stores
1237,453910,Pet and Pet Supplies Stores
1238,45392,Art Dealers
1239,453920,Art Dealers
1240,45393,Manufactured (Mobile) Home Dealers
1241,453930,Manufactured (Mobile) Home Dealers
1242,45399,All Other Miscellaneous Store Retailers
1243,453991,Tobacco Stores
1244,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
1245,454,Nonstore Retailers
1246,4541,Electronic Shopping and Mail-Order Houses
1247,45411,Electronic Shopping and Mail-Order Houses
1248,454110,Electronic Shopping and Mail-Order Houses
1249,4542,Vending Machine Operators
1250,45421,Vending Machine Operators
1251,454210,Vending Machine Operators
1252,4543,Direct Selling Establishments
1253,45431,Fuel Dealers
1254,454310,Fuel Dealers
1255,45439,Other Direct Selling Establishments
1256,454390,Other Direct Selling Establishments
1257,48,Transportation and Warehousing
1258,49,Transportation and Warehousing
1259,481,Air Transportation
1260,4811,Scheduled Air Transportation
1261,48111,Scheduled Air Transportation
1262,481111,Scheduled Passenger Air Transportation
1263,481112,Scheduled Freight Air Transportation
1264,4812,Nonscheduled Air Transportation
1265,48121,Nonscheduled Air Transportation
1266,481211,Nonscheduled Chartered Passenger Air Transportation
1267,481212,Nonscheduled Chartered Freight Air Transportation
1268,481219,Other Nonscheduled Air Transportation
1269,482,Rail Transportation
1270,4821,Rail Transportation
1271,48211,Rail Transportation
1272,482111,Line-Haul Railroads
1273,482112,Short Line Railroads
1274,483,Water Transportation
1275,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1276,48311,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1277,483111,Deep Sea Freight Transportation
1278,483112,Deep Sea Passenger Transportation
1279,483113,Coastal and Great Lakes Freight Transportation
1280,483114,Coastal and Great Lakes Passenger Transportation
1281,4832,Inland Water Transportation
1282,48321,Inland Water Transportation
1283,483211,Inland Water Freight Transportation
1284,483212,Inland Water Passenger Transportation
1285,484,Truck Transportation
1286,4841,General Freight Trucking
1287,48411,"General Freight Trucking, Local"
1288,484110,"General Freight Trucking, Local"
1289,48412,"General Freight Trucking, Long-Distance"
1290,484121,"General Freight Trucking, Long-Distance, Truckload"
1291,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
1292,4842,Specialized Freight Trucking
1293,48421,Used Household and Office Goods Moving
1294,484210,Used Household and Office Goods Moving
1295,48422,"Specialized Freight (except Used Goods) Trucking, Local"
1296,484220,"Specialized Freight (except Used Goods) Trucking, Local"
1297,48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1298,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1299,485,Transit and Ground Passenger Transportation
1300,4851,Urban Transit Systems
1301,48511,Urban Transit Systems
1302,485111,Mixed Mode Transit Systems
1303,485112,Commuter Rail Systems
1304,485113,Bus and Other Motor Vehicle Transit Systems
1305,485119,Other Urban Transit Systems
1306,4852,Interurban and Rural Bus Transportation
1307,48521,Interurban and Rural Bus Transportation
1308,485210,Interurban and Rural Bus Transportation
1309,4853,Taxi and Limousine Service
1310,48531,Taxi Service
1311,485310,Taxi Service
1312,48532,Limousine Service
1313,485320,Limousine Service
1314,4854,School and Employee Bus Transportation
1315,48541,School and Employee Bus Transportation
1316,485410,School and Employee Bus Transportation
1317,4855,Charter Bus Industry
1318,48551,Charter Bus Industry
1319,485510,Charter Bus Industry
1320,4859,Other Transit and Ground Passenger Transportation
1321,48599,Other Transit and Ground Passenger Transportation
1322,485991,Special Needs Transportation
1323,485999,All Other Transit and Ground Passenger Transportation
1324,486,Pipeline Transportation
1325,4861,Pipeline Transportation of Crude Oil
1326,48611,Pipeline Transportation of Crude Oil
1327,486110,Pipeline Transportation of Crude Oil
1328,4862,Pipeline Transportation of Natural Gas
1329,48621,Pipeline Transportation of Natural Gas
1330,486210,Pipeline Transportation of Natural Gas
1331,4869,Other Pipeline Transportation
1332,48691,Pipeline Transportation of Refined Petroleum Products
1333,486910,Pipeline Transportation of Refined Petroleum Products
1334,48699,All Other Pipeline Transportation
1335,486990,All Other Pipeline Transportation
1336,487,Scenic and Sightseeing Transportation
1337,4871,"Scenic and Sightseeing Transportation, Land"
1338,48711,"Scenic and Sightseeing Transportation, Land"
1339,487110,"Scenic and Sightseeing Transportation, Land"
1340,4872,"Scenic and Sightseeing Transportation, Water"
1341,48721,"Scenic and Sightseeing Transportation, Water"
1342,487210,"Scenic and Sightseeing Transportation, Water"
1343,4879,"Scenic and Sightseeing Transportation, Other"
1344,48799,"Scenic and Sightseeing Transportation, Other"
1345,487990,"Scenic and Sightseeing Transportation, Other"
1346,488,Support Activities for Transportation
1347,4881,Support Activities for Air Transportation
1348,48811,Airport Operations
1349,488111,Air Traffic Control
1350,488119,Other Airport Operations
1351,48819,Other Support Activities for Air Transportation
1352,488190,Other Support Activities for Air Transportation
1353,4882,Support Activities for Rail Transportation
1354,48821,Support Activities for Rail Transportation
1355,488210,Support Activities for Rail Transportation
1356,4883,Support Activities for Water Transportation
1357,48831,Port and Harbor Operations
1358,488310,Port and Harbor Operations
1359,48832,Marine Cargo Handling
1360,488320,Marine Cargo Handling
1361,48833,Navigational Services to Shipping
1362,488330,Navigational Services to Shipping
1363,48839,Other Support Activities for Water Transportation
1364,488390,Other Support Activities for Water Transportation
1365,4884,Support Activities for Road Transportation
1366,48841,Motor Vehicle Towing
1367,488410,Motor Vehicle Towing
1368,48849,Other Support Activities for Road Transportation
1369,488490,Other Support Activities for Road Transportation
1370,4885,Freight Transportation Arrangement
1371,48851,Freight Transportation Arrangement
1372,488510,Freight Transportation Arrangement
1373,4889,Other Support Activities for Transportation
1374,48899,Other Support Activities for Transportation
1375,488991,Packing and Crating
1376,488999,All Other Support Activities for Transportation
1377,491,Postal Service
1378,4911,Postal Service
1379,49111,Postal Service
1380,491110,Postal Service
1381,492,Couriers and Messengers
1382,4921,Couriers and Express Delivery Services
1383,49211,Couriers and Express Delivery Services
1384,492110,Couriers and Express Delivery Services
1385,4922,Local Messengers and Local Delivery
1386,49221,Local Messengers and Local Delivery
1387,492210,Local Messengers and Local Delivery
1388,493,Warehousing and Storage
1389,4931,Warehousing and Storage
1390,49311,General Warehousing and Storage
1391,493110,General Warehousing and Storage
1392,49312,Refrigerated Warehousing and Storage
1393,493120,Refrigerated Warehousing and Storage
1394,49313,Farm Product Warehousing and Storage
1395,493130,Farm Product Warehousing and Storage
1396,49319,Other Warehousing and Storage
1397,493190,Other Warehousing and Storage
1398,51,Information
1399,511,Publishing Industries (except Internet)
1400,5111,"Newspaper, Periodical, Book, and Directory Publishers"
1401,51111,Newspaper Publishers
1402,511110,Newspaper Publishers
1403,51112,Periodical Publishers
1404,511120,Periodical Publishers
1405,51113,Book Publishers
1406,511130,Book Publishers
1407,51114,Directory and Mailing List Publishers
1408,511140,Directory and Mailing List Publishers
1409,51119,Other Publishers
1410,511191,Greeting Card Publishers
1411,511199,All Other Publishers
1412,5112,Software Publishers
1413,51121,Software Publishers
1414,511210,Software Publishers
1415,512,Motion Picture and Sound Recording Industries
1416,5121,Motion Picture and Video Industries
1417,51211,Motion Picture and Video Production
1418,512110,Motion Picture and Video Production
1419,51212,Motion Picture and Video Distribution
1420,512120,Motion Picture and Video Distribution
1421,51213,Motion Picture and Video Exhibition
1422,512131,Motion Picture Theaters (except Drive-Ins)
1423,512132,Drive-In Motion Picture Theaters
1424,51219,Postproduction Services and Other Motion Picture and Video Industries
1425,512191,Teleproduction and Other Postproduction Services
1426,512199,Other Motion Picture and Video Industries
1427,5122,Sound Recording Industries
1428,51223,Music Publishers
1429,512230,Music Publishers
1430,51224,Sound Recording Studios
1431,512240,Sound Recording Studios
1432,51225,Record Production and Distribution
1433,512250,Record Production and Distribution
1434,51229,Other Sound Recording Industries
1435,512290,Other Sound Recording Industries
1436,515,Broadcasting (except Internet)
1437,5151,Radio and Television Broadcasting
1438,51511,Radio Broadcasting
1439,515111,Radio Networks
1440,515112,Radio Stations
1441,51512,Television Broadcasting
1442,515120,Television Broadcasting
1443,5152,Cable and Other Subscription Programming
1444,51521,Cable and Other Subscription Programming
1445,515210,Cable and Other Subscription Programming
1446,517,Telecommunications
1447,5173,Wired and Wireless Telecommunications Carriers
1448,51731,Wired and Wireless Telecommunications Carriers
1449,517311,Wired Telecommunications Carriers
1450,517312,Wireless Telecommunications Carriers (except Satellite)
1451,5174,Satellite Telecommunications
1452,51741,Satellite Telecommunications
1453,517410,Satellite Telecommunications
1454,5179,Other Telecommunications
1455,51791,Other Telecommunications
1456,517911,Telecommunications Resellers
1457,517919,All Other Telecommunications
1458,518,"Data Processing, Hosting, and Related Services"
1459,5182,"Data Processing, Hosting, and Related Services"
1460,51821,"Data Processing, Hosting, and Related Services"
1461,518210,"Data Processing, Hosting, and Related Services"
1462,519,Other Information Services
1463,5191,Other Information Services
1464,51911,News Syndicates
1465,519110,News Syndicates
1466,51912,Libraries and Archives
1467,519120,Libraries and Archives
1468,51913,Internet Publishing and Broadcasting and Web Search Portals
1469,519130,Internet Publishing and Broadcasting and Web Search Portals
1470,51919,All Other Information Services
1471,519190,All Other Information Services
1472,52,Finance and Insurance
1473,521,Monetary Authorities-Central Bank
1474,5211,Monetary Authorities-Central Bank
1475,52111,Monetary Authorities-Central Bank
1476,521110,Monetary Authorities-Central Bank
1477,522,Credit Intermediation and Related Activities
1478,5221,Depository Credit Intermediation
1479,52211,Commercial Banking
1480,522110,Commercial Banking
1481,52212,Savings Institutions
1482,522120,Savings Institutions
1483,52213,Credit Unions
1484,522130,Credit Unions
1485,52219,Other Depository Credit Intermediation
1486,522190,Other Depository Credit Intermediation
1487,5222,Nondepository Credit Intermediation
1488,52221,Credit Card Issuing
1489,522210,Credit Card Issuing
1490,52222,Sales Financing
1491,522220,Sales Financing
1492,52229,Other Nondepository Credit Intermediation
1493,522291,Consumer Lending
1494,522292,Real Estate Credit
1495,522293,International Trade Financing
1496,522294,Secondary Market Financing
1497,522298,All Other Nondepository Credit Intermediation
1498,5223,Activities Related to Credit Intermediation
1499,52231,Mortgage and Nonmortgage Loan Brokers
1500,522310,Mortgage and Nonmortgage Loan Brokers
1501,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1502,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1503,52239,Other Activities Related to Credit Intermediation
1504,522390,Other Activities Related to Credit Intermediation
1505,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Act"
1506,5231,Securities and Commodity Contracts Intermediation and Brokerage
1507,52311,Investment Banking and Securities Dealing
1508,523110,Investment Banking and Securities Dealing
1509,52312,Securities Brokerage
1510,523120,Securities Brokerage
1511,52313,Commodity Contracts Dealing
1512,523130,Commodity Contracts Dealing
1513,52314,Commodity Contracts Brokerage
1514,523140,Commodity Contracts Brokerage
1515,5232,Securities and Commodity Exchanges
1516,52321,Securities and Commodity Exchanges
1517,523210,Securities and Commodity Exchanges
1518,5239,Other Financial Investment Activities
1519,52391,Miscellaneous Intermediation
1520,523910,Miscellaneous Intermediation
1521,52392,Portfolio Management
1522,523920,Portfolio Management
1523,52393,Investment Advice
1524,523930,Investment Advice
1525,52399,All Other Financial Investment Activities
1526,523991,"Trust, Fiduciary, and Custody Activities"
1527,523999,Miscellaneous Financial Investment Activities
1528,524,Insurance Carriers and Related Activities
1529,5241,Insurance Carriers
1530,52411,"Direct Life, Health, and Medical Insurance Carriers"
1531,524113,Direct Life Insurance Carriers
1532,524114,Direct Health and Medical Insurance Carriers
1533,52412,"Direct Insurance (except Life, Health, and Medical) Carriers"
1534,524126,Direct Property and Casualty Insurance Carriers
1535,524127,Direct Title Insurance Carriers
1536,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
1537,52413,Reinsurance Carriers
1538,524130,Reinsurance Carriers
1539,5242,"Agencies, Brokerages, and Other Insurance Related Activities"
1540,52421,Insurance Agencies and Brokerages
1541,524210,Insurance Agencies and Brokerages
1542,52429,Other Insurance Related Activities
1543,524291,Claims Adjusting
1544,524292,Third Party Administration of Insurance and Pension Funds
1545,524298,All Other Insurance Related Activities
1546,525,"Funds, Trusts, and Other Financial Vehicles"
1547,5251,Insurance and Employee Benefit Funds
1548,52511,Pension Funds
1549,525110,Pension Funds
1550,52512,Health and Welfare Funds
1551,525120,Health and Welfare Funds
1552,52519,Other Insurance Funds
1553,525190,Other Insurance Funds
1554,5259,Other Investment Pools and Funds
1555,52591,Open-End Investment Funds
1556,525910,Open-End Investment Funds
1557,52592,"Trusts, Estates, and Agency Accounts"
1558,525920,"Trusts, Estates, and Agency Accounts"
1559,52599,Other Financial Vehicles
1560,525990,Other Financial Vehicles
1561,53,Real Estate and Rental and Leasing
1562,531,Real Estate
1563,5311,Lessors of Real Estate
1564,53111,Lessors of Residential Buildings and Dwellings
1565,531110,Lessors of Residential Buildings and Dwellings
1566,53112,Lessors of Nonresidential Buildings (except Miniwarehouses)
1567,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
1568,53113,Lessors of Miniwarehouses and Self-Storage Units
1569,531130,Lessors of Miniwarehouses and Self-Storage Units
1570,53119,Lessors of Other Real Estate Property
1571,531190,Lessors of Other Real Estate Property
1572,5312,Offices of Real Estate Agents and Brokers
1573,53121,Offices of Real Estate Agents and Brokers
1574,531210,Offices of Real Estate Agents and Brokers
1575,5313,Activities Related to Real Estate
1576,53131,Real Estate Property Managers
1577,531311,Residential Property Managers
1578,531312,Nonresidential Property Managers
1579,53132,Offices of Real Estate Appraisers
1580,531320,Offices of Real Estate Appraisers
1581,53139,Other Activities Related to Real Estate
1582,531390,Other Activities Related to Real Estate
1583,532,Rental and Leasing Services
1584,5321,Automotive Equipment Rental and Leasing
1585,53211,Passenger Car Rental and Leasing
1586,532111,Passenger Car Rental
1587,532112,Passenger Car Leasing
1588,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1589,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1590,5322,Consumer Goods Rental
1591,53221,Consumer Electronics and Appliances Rental
1592,532210,Consumer Electronics and Appliances Rental
1593,53228,Other Consumer Goods Rental
1594,532281,Formal Wear and Costume Rental
1595,532282,Video Tape and Disc Rental
1596,532283,Home Health Equipment Rental
1597,532284,Recreational Goods Rental
1598,532289,All Other Consumer Goods Rental
1599,5323,General Rental Centers
1600,53231,General Rental Centers
1601,532310,General Rental Centers
1602,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing
1603,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Renta"
1604,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1605,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1606,53242,Office Machinery and Equipment Rental and Leasing
1607,532420,Office Machinery and Equipment Rental and Leasing
1608,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1609,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1610,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1611,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1612,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1613,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1614,54,"Professional, Scientific, and Technical Services"
1615,541,"Professional, Scientific, and Technical Services"
1616,5411,Legal Services
1617,54111,Offices of Lawyers
1618,541110,Offices of Lawyers
1619,54112,Offices of Notaries
1620,541120,Offices of Notaries
1621,54119,Other Legal Services
1622,541191,Title Abstract and Settlement Offices
1623,541199,All Other Legal Services
1624,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1625,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1626,541211,Offices of Certified Public Accountants
1627,541213,Tax Preparation Services
1628,541214,Payroll Services
1629,541219,Other Accounting Services
1630,5413,"Architectural, Engineering, and Related Services"
1631,54131,Architectural Services
1632,541310,Architectural Services
1633,54132,Landscape Architectural Services
1634,541320,Landscape Architectural Services
1635,54133,Engineering Services
1636,541330,Engineering Services
1637,54134,Drafting Services
1638,541340,Drafting Services
1639,54135,Building Inspection Services
1640,541350,Building Inspection Services
1641,54136,Geophysical Surveying and Mapping Services
1642,541360,Geophysical Surveying and Mapping Services
1643,54137,Surveying and Mapping (except Geophysical) Services
1644,541370,Surveying and Mapping (except Geophysical) Services
1645,54138,Testing Laboratories
1646,541380,Testing Laboratories
1647,5414,Specialized Design Services
1648,54141,Interior Design Services
1649,541410,Interior Design Services
1650,54142,Industrial Design Services
1651,541420,Industrial Design Services
1652,54143,Graphic Design Services
1653,541430,Graphic Design Services
1654,54149,Other Specialized Design Services
1655,541490,Other Specialized Design Services
1656,5415,Computer Systems Design and Related Services
1657,54151,Computer Systems Design and Related Services
1658,541511,Custom Computer Programming Services
1659,541512,Computer Systems Design Services
1660,541513,Computer Facilities Management Services
1661,541519,Other Computer Related Services
1662,5416,"Management, Scientific, and Technical Consulting Services"
1663,54161,Management Consulting Services
1664,541611,Administrative Management and General Management Consulting Services
1665,541612,Human Resources Consulting Services
1666,541613,Marketing Consulting Services
1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
1668,541618,Other Management Consulting Services
1669,54162,Environmental Consulting Services
1670,541620,Environmental Consulting Services
1671,54169,Other Scientific and Technical Consulting Services
1672,541690,Other Scientific and Technical Consulting Services
1673,5417,Scientific Research and Development Services
1674,54171,"Research and Development in the Physical, Engineering, and Life Sciences"
1675,541713,Research and Development in Nanotechnology
1676,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1677,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except"
1678,54172,Research and Development in the Social Sciences and Humanities
1679,541720,Research and Development in the Social Sciences and Humanities
1680,5418,"Advertising, Public Relations, and Related Services"
1681,54181,Advertising Agencies
1682,541810,Advertising Agencies
1683,54182,Public Relations Agencies
1684,541820,Public Relations Agencies
1685,54183,Media Buying Agencies
1686,541830,Media Buying Agencies
1687,54184,Media Representatives
1688,541840,Media Representatives
1689,54185,Outdoor Advertising
1690,541850,Outdoor Advertising
1691,54186,Direct Mail Advertising
1692,541860,Direct Mail Advertising
1693,54187,Advertising Material Distribution Services
1694,541870,Advertising Material Distribution Services
1695,54189,Other Services Related to Advertising
1696,541890,Other Services Related to Advertising
1697,5419,"Other Professional, Scientific, and Technical Services"
1698,54191,Marketing Research and Public Opinion Polling
1699,541910,Marketing Research and Public Opinion Polling
1700,54192,Photographic Services
1701,541921,"Photography Studios, Portrait"
1702,541922,Commercial Photography
1703,54193,Translation and Interpretation Services
1704,541930,Translation and Interpretation Services
1705,54194,Veterinary Services
1706,541940,Veterinary Services
1707,54199,"All Other Professional, Scientific, and Technical Services"
1708,541990,"All Other Professional, Scientific, and Technical Services"
1709,55,Management of Companies and Enterprises
1710,551,Management of Companies and Enterprises
1711,5511,Management of Companies and Enterprises
1712,55111,Management of Companies and Enterprises
1713,551111,Offices of Bank Holding Companies
1714,551112,Offices of Other Holding Companies
1715,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1716,56,Administrative and Support and Waste Management and Remediation Services
1717,561,Administrative and Support Services
1718,5611,Office Administrative Services
1719,56111,Office Administrative Services
1720,561110,Office Administrative Services
1721,5612,Facilities Support Services
1722,56121,Facilities Support Services
1723,561210,Facilities Support Services
1724,5613,Employment Services
1725,56131,Employment Placement Agencies and Executive Search Services
1726,561311,Employment Placement Agencies
1727,561312,Executive Search Services
1728,56132,Temporary Help Services
1729,561320,Temporary Help Services
1730,56133,Professional Employer Organizations
1731,561330,Professional Employer Organizations
1732,5614,Business Support Services
1733,56141,Document Preparation Services
1734,561410,Document Preparation Services
1735,56142,Telephone Call Centers
1736,561421,Telephone Answering Services
1737,561422,Telemarketing Bureaus and Other Contact Centers
1738,56143,Business Service Centers
1739,561431,Private Mail Centers
1740,561439,Other Business Service Centers (including Copy Shops)
1741,56144,Collection Agencies
1742,561440,Collection Agencies
1743,56145,Credit Bureaus
1744,561450,Credit Bureaus
1745,56149,Other Business Support Services
1746,561491,Repossession Services
1747,561492,Court Reporting and Stenotype Services
1748,561499,All Other Business Support Services
1749,5615,Travel Arrangement and Reservation Services
1750,56151,Travel Agencies
1751,561510,Travel Agencies
1752,56152,Tour Operators
1753,561520,Tour Operators
1754,56159,Other Travel Arrangement and Reservation Services
1755,561591,Convention and Visitors Bureaus
1756,561599,All Other Travel Arrangement and Reservation Services
1757,5616,Investigation and Security Services
1758,56161,"Investigation, Guard, and Armored Car Services"
1759,561611,Investigation Services
1760,561612,Security Guards and Patrol Services
1761,561613,Armored Car Services
1762,56162,Security Systems Services
1763,561621,Security Systems Services (except Locksmiths)
1764,561622,Locksmiths
1765,5617,Services to Buildings and Dwellings
1766,56171,Exterminating and Pest Control Services
1767,561710,Exterminating and Pest Control Services
1768,56172,Janitorial Services
1769,561720,Janitorial Services
1770,56173,Landscaping Services
1771,561730,Landscaping Services
1772,56174,Carpet and Upholstery Cleaning Services
1773,561740,Carpet and Upholstery Cleaning Services
1774,56179,Other Services to Buildings and Dwellings
1775,561790,Other Services to Buildings and Dwellings
1776,5619,Other Support Services
1777,56191,Packaging and Labeling Services
1778,561910,Packaging and Labeling Services
1779,56192,Convention and Trade Show Organizers
1780,561920,Convention and Trade Show Organizers
1781,56199,All Other Support Services
1782,561990,All Other Support Services
1783,562,Waste Management and Remediation Services
1784,5621,Waste Collection
1785,56211,Waste Collection
1786,562111,Solid Waste Collection
1787,562112,Hazardous Waste Collection
1788,562119,Other Waste Collection
1789,5622,Waste Treatment and Disposal
1790,56221,Waste Treatment and Disposal
1791,562211,Hazardous Waste Treatment and Disposal
1792,562212,Solid Waste Landfill
1793,562213,Solid Waste Combustors and Incinerators
1794,562219,Other Nonhazardous Waste Treatment and Disposal
1795,5629,Remediation and Other Waste Management Services
1796,56291,Remediation Services
1797,562910,Remediation Services
1798,56292,Materials Recovery Facilities
1799,562920,Materials Recovery Facilities
1800,56299,All Other Waste Management Services
1801,562991,Septic Tank and Related Services
1802,562998,All Other Miscellaneous Waste Management Services
1803,61,Educational Services
1804,611,Educational Services
1805,6111,Elementary and Secondary Schools
1806,61111,Elementary and Secondary Schools
1807,611110,Elementary and Secondary Schools
1808,6112,Junior Colleges
1809,61121,Junior Colleges
1810,611210,Junior Colleges
1811,6113,"Colleges, Universities, and Professional Schools"
1812,61131,"Colleges, Universities, and Professional Schools"
1813,611310,"Colleges, Universities, and Professional Schools"
1814,6114,Business Schools and Computer and Management Training
1815,61141,Business and Secretarial Schools
1816,611410,Business and Secretarial Schools
1817,61142,Computer Training
1818,611420,Computer Training
1819,61143,Professional and Management Development Training
1820,611430,Professional and Management Development Training
1821,6115,Technical and Trade Schools
1822,61151,Technical and Trade Schools
1823,611511,Cosmetology and Barber Schools
1824,611512,Flight Training
1825,611513,Apprenticeship Training
1826,611519,Other Technical and Trade Schools
1827,6116,Other Schools and Instruction
1828,61161,Fine Arts Schools
1829,611610,Fine Arts Schools
1830,61162,Sports and Recreation Instruction
1831,611620,Sports and Recreation Instruction
1832,61163,Language Schools
1833,611630,Language Schools
1834,61169,All Other Schools and Instruction
1835,611691,Exam Preparation and Tutoring
1836,611692,Automobile Driving Schools
1837,611699,All Other Miscellaneous Schools and Instruction
1838,6117,Educational Support Services
1839,61171,Educational Support Services
1840,611710,Educational Support Services
1841,62,Health Care and Social Assistance
1842,621,Ambulatory Health Care Services
1843,6211,Offices of Physicians
1844,62111,Offices of Physicians
1845,621111,Offices of Physicians (except Mental Health Specialists)
1846,621112,"Offices of Physicians, Mental Health Specialists"
1847,6212,Offices of Dentists
1848,62121,Offices of Dentists
1849,621210,Offices of Dentists
1850,6213,Offices of Other Health Practitioners
1851,62131,Offices of Chiropractors
1852,621310,Offices of Chiropractors
1853,62132,Offices of Optometrists
1854,621320,Offices of Optometrists
1855,62133,Offices of Mental Health Practitioners (except Physicians)
1856,621330,Offices of Mental Health Practitioners (except Physicians)
1857,62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1858,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1859,62139,Offices of All Other Health Practitioners
1860,621391,Offices of Podiatrists
1861,621399,Offices of All Other Miscellaneous Health Practitioners
1862,6214,Outpatient Care Centers
1863,62141,Family Planning Centers
1864,621410,Family Planning Centers
1865,62142,Outpatient Mental Health and Substance Abuse Centers
1866,621420,Outpatient Mental Health and Substance Abuse Centers
1867,62149,Other Outpatient Care Centers
1868,621491,HMO Medical Centers
1869,621492,Kidney Dialysis Centers
1870,621493,Freestanding Ambulatory Surgical and Emergency Centers
1871,621498,All Other Outpatient Care Centers
1872,6215,Medical and Diagnostic Laboratories
1873,62151,Medical and Diagnostic Laboratories
1874,621511,Medical Laboratories
1875,621512,Diagnostic Imaging Centers
1876,6216,Home Health Care Services
1877,62161,Home Health Care Services
1878,621610,Home Health Care Services
1879,6219,Other Ambulatory Health Care Services
1880,62191,Ambulance Services
1881,621910,Ambulance Services
1882,62199,All Other Ambulatory Health Care Services
1883,621991,Blood and Organ Banks
1884,621999,All Other Miscellaneous Ambulatory Health Care Services
1885,622,Hospitals
1886,6221,General Medical and Surgical Hospitals
1887,62211,General Medical and Surgical Hospitals
1888,622110,General Medical and Surgical Hospitals
1889,6222,Psychiatric and Substance Abuse Hospitals
1890,62221,Psychiatric and Substance Abuse Hospitals
1891,622210,Psychiatric and Substance Abuse Hospitals
1892,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals
1893,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals
1894,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
1895,623,Nursing and Residential Care Facilities
1896,6231,Nursing Care Facilities (Skilled Nursing Facilities)
1897,62311,Nursing Care Facilities (Skilled Nursing Facilities)
1898,623110,Nursing Care Facilities (Skilled Nursing Facilities)
1899,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substa"
1900,62321,Residential Intellectual and Developmental Disability Facilities
1901,623210,Residential Intellectual and Developmental Disability Facilities
1902,62322,Residential Mental Health and Substance Abuse Facilities
1903,623220,Residential Mental Health and Substance Abuse Facilities
1904,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the El
1905,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the El
1906,623311,Continuing Care Retirement Communities
1907,623312,Assisted Living Facilities for the Elderly
1908,6239,Other Residential Care Facilities
1909,62399,Other Residential Care Facilities
1910,623990,Other Residential Care Facilities
1911,624,Social Assistance
1912,6241,Individual and Family Services
1913,62411,Child and Youth Services
1914,624110,Child and Youth Services
1915,62412,Services for the Elderly and Persons with Disabilities
1916,624120,Services for the Elderly and Persons with Disabilities
1917,62419,Other Individual and Family Services
1918,624190,Other Individual and Family Services
1919,6242,"Community Food and Housing, and Emergency and Other Relief Services"
1920,62421,Community Food Services
1921,624210,Community Food Services
1922,62422,Community Housing Services
1923,624221,Temporary Shelters
1924,624229,Other Community Housing Services
1925,62423,Emergency and Other Relief Services
1926,624230,Emergency and Other Relief Services
1927,6243,Vocational Rehabilitation Services
1928,62431,Vocational Rehabilitation Services
1929,624310,Vocational Rehabilitation Services
1930,6244,Child Day Care Services
