hmy property,property code,property address,city,state,zip,building id,fund,market,status,is land?,acq. date,other ac. costs,acq. strategy,disposition date,disposition noi,year built,parcel,% office,building shape,construction type 1,construction type 2,construction type 3,roof replacement,roof type 1,roof type 2,roof type 3,roof type 4,land (acres),loading type 1,loading type 2,loading type 3,loading type 4,loading type 5,max truck court depth,min. clear height,max. clear height,max column length,max column width,# dock doors,# of drive ins,truck court type,# parking spots,fire alarm,sprinkler type 1,sprinkler type 2,sprinkler coverage %,cold storage,ext. light type,generator,generator fuel type,generator size,ev charge,fire pump,fire water tank,sewege type,utility acc. holder,gas provider,electric provider,water provider,solar,solar power,recycling,what is recycled?,enviromental issues?,enviromental notes,disposition price
1291,nikedeal,165 Wingo Road i,Byhalia,MS,38611,,FP Swoosh LP                                                                    ,Memphis,Acquired                                                                        ,,2020-10-19,714000.00,Rent Optimization,,0.00,2020.00,188 -28-00104,4.7000,Rectangle,Tilt-up/Concrete,Other,,2020,TPO,,,,72.00,Cross Dock,,,,,170.00,36.00,36.00,54.00,50.00,100,2,Mainly Asphalt with some Concrete,300.00,Yes,ESFR,,0.00,No,LED,Yes,Natural Gas,,Yes,Yes,No,Sewer,Tenant,NCEPA,NCEPA,NCEPA,Yes,,No,,No Issue,,0.00
1293,tnnew18 ,4050 New Getwell Road,Memphis,TN,38118,,FRG IX                                                                          ,Memphis,Sold                                                                            ,,2020-11-05,70861.60,,2022-06-22,0.00,1972.00,,10.0000,Rectangle,Other,,,2022,BUR,Other,,,5.21,Front Load,,,,,66.00,20.00,20.00,0.00,0.00,16,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,4950000.00
1294,njleo19 ,858 North Lenola Road,Moorestown,NJ,8057,BUILDING 1,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2021-10-29,25886.85,,2022-06-22,193197.94,1965.00,"Block 400, Lot 2",15.0000,Other,Tilt-up/Concrete,,,2017,TPO,Other,,,3.04,Rear Load,,,,,0.00,15.00,15.00,0.00,0.00,5,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,4092812.37
1294,njleo19 ,858 North Lenola Road,Moorestown,NJ,8057,BUILDING 2,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2021-10-29,36788.85,,2022-06-22,161636.04,1965.00,"Block 400, Lot 2",22.0000,Other,Tilt-up/Concrete,,,2021-building 2 got a new roof,TPO,Other,,,3.04,Other,,,,,0.00,15.00,15.00,0.00,0.00,4,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,3424187.63
1330,gavet029,281 Veterans Memorial Hwy SE,Mabelton,GA,30126,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2020-11-05,268335.34,,2022-06-22,428728.00,1998.00,18-00450-008-0,16.0000,Other,Metal,Masonry,,1998,Metal,Other,,,8.07,Front Load,,,,,70.00,22.00,32.00,0.00,0.00,21,5,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,9396000.00
1338,njrun150,150 E Ninth Avenue,Runnemede,NJ,07078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,45466.70,,2022-06-22,0.00,1992.00,"Block 135, Lot 43.07",39.0000,Square,Other,,,2011,TPO,Other,,,2.00,Rear Load,,,,,93.00,20.00,20.00,0.00,0.00,2,0,,,,Wet,,,,,,,,,,,,,,,,,,,,,,3255000.00
1339,njrun155,155 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,119381.74,,2022-06-22,0.00,1988.00,"Block 135, Lot 43",22.0000,Rectangle,Other,,,2011,BUR,Other,,,3.80,Rear Load,,,,,90.00,22.00,22.00,0.00,0.00,11,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,7672000.00
1340,njrun160,160 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,103784.34,,2022-06-22,0.00,1998.00,"Block 135, Lot 43.08",47.0000,Rectangle,Other,,,1998,Metal,Other,,,7.30,Rear Load,,,,,103.00,22.00,22.00,0.00,0.00,5,0,,,,Wet,,,,,,,,,,,,,,,,,,,,,,5754000.00
1341,njrun165,165 E Ninth Avenue,Runnemede,NJ,08058,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,137322.12,,2022-06-22,0.00,2005.00,"Block 135, Lot 43.01",22.0000,Rectangle,Other,,,2005,Metal,Other,,,8.60,Rear Load,,,,,107.00,24.00,24.00,0.00,0.00,10,4,,,,Wet,,,,,,,,,,,,,,,,,,,,,,9329000.00
1342,njrun170,170 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,46374.90,,2022-06-22,0.00,1992.00,"Block 135, Lot 43.09",39.0000,Square,Other,,,Not provided,BUR,Other,,,1.80,Rear Load,,,,,113.00,22.00,22.00,0.00,0.00,2,2,,,,Wet,,,,,,,,,,,,,,,,,,,,,,2896000.00
1343,njrun175,175 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,77833.13,,2022-06-22,0.00,1995.00,"Block 135, Lot 43.02",13.0000,Rectangle,Other,,,1995,Metal,Other,,,2.60,Rear Load,,,,,101.00,22.00,22.00,0.00,0.00,3,4,,,,Wet,,,,,,,,,,,,,,,,,,,,,,4727000.00
1344,njrun190,190 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-10,142554.06,,2022-06-22,0.00,1998.00,"Block 135, Lot 43.06",22.0000,Other,Other,,,1998,Metal,Other,,,2.60,Rear Load,,,,,122.00,24.00,24.00,0.00,0.00,5,2,,,,Wet,,,,,,,,,,,,,,,,,,,,,,7943000.00
1345,njhig121,"121 High Hill Road, Unit A",Swedesboro,NJ,08085,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2020-12-15,198968.66,,2023-05-31,0.00,1962.00,"Block 5, Lot 7.02 Qual C0001",10.1000,Rectangle,Tilt-up/Concrete,,,2015,TPO,Other,,,12.50,Front Load,,,,,176.00,21.00,24.00,0.00,0.00,9,3,,,,Wet,Dry,,,,,,,,,,,,,,,,,,,,,9450000.00
1346,garon030,2210 Ronald Reagan Boulevard,Cumming,GA,30041,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2020-12-30,122565.16,,2022-06-22,443791.00,1986.00,131-252,13.0000,Rectangle,Metal,Masonry,,1986,Metal,Other,,,3.60,Rear Load,,,,,60.00,28.00,36.00,0.00,0.00,2,1,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,6926000.00
1347,gaent031,20 and 30 Enterprise Boulevard,Atlanta,GA,30336,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2020-12-30,62706.37,,2022-06-22,154500.00,1971.00,14F-0084-LL-021-1,22.0000,Rectangle,Other,,,"1971, 2019",BUR,Other,,,2.80,Rear Load,,,,,90.00,16.00,18.00,0.00,0.00,2,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,3545000.00
1349,njrun180,180 E Ninth Avenue,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,Yes                                                                             ,2020-12-10,0.00,,2022-06-22,0.00,0.00,30-00135-0000-00043-06,0.0000,,N/A,,,,N/A,,,,3.63,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1350,njrun200,200 E Ninth Avenue	,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,Yes                                                                             ,2020-12-10,0.00,,2022-06-22,0.00,0.00,30-00135-0000-00043-05,0.0000,,N/A,,,,N/A,,,,4.18,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1351,njrun717,717 E Clements Bridge,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,Yes                                                                             ,2020-12-10,0.00,,2022-06-22,0.00,0.00,30-00126-0000-00001-01,0.0000,,N/A,,,,N/A,,,,0.56,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1352,njrun721,721 E Clements Bridge Road,Runnemede,NJ,08078,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,Yes                                                                             ,2020-12-10,0.00,,2022-06-22,0.00,0.00,30-00126-0000-00001,0.0000,,N/A,,,,N/A,,,,0.48,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1356,gawhe032,9120 Wheat Street,Covington,GA,30014,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-03-02,55058.00,,2022-06-22,146377.00,1997.00,c0810 00000 096 B00,4.0000,Square,Metal,,,1997,Metal,Other,,,1.89,Front Load,,,,,120.00,16.00,18.00,0.00,0.00,4,1,,,,Wet,,,,,,,,,,,,,,,,,,,,,,3300000.00
1357,njwes103,103-05 West Park Drive,Mount Laurel,NJ,08054,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2021-03-02,96911.66,,2022-06-22,255019.00,1977.00,"Block 1204, Lot 4.04 and Block 1203 Lot 1.01",11.0000,Rectangle,Masonry,,,2017,Metal,Other,,,4.50,Front Load,,,,,106.00,16.00,16.00,0.00,0.00,4,1,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,8000000.00
1361,pajam002,70 James Way,Southampton,PA,18966,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2021-03-11,176556.52,,2022-06-22,348908.00,1989.00,48011004-004,4.0000,Rectangle,Tilt-up/Concrete,,,"2008 - 26,400sf 2004 - 33,200sf",BUR,Other,,,3.30,Front Load,,,,,154.00,20.00,20.00,0.00,0.00,10,2,,,,Wet,,,,,,,,,,,,,,,,,,,,,,7072000.00
1365,gacom33 ,1235 Commerce Rd,Morrow,GA,30260,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-03-30,222214.75,,2022-06-22,576435.00,1984.00,12081A-A004,11.0000,Other,Masonry,,,1984,BUR,Other,,,9.10,Front Load,,,,,60.00,24.00,24.00,0.00,0.00,22,0,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,8437000.00
1372,xtndelp1,4290 Delp Street,Memphis,TN,38118,,FRG X                                                                           ,Memphis,Acquired                                                                        ,,2021-04-12,73214.26,Renewal / Re-tenant,,0.00,1973.00,073101 00079,14.0000,Rectangle,Tilt-up/Concrete,,,2005,TPO,,,,9.40,Front Load,,,,,90.00,20.00,22.00,37.00,33.00,16,2,Mainly Asphalt with some Concrete,35.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,MLGW,MLGW,MLGW,No,,No,,No Issue,,0.00
1375,gadel034, 1935 Delk Industrial Boulevard , Marrieta,GA,30067 ,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-04-07,-126786.65,,2022-06-22,328977.00,1975.00,17-0715-0-011-0,31.0000,Rectangle,Masonry,,,1975,BUR,Other,,,2.10,Front Load,,,,,60.00,15.00,18.00,0.00,0.00,8,1,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,5977000.00
1376,gaold035, 4350 Old McDonough Road , Conley,GA,30288,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-03-31,39970.00,,2022-06-22,74834.00,1961.00,15-015-03-015,14.0000,Rectangle,Other,,,2007,TPO,Other,,,2.90,Rear Load,,,,,0.00,18.00,18.00,0.00,0.00,8,3,,,,Wet,,,,,,,,,,,,,,,,,,,,,,2054000.00
1377,gaduq036, 6105 Duquesne Drive SW,Atlanta,GA,30336,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-03-31,49444.50,,2022-06-22,134719.00,1984.00,14F-0133-LL-035-2,22.0000,Rectangle,Masonry,,,1984,BUR,Other,,,3.28,Rear Load,,,,,90.00,20.00,20.00,0.00,0.00,5,1,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,3051000.00
1378,xtxwebbl,7903 Webbles Dr,San Antonio,TX,78218,,FRG X                                                                           ,San Antonio,Sold                                                                            ,,2021-04-15,23402.70,Renewal / Re-tenant,2024-05-20,0.00,1978.00,12180-000-0520,6.0000,Rectangle,Tilt-up/Concrete,,,Not Provided,BUR,,,,1.82,Front Load,,,,,150.00,25.00,25.00,38.75,40.58,2,1,Mainly Asphalt with some Concrete,5.00,Yes,ESFR,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,Not Provided,City Public Service,San Antonio Water System,No,,No,,No Issue,,3500000.00
1379,xflstuar,6959 Stuart Avenue,Jacksonville,FL,32254,,FRG X                                                                           ,Jacksonville,Acquired                                                                        ,,2021-04-01,28856.00,Renewal / Re-tenant,,0.00,1974.00,005184-0020,14.0000,Rectangle,Tilt-up/Concrete,,,2018,Metal,Other,,,2.16,Front Load,Rear Load,Side Load,,,120.00,23.00,23.00,0.00,0.00,4,3,Aspalt,24.00,Yes,Wet,,0.00,No,,No,,,No,No,No,Sewer,Tenant,,JEA,JEA,No,,No,,No Issue,,0.00
1383,xohmost ,12080 Mosteller,Sharonville ,OH,45241,,FRG X                                                                           ,Cincinnati,Acquired                                                                        ,,2021-04-24,59914.43,Lease-up,,0.00,1970.00,608-0025-0040,2.0000,Rectangle,Tilt-up/Concrete,Masonry,,1999,EPDM,Other,,,14.17,Front Load,,,,,144.00,12.00,27.00,0.00,0.00,29,2,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
1385,gaeas037,5682 E Ponce de Leon Avenue,Stone Mountain,GA,30083,,FRG IX                                                                          ,Atlanta,Sold                                                                            ,,2021-04-15,103696.04,,2022-06-22,397897.00,1968.00,18-138-02-004,4.0000,Rectangle,Masonry,,,1968,BUR,Other,,,7.35,Rear Load,,,,,120.00,20.00,20.00,0.00,0.00,10,3,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,7507000.00
1387,xnj3001i,3001 Irwin Road,Mount Laurel,NJ,08054,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-08,61577.44,Renewal / Re-tenant,,0.00,2000.00,24-00304-0000-00004-03,19.9000,Rectangle,Masonry,,,2019,TPO,Other,,,11.77,Rear Load,,,,,112.00,18.00,22.60,0.00,0.00,12,3,Aspalt,149.00,Yes,Wet,,100.00,No,LED,No,,,No,No,No,Sewer,Tenant,PSE&G,PSE&G,Mount Laurel MUA,No,,No,,No Issue,,0.00
1388,xnj2036b,2036 Briggs Road,Mount Laurel,NJ,08054,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-08,34184.85,Renewal / Re-tenant,,0.00,2016.00,24-00304-0000-00004,13.0000,Rectangle,Masonry,,,2019,TPO,Other,,,3.98,Rear Load,,,,,128.00,18.00,24.00,0.00,0.00,2,1,Mainly Asphalt with some Concrete,180.00,Yes,Wet,,100.00,No,LED,No,,,No,No,No,Sewer,Tenant,PSE&G,PSE&G,Mount Laurel MUA,No,,No,,No Issue,,0.00
1389,xnj6000i,6000 Irwin Road,Mount Laurel,NJ,08054,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-08,44237.71,Renewal / Re-tenant,,0.00,2001.00,24-00304-0000-00004-04,10.0000,Rectangle,Masonry,,,2019,TPO,Other,,,10.76,Rear Load,,,,,121.00,18.00,18.00,0.00,0.00,4,1,,243.00,Yes,Wet,,100.00,No,,No,,,No,No,No,Sewer,Tenant,PSE&G,PSE&G,Mount Laurel MUA,No,,No,,No Issue,,0.00
1390,xtxball ,9615 Ball Street,San Antonio,TX,78217,,FRG X                                                                           ,San Antonio,Acquired                                                                        ,,2021-05-12,25512.63,Renewal / Re-tenant,,0.00,1987.00,14100-004-0150,0.0000,Square,Tilt-up/Concrete,,,~2002 per roof inspection report by Empire Roofing in 2020,BUR,Other,,,2.78,Front Load,Rear Load,Side Load,,,69.00,24.00,28.00,35.00,50.00,4,2,,27.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,CPS Energy,CPS Energy,City of San Antonio,No,,No,,No Issue,,0.00
1391,xgahire1,"196 Rio Cir Decatur, GA",Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,21188.51,Renewal / Re-tenant,,0.00,1958.00,18-009-30-003,29.4000,Square,Masonry,,,2016;2022,TPO,,,,2.20,Front Load,Rear Load,Side Load,,,128.00,14.00,16.00,40.00,25.00,7,3,Equal Mix,55.00,No,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,Resolved,During DD of our purchase files relating to three (3) underground storage tanks were identified as p,0.00
1392,xgahire2,"201 Laredo Dr Decatur, GA",Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,13268.55,Renewal / Re-tenant,,0.00,1960.00,18-009-10-004,5.5000,L Shape,Masonry,,,2023,TPO,,,,1.30,Side Load,,,,,63.00,16.00,18.00,25.00,40.00,4,3,Concrete,8.00,No,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1393,xgahire3,210 Rio Circle,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,20603.81,Renewal / Re-tenant,,0.00,1961.00,18-008-03-018,12.0000,Square,Masonry,,,2023,TPO,,,,1.68,Front Load,Rear Load,Side Load,,,199.00,16.00,17.00,25.00,40.00,9,4,Mainly Asphalt with some Concrete,24.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1394,xgahire4,224 Rio Circle,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,17637.92,Renewal / Re-tenant,,0.00,1961.00,18-008-03-017,29.0000,Rectangle,Masonry,,,2021,TPO,,,,1.78,Front Load,Rear Load,Side Load,,,175.00,15.00,16.00,40.00,24.00,6,2,Equal Mix,11.00,No,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1395,xgahire5,246 Rio Circle,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,19719.44,Renewal / Re-tenant,,0.00,1964.00,18-008-03-019,10.0000,Rectangle,Masonry,,,2021,TPO,Metal,,,1.70,Front Load,Rear Load,Side Load,,,118.00,21.00,24.00,40.00,24.00,9,2,Aspalt,30.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1396,xgahire6,252 Rio Circle,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,8448.16,Renewal / Re-tenant,,0.00,1964.00,18-008-03-020,38.0000,Rectangle,Masonry,,,2021,TPO,,,,1.19,Side Load,,,,,108.00,16.00,17.00,40.00,24.00,5,0,Concrete,6.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1397,xgahire7,2980 Pine St ,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,13783.63,Renewal / Re-tenant,,0.00,1960.00,18-009-10-004,18.2000,Rectangle,Masonry,,,1998,BUR,,,,1.30,Front Load,Side Load,,,,80.00,14.00,15.00,25.00,20.00,4,4,Concrete,14.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1398,xgahire8,3000 Pine St,Decatur,GA,30030,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-05-14,9686.18,Renewal / Re-tenant,,0.00,1960.00,18-009-10-004,16.0000,Rectangle,Metal,Masonry,,2005;2013,Metal,TPO,,,1.30,Front Load,Side Load,,,,100.00,14.00,22.00,25.00,60.00,1,6,Concrete,4.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1459,padun003,7746 Dungan Road,Philadelphia,PA,19111,,FRG IX                                                                          ,Philadelphia,Sold                                                                            ,,2021-06-03,260846.75,,2022-06-22,59961.00,1985.00,OPA# 884221900,8.0000,Rectangle,Other,,,2013,TPO,Other,,,2.80,Rear Load,,,,,71.00,17.00,17.00,0.00,0.00,15,2,,,,Wet,,,,,,,,,,,,,,,,,,,,,,5696000.00
1584,xnjmway3,3 Mary Way,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-25,28176.91,Renewal / Re-tenant,,0.00,1980.00,"Block 98, Lot 2.04",5.8000,Square,Metal,Masonry,,2015,Metal,,,,3.07,Front Load,Rear Load,,,,150.00,24.00,32.00,50.00,25.00,4,5,Aspalt,50.00,Yes,Wet,,100.00,No,Mixed,No,,,No,No,No,Holding Tank,Tenant,PSEG,PSEG,NJ American Water,No,,No,,No Issue,,0.00
1585,xnjmway5,5 Mary Way,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-25,27535.75,Rent Optimization,,0.00,1980.00,"Block 98, Lot 2.05",2.0000,Square,Metal,Masonry,,1980,Metal,,,,3.22,Front Load,Rear Load,Side Load,,,130.00,24.00,32.00,50.00,25.00,2,10,Aspalt,70.00,Yes,Dry,,100.00,No,,No,,,No,No,No,Holding Tank,Tenant,PSEG,PSEG,NJ American Water,No,,No,,No Issue,,0.00
1586,xnjmway7,7 Mary Way,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-25,21509.13,Rent Optimization,,0.00,1980.00,"Block 98, Lot 2.06",6.5000,Square,Metal,Masonry,,1980,Metal,,,,2.60,Front Load,Rear Load,Side Load,,,110.00,24.00,32.00,50.00,25.00,16,4,Aspalt,65.00,Yes,Dry,,0.00,No,Mixed,No,,,No,No,No,Holding Tank,Faropoint,PSEG,PSEG,NJ American Water,No,,No,,No Issue,,0.00
1587,xnjmway9,9 Mary Way,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-05-25,21509.13,Rent Optimization,,0.00,1980.00,"Block 98, Lot 2.07",4.4000,Square,Metal,Masonry,,1980,Metal,,,,2.53,Front Load,Rear Load,,,,110.00,24.00,32.00,50.00,25.00,9,4,Aspalt,0.00,Yes,Dry,,100.00,No,Mixed,No,,,No,No,No,Holding Tank,Faropoint,PSEG,PSEG,NJ American Water,No,,No,,No Issue,,0.00
1588,xnjmway0,Mary Way Road,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,Yes                                                                             ,2021-05-25,9331.70,Renewal / Re-tenant,,0.00,0.00,Parcel 16-00098-0000-00002-02,0.0000,,N/A,,,N/A,N/A,,,,2.20,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1589,xnjmwayr,1359 Route 38,Hainesport,NJ,08036,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,Yes                                                                             ,2021-05-25,9058.86,Renewal / Re-tenant,,0.00,0.00,Parcel 16-00098-0000-00008,0.0000,,N/A,,,N/A,N/A,,,,0.53,N/A,,,,,0.00,0.00,0.00,0.00,0.00,0,0,,,,N/A,,,,,,,,,,,,,,,,,,,,,,0.00
1590,xgashaw1,986 Rosedale Dr ,Hiram,GA,30141,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-07-04,14199.08,Renewal / Re-tenant,,0.00,1996.00,176.3.1.003.0000,19.0000,Rectangle,Metal,Masonry,,1996,Metal,,,,3.46,Rear Load,,,,,47.00,18.00,21.00,25.00,48.00,2,1,Concrete,21.00,,None,,0.00,No,Non-LED,No,,,No,No,No,Septic,Tenant,,,,No,,No,,No Issue,,0.00
1591,xgashaw2,922 Mountain Ind Dr                           ,Marietta,GA,30060,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-06-04,10028.10,Renewal / Re-tenant,,0.00,1981.00,16-0865-0-011-0,16.4000,Square,Metal,,,1981;2011,Metal,,,,0.88,Front Load,Rear Load,,,,80.00,16.00,22.00,25.00,60.00,1,3,Concrete,7.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1592,xgashaw3,899 Mountain Ind Dr,Marietta,GA,30060,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-06-04,23854.46,Renewal / Re-tenant,,0.00,1973.00,16-0865-0-003-0,7.0000,Rectangle,Metal,,,1973,Metal,,,,1.68,Rear Load,Side Load,,,,80.00,16.00,20.00,24.00,55.00,3,3,Mainly Asphalt with some Concrete,15.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1593,xgashaw4,"3275 Florence Rd, Bldg 300",Powder Springs,GA,30127,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-06-04,19701.22,Renewal / Re-tenant,,0.00,2004.00,19-0675-0-044-0,1.4000,Rectangle,Metal,,,2004,Metal,,,,1.80,Front Load,Other,,,,80.00,15.00,17.00,25.00,100.00,2,5,Concrete,11.00,No,None,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1594,xgashaw5,"3275 Florence Rd, Bldg 200                      ",Powder Springs,GA,30127,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-06-04,15766.30,Renewal / Re-tenant,,0.00,2000.00,19-0732-0-021-0,8.4500,Rectangle,Metal,,,2000,Metal,,,,1.15,Front Load,Rear Load,Other,,,60.00,14.00,16.00,25.00,100.00,0,3,Concrete,6.00,No,None,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1595,xgashaw6,"3275 Florence Rd, Bldg 100                      ",Powder Springs,GA,30127,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-06-04,10005.91,Renewal / Re-tenant,,0.00,1999.00,19-0732-0-020-0,23.7000,Rectangle,Metal,,,1999,Metal,,,,1.15,Front Load,Other,,,,43.00,18.00,22.00,25.00,80.00,0,3,Concrete,17.00,No,None,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1598,xtxglen ,3113 Glenfield Avenue,Dallas,TX,75233,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2021-06-23,29987.75,Rent Optimization,,0.00,1966.00,BLK C/6116 ACS 5.2411,2.0000,Square,Metal,Tilt-up/Concrete,,"2004 , 2005",BUR,,,,5.20,Side Load,,,,,98.00,18.00,18.00,24.00,44.00,12,0,,54.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Atmos,,City of Dallas,No,,No,,No Issue,,0.00
