record hmy,property hmy,property code,amendment hmy,tenant hmy,lease code,charge code hmy,charge code,charge code desc,amount period code,amount period desc,from date,to date,amount,monthly amount,contracted area,notes,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,management fee %,management fee hmy,hschedule,toinactive amendment hmy,horiginal,husercreatedby,dtcreated,husermodifiedby,dtlastmodified,hoption
42389,1375,gadel034,444,1268,t0000428,34,retaxest,RE TAX Estimate - CY,2,Monthly,44197,44561,0,0,5509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20190,0,0,181,44547.66294,181,44547.66294,
42390,1375,gadel034,444,1268,t0000428,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44197,44561,0,0,5509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20191,0,0,181,44547.6631,181,44547.6631,
42399,1881,xnj30les,5427,5461,t0000615,30,rent,Rent - Base,2,Monthly,36770,44895,14957.5,14957.5,23932,,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20196,0,0,183,44547.66541,181,44602.63537,
42400,1375,gadel034,445,1271,t0000429,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44256,44561,0,0,5651,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20197,0,0,181,44547.66756,181,44547.66756,
42401,1375,gadel034,445,1271,t0000429,34,retaxest,RE TAX Estimate - CY,2,Monthly,44256,44561,0,0,5651,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20198,0,0,181,44547.66771,181,44547.66771,
42402,1375,gadel034,445,1271,t0000429,14,insurest,Insurance Estimate - CY,2,Monthly,44256,44561,0,0,5651,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20199,0,0,181,44547.66785,181,44547.66789,
42424,1375,gadel034,504,1397,t0000456,34,retaxest,RE TAX Estimate - CY,2,Monthly,44348,44561,0,0,5975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20212,0,0,181,44550.34912,181,44550.34912,
42425,1375,gadel034,504,1397,t0000456,15,insurpy,Insurance Prior Year,2,Monthly,44348,44734,0,0,5975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20213,115691,0,181,44550.34929,230,44700.61875,
42426,1375,gadel034,504,1397,t0000456,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44348,44561,0,0,5975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20214,0,0,181,44550.34944,181,44550.34944,
42459,1225,tntri18,58,459,t0000058,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43862,44712,0,0,13500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20231,0,0,181,44550.37853,230,44700.65803,
35256,1663,xil1600,4124,4183,t0000514,4,camest,CAM Estimate - CY,2,Monthly,34871,44712,0,0,238423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16666,0,0,181,44508.67948,230,44700.58488,
35257,1663,xil1600,4124,4183,t0000514,14,insurest,Insurance Estimate - CY,2,Monthly,34871,44712,0,0,238423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16667,0,0,181,44508.67962,230,44700.58499,
35258,1663,xil1600,4124,4183,t0000514,19,mgtfeest,Management Fee CY Estimate,2,Monthly,34871,44712,0,0,238423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16668,0,0,181,44508.67971,230,44700.58505,
35259,1663,xil1600,4124,4183,t0000514,34,retaxest,RE TAX Estimate - CY,2,Monthly,34871,44712,0,0,238423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16669,0,0,181,44508.67986,230,44700.5851,
35268,930,tnb12011,4209,4366,t0000576,4,camest,CAM Estimate - CY,2,Monthly,44501,44734,564.67,564.67,24200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16674,115859,0,87,44509.33943,230,44712.69494,
35269,930,tnb12011,4209,4366,t0000576,34,retaxest,RE TAX Estimate - CY,2,Monthly,44501,44734,383.17,383.17,24200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16675,115859,0,87,44509.34007,230,44712.69515,
35288,1754,xgadors,4578,4717,t0000584,34,retaxest,RE TAX Estimate - CY,2,Monthly,44481,44561,426.86,426.86,12234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16689,0,0,64,44510.54231,230,44789.6585,
35289,1754,xgadors,4578,4717,t0000584,14,insurest,Insurance Estimate - CY,2,Monthly,44481,44561,135.76,135.76,12234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16690,0,0,64,44510.54259,230,44789.65824,
35298,992,ohkem002,4581,4730,t0000587,30,rent,Rent - Base,2,Monthly,44621,44734,13562.31,13562.31,19727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695,115671,0,35,44515.36501,104,44531.63265,
35299,992,ohkem002,4581,4730,t0000587,30,rent,Rent - Base,2,Monthly,45078,44734,13973.29,13973.29,19727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695,115671,0,35,44515.36501,104,44531.63265,
35300,992,ohkem002,4581,4730,t0000587,30,rent,Rent - Base,2,Monthly,45444,44734,14400.71,14400.71,19727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695,115671,0,35,44515.36501,104,44531.63265,
35301,992,ohkem002,4581,4730,t0000587,30,rent,Rent - Base,2,Monthly,45809,44734,14828.13,14828.13,19727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695,115671,0,35,44515.36501,104,44531.63265,
35302,992,ohkem002,4581,4730,t0000587,30,rent,Rent - Base,2,Monthly,46174,44734,15271.99,15271.99,19727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695,115671,0,35,44515.36501,104,44531.63265,
42471,904,gasto009,5421,698,t0000185,14,insurest,Insurance Estimate - CY,2,Monthly,42856,44561,0,0,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20239,0,0,186,44550.37969,186,44550.37969,
42472,904,gasto009,5421,698,t0000185,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42856,44561,0,0,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240,0,0,186,44550.37978,186,44550.37978,
42473,1787,xnj220r,5428,5463,t0000616,30,rent,Rent - Base,2,Monthly,43765,44130,22740.55,22740.55,23545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241,0,0,35,44550.38381,35,44550.38809,
42474,1787,xnj220r,5428,5463,t0000616,30,rent,Rent - Base,2,Monthly,44131,45225,23427.28,23427.28,23545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241,0,0,35,44550.38381,104,44580.58997,
42477,1228,tntri4,46,434,t0000045,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42248,44734,0,0,40625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20242,115802,0,181,44550.38541,230,44712.69765,
42478,1884,xnj40pot,5429,5464,t0000617,30,rent,Rent - Base,2,Monthly,43040,44865,78783.92,78783.92,60994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20243,,0,183,44550.38696,230,44806.37902,
42479,1884,xnj40pot,5429,5464,t0000617,34,retaxest,RE TAX Estimate - CY,2,Monthly,43040,44713,1302.08,1302.08,60994,Tenant self pays taxes - per TT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20244,,0,183,44550.38743,230,44740.58786,
42530,912,gatuc017,143,668,t0000157,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42095,44651,0,0,59000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20271,8353,0,186,44550.41569,186,44550.41569,
42540,1330,gavet029,226,760,t0000244,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42856,44561,0,0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20277,0,0,186,44550.41712,186,44550.41712,
42549,1330,gavet029,227,761,t0000245,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42856,44561,0,0,26000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20282,0,0,186,44550.41843,186,44550.41843,
42558,1330,gavet029,228,762,t0000246,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43040,44561,0,0,93000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20287,0,0,186,44550.41953,186,44550.41953,
42581,1883,xnj5thor,5430,5465,t0000618,30,rent,Rent - Base,2,Monthly,46692,47057,119503.33,119503.33,150801,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,19,20295,,0,183,44550.42186,186,44617.36035,
42582,1883,xnj5thor,5430,5465,t0000618,30,rent,Rent - Base,2,Monthly,47058,47422,122490.92,122490.92,150801,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,19,20295,,0,183,44550.42186,186,44617.36036,
42583,1883,xnj5thor,5430,5465,t0000618,30,rent,Rent - Base,2,Monthly,47423,47787,125553.19,125553.19,150801,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,19,20295,,0,183,44550.42188,186,44617.36036,
42584,1883,xnj5thor,5430,5465,t0000618,30,rent,Rent - Base,2,Monthly,47788,48152,128692.02,128692.02,150801,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,19,20295,,0,183,44550.42188,186,44617.36036,
42590,1356,gawhe032,378,1135,t0000372,14,insurest,Insurance Estimate - CY,2,Monthly,44136,44561,0,0,40000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20302,0,0,186,44550.42252,186,44550.42252,
42591,1883,xnj5thor,5430,5465,t0000618,4,camest,CAM Estimate - CY,2,Monthly,44501,44561,7800,7800,150801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20303,,0,183,44550.42257,230,44693.58375,
42592,1356,gawhe032,378,1135,t0000372,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44136,44561,0,0,40000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20304,0,0,186,44550.4226,186,44550.4226,
42593,1356,gawhe032,378,1135,t0000372,34,retaxest,RE TAX Estimate - CY,2,Monthly,44136,44561,0,0,40000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20305,0,0,186,44550.42269,186,44550.42269,
42594,1883,xnj5thor,5430,5465,t0000618,34,retaxest,RE TAX Estimate - CY,2,Monthly,44501,44712,15777,15777,150801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20306,,0,183,44550.42299,230,44700.56846,
42595,1270,gamon027,5431,744,t0000228,30,rent,Rent - Base,2,Monthly,43682,42951,1000,1000,3858,Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20307,5433,0,64,44550.42855,64,44550.42855,
42596,1885,xnj95bau,5432,5467,t0000619,30,rent,Rent - Base,2,Monthly,44075,44439,8490,8490,6792,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20308,0,0,183,44550.44281,183,44550.44281,
42597,1885,xnj95bau,5432,5467,t0000619,30,rent,Rent - Base,2,Monthly,44440,44804,8744.7,8744.7,6792,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20308,0,0,183,44550.44281,183,44550.44281,
42598,1885,xnj95bau,5432,5467,t0000619,30,rent,Rent - Base,2,Monthly,44805,45169,9007.04,9007.04,6792,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20308,0,0,183,44550.44281,183,44550.44281,
42599,1885,xnj95bau,5432,5467,t0000619,30,rent,Rent - Base,2,Monthly,45170,45473,9277.25,9277.25,6792,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20308,0,0,183,44550.44281,183,44550.44281,
42600,1094,gahig021,163,693,t0000180,34,retaxest,RE TAX Estimate - CY,2,Monthly,40909,44408,0,0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20309,0,0,181,44550.45264,181,44550.45264,
42601,1094,gahig021,163,693,t0000180,19,mgtfeest,Management Fee CY Estimate,2,Monthly,40909,44408,0,0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20310,0,0,181,44550.45291,181,44550.45291,
42602,1094,gahig021,163,693,t0000180,14,insurest,Insurance Estimate - CY,2,Monthly,40909,44408,0,0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20311,0,0,181,44550.45309,181,44550.45309,
42622,1270,gamon027,5433,744,t0000228,30,rent,Rent - Base,2,Monthly,43682,,1000,1000,4000,Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20323,0,0,64,44550.45934,64,44550.45934,
42623,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,41579,41943,24025,24025,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47089,230,44690.45367,
42624,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,41944,42308,24625.63,24625.63,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47089,230,44690.45367,
42625,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,42309,42674,25241.27,25241.27,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47089,230,44690.45367,
42626,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,42675,43039,25872.3,25872.3,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47089,230,44690.45367,
42627,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,43040,43404,26519.1,26519.1,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47089,230,44690.45367,
42628,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,43405,43769,27182.08,27182.08,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47161,230,44690.45367,
42629,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,43770,44135,27861.63,27861.63,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47161,230,44690.45367,
42630,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,44136,44500,28558.18,28558.18,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47161,230,44690.45367,
42631,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,44501,44865,29272.13,29272.13,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47161,230,44690.45367,
42632,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,44866,45230,30003.93,30003.93,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47161,230,44690.45367,
42633,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,45231,45596,30754.03,30754.03,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47181,230,44690.45367,
42634,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,45597,45961,31522.88,31522.88,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47181,230,44690.45367,
42635,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,45962,46326,32310.95,32310.95,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47228,230,44761.60356,
42636,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,46327,46691,33118.73,33118.73,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47228,230,44690.45367,
42637,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,46692,47057,33946.7,33946.7,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47228,230,44690.45367,
42638,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,47058,47208,34795.36,34795.36,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,0,0,87,44550.47228,230,44690.45367,
42639,1879,xnj145al,5435,5468,t0000620,30,rent,Rent - Base,2,Monthly,43709,45382,6898.33,6898.33,7526,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20325,53594,0,183,44550.47345,230,45068.37468,
42658,1880,xnj156al,5437,5471,t0000622,30,rent,Rent - Base,2,Monthly,44501,44865,5420.12,5420.12,5566,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20335,0,0,183,44550.5173,183,44550.5173,
42659,1231,tntri9,1389,2240,t0000468,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44348,44712,0,0,16328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20336,,0,181,44550.52536,230,44700.66544,
42668,1231,tntri9,63,464,t0000063,19,mgtfeest,Management Fee CY Estimate,2,Monthly,40385,44227,0,0,2572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20341,0,0,181,44550.53483,181,44550.53483,
42677,1880,xnj156al,5438,5472,t0000623,30,rent,Rent - Base,2,Monthly,43586,44681,6362.5,6362.5,12216,,0,0,0,0,0,0,0,0,0,0,0,0,4,19,20346,0,0,183,44550.5925,181,44603.34588,
42069,904,gasto009,5421,698,t0000185,30,rent,Rent - Base,2,Monthly,42856,43585,3700,3700,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,0,0,64,44546.63834,64,44546.63834,
42070,904,gasto009,5421,698,t0000185,30,rent,Rent - Base,2,Monthly,43586,43951,3848,3848,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,0,0,64,44546.63834,64,44546.63834,
42071,904,gasto009,5421,698,t0000185,30,rent,Rent - Base,2,Monthly,43952,44681,4040.4,4040.4,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,0,0,64,44546.63834,64,44546.63834,
42072,904,gasto009,5421,698,t0000185,4,camest,CAM Estimate - CY,2,Monthly,44197,44561,665.42,665.42,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20006,0,0,64,44546.63834,121,44550.51225,
42073,904,gasto009,5421,698,t0000185,34,retaxest,RE TAX Estimate - CY,2,Monthly,44197,44561,180.58,180.58,10050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007,0,0,64,44546.63834,121,44550.51238,
42074,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,44562,44926,18249.12,18249.12,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,0,0,69,44546.64271,69,44546.64271,
42075,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,44927,45199,18796.59,18796.59,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,47205,0,69,44546.64271,69,44546.64271,
42076,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,45292,45199,19360.49,19360.49,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,47205,0,69,44546.64271,69,44546.64271,
42077,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,45658,45199,19941.31,19941.31,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,47205,0,69,44546.64271,69,44546.64271,
42078,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,46023,45199,20539.55,20539.55,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,47205,0,69,44546.64271,69,44546.64289,
42079,1639,xtxdrysd,5422,5458,t0000612,30,rent,Rent - Base,2,Monthly,46388,45199,21155.74,21155.74,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,47205,0,69,44546.64289,69,44546.64289,
42080,1639,xtxdrysd,5422,5458,t0000612,7,concess,Concessions,2,Monthly,44562,44651,-18249.12,-18249.12,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20009,0,0,69,44546.64576,69,44546.64611,
42081,1639,xtxdrysd,5422,5458,t0000612,4,camest,CAM Estimate - CY,2,Monthly,44562,44712,4760.64,4760.64,26448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20010,0,0,69,44546.64656,230,44700.59376,
42104,924,tnwl7005,93,498,t0000094,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43191,44712,0,0,7450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20021,0,0,186,44546.67015,230,44700.64738,
42113,924,tnwl7005,90,495,t0000091,19,mgtfeest,Management Fee CY Estimate,2,Monthly,42958,44712,0,0,7270,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20026,0,0,186,44546.67081,230,44700.65125,
42122,924,tnwl7005,335,499,t0000095,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44228,44712,0,0,7450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20031,0,0,186,44546.67172,230,44700.65751,
42157,1249,gasna025,4112,4157,t0000506,14,insurest,Insurance Estimate - CY,2,Monthly,44515,44561,0,0,40117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20050,,0,186,44546.6877,186,44546.6877,
42158,1249,gasna025,4112,4157,t0000506,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44515,44561,0,0,40117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20051,,0,186,44546.6878,186,44546.6878,
42159,1249,gasna025,4112,4157,t0000506,34,retaxest,RE TAX Estimate - CY,2,Monthly,44515,44561,0,0,40117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20052,,0,186,44546.68794,186,44546.68794,
42944,890,tx4se001,195,730,t0000214,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43556,44712,0,0,15000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20504,0,0,186,44551.57277,230,44700.69847,
42945,890,tx4se001,195,730,t0000214,34,retaxest,RE TAX Estimate - CY,2,Monthly,43556,44712,0,0,15000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20505,0,0,186,44551.57285,230,44700.69853,
42946,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,44501,44865,15811.46,15811.46,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58575,230,45394.40469,
42947,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,44866,45230,16206.74,16206.74,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58575,230,45394.40469,
42948,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,45231,45596,16611.91,16611.91,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58575,230,45394.40469,
42949,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,45597,45961,17027.21,17027.21,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58575,230,45394.40469,
42950,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,45962,46326,17452.89,17452.89,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58575,230,45394.40469,
42951,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,46327,46691,17889.21,17889.21,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58631,230,45394.40469,
42952,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,46692,47057,18336.44,18336.44,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58631,230,45394.40469,
42953,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,47058,47422,18794.86,18794.86,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58631,230,45394.40469,
42954,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,47423,47787,19264.73,19264.73,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58631,230,45394.40469,
42955,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,47788,48152,19764.34,19764.34,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20506,0,0,183,44551.58631,230,45394.40469,
42956,1876,xnj17pol,5449,5483,t0000632,4,camest,CAM Estimate - CY,2,Monthly,44501,44712,4908.44,4908.44,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20507,0,0,183,44551.58704,230,44700.57157,
42957,1876,xnj17pol,5449,5483,t0000632,34,retaxest,RE TAX Estimate - CY,2,Monthly,44501,44712,1492.68,1492.68,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20508,0,0,183,44551.58793,230,44700.57179,
42958,1876,xnj17pol,5450,5485,t0000633,30,rent,Rent - Base,2,Monthly,43983,44347,9359.31,9359.31,14035,,0,0,0,0,0,0,0,0,0,0,0,0,4,19,20509,0,0,183,44551.61644,181,44602.36535,
42959,1876,xnj17pol,5450,5485,t0000633,30,rent,Rent - Base,2,Monthly,44348,44712,9546.5,9546.5,14035,,0,0,0,0,0,0,0,0,0,0,0,0,4,19,20509,0,0,183,44551.61644,181,44602.36535,
42961,1876,xnj17pol,5450,5485,t0000633,4,camest,CAM Estimate - CY,2,Monthly,43983,44561,2775,2775,14035,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20510,0,0,183,44551.61928,183,44551.61928,
42962,1876,xnj17pol,5450,5485,t0000633,34,retaxest,RE TAX Estimate - CY,2,Monthly,43983,44561,2898,2898,14035,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20511,0,0,183,44551.61978,183,44551.61978,
39479,1069,tn10b017,83,488,t0000084,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43959,44712,0,0,275000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18657,0,0,186,44539.54916,230,44700.66809,
39488,932,tnb03013,68,470,t0000068,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43647,44712,0,0,132000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18662,0,0,186,44539.55304,230,44700.64694,
42991,1231,tntri9,333,464,t0000063,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44228,44712,0,0,2572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20526,0,0,186,44552.40986,230,44700.66743,
43031,1365,gacom33,428,1225,t0000414,4,camest,CAM Estimate - CY,2,Monthly,43862,44439,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20548,0,0,186,44552.51539,186,44552.51539,
43032,1365,gacom33,428,1225,t0000414,14,insurest,Insurance Estimate - CY,2,Monthly,43862,44439,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20549,0,0,186,44552.51551,186,44552.51551,
43033,1365,gacom33,428,1225,t0000414,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43862,44439,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20550,0,0,186,44552.51563,186,44552.51563,
43034,1365,gacom33,428,1225,t0000414,34,retaxest,RE TAX Estimate - CY,2,Monthly,43862,44439,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20551,0,0,186,44552.51576,186,44552.51576,
43043,1365,gacom33,4119,1225,t0000414,4,camest,CAM Estimate - CY,2,Monthly,44440,44561,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20556,10142,0,186,44552.51638,186,44552.51638,
43044,1365,gacom33,4119,1225,t0000414,14,insurest,Insurance Estimate - CY,2,Monthly,44440,44561,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20557,10142,0,186,44552.51646,186,44552.51646,
43045,1365,gacom33,4119,1225,t0000414,19,mgtfeest,Management Fee CY Estimate,2,Monthly,44440,44561,0,0,50626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20558,10142,0,186,44552.51654,186,44552.51654,
